researchlogid	government	researchlogtype	researchlogdate	researchlogvolumefrom	researchlogfrom	researchlogvolumeto	researchlogto	researchlogismissing	researchlognotes	researchlogdisposition	event
2266	2326	109	2018-04-04	24	1891	24	1892	f			\N
2267	2326	109	2018-04-04	29	1894	29	1894	f			\N
2268	2326	109	2018-04-04	31	1895	31	1895	f			\N
2269	2326	109	2018-04-04	33	1896	34	1897	f			\N
2270	2326	109	2018-04-04	36	1897	36	1897	f			\N
2271	2326	109	2018-04-04	50	1903	50	1903	f	Nothing relevant found.		\N
2272	2326	109	2018-04-04	48	1902	48	1902	f	Nothing relevant found.		\N
2273	2326	109	2018-04-04	55	1906	56	1906	f	Nothing relevant found in Docket 55.		\N
2277	2326	109	2018-05-02	64	1910	65	1911	f	Nothing relevant found in Dockets 64 or 65.		\N
2278	2326	109	2018-05-02	58	1907	58	1907	f			\N
2279	2326	109	2018-05-02	219	1969	219	1969	f			\N
2280	2326	109	2018-05-02	67	1912	67	1912	f	Nothing relevant found in Docket 67.		\N
2281	2326	109	2018-05-02	69	1913	74	1915	f	Nothing relevant found in Dockets 69, 70, 72, or 73.		\N
2282	2326	109	2018-05-02	77	1917	77	1917	f	Nothing relevant found in Docket 77.		\N
2283	5268	82	2018-05-10					f	"1. Ordinance books of The Borough of Sharpsburg for the years 1860 through 1895. 2. Minute books and resolution books of The Borough of Sharpsburg for the years 1860 through 1870."		\N
2284	5466	82	2018-05-10					f	"Ordinance, resolution, and minute books for The Borough of Tarentum from 1851 through 1907."		\N
2285	5855	81	2018-05-10					f	"1. Petition filed in the Court of Common Pleas of Clinton County for the determination of the municipal boundary between the Townships of Dunnstable and Woodward. 2. In the event that the township's copy of the petition does not have a timestamp or docket number thereon, the most recent filing in the township's possession in the above matter containing a timestamp and docket number."		\N
2286	4097	82	2018-05-10					f	"Ordinance, resolution, and minute books for The Borough of Girard from 1851 through 1901."		\N
2289	5564	109	2018-05-16	10, p. 490	1884	10, p. 585	1885	f	Searched September Sessions 1884 through May Sessions 1885, no annexations found.		\N
2290	3960	109	2018-05-16	20, p. 200	1922	20, p. 457	1923	f	Searched November Sessions 1922 through May Sessions 1923, no annexations found.		\N
2291	4245	109	2018-05-16	H, p. 372	1836	H, p. 384	1836	f	No reference to confirmation in August Sessions 1836.		\N
2293	5564	82	2018-05-28					f	"Any ordinance books for the period from incorporation (1863) through 1950. Also, in the event that the ordinance books have chronological gaps for the period prior to 1886, any minute books prior to 1886 for the periods where the ordinance books have chronological gaps."		\N
2294	3995	82	2018-05-28					f	"Any ordinance books (including those for the former Borough of South Sharon and the former Borough of Farrell) for the period from incorporation as a borough (1901) through 1930, and for the year 1972. Also, any indexes to ordinances for the period from incorporation as a borough (1901) through 1955, and for the year 1972."		\N
2295	3697	82	2018-05-28					f	"Any ordinance, minute, or resolution books for the year 1848. Also, two (2) ordinances enacted on or about the following dates concerning annexation of territory: October 9, 1950 and February 14, 1951."		\N
2296	2306	79	2018-05-28					f	"Election returns for the November 1955 election."		\N
2297	4627	84	2018-05-28					f	"*Five (5) resolutions enacted on the following dates, all concerning annexation of territory: 1909-08-04 (approved 1909-08-05), 1910-02-02 (approved 1910-02-03), 1916-03-27, 1929-12-27, and 1930-01-06. *Also, any Resolution Books containing the year 1927 (the resolution in question is also concerning annexation of territory, and is believed to have been enacted around early October)."		\N
2298	4128	81	2018-05-28					f	"Any ordinance, resolution, or minute books for the period from incorporation (1885) through 1895, and for the year 1972."		\N
2299	2330	109	2018-05-30	J	1848	K	1865	f	Went through page by page.		\N
2300	2306	112	2018-05-30	1843-1850	1843	1843-1850	1850	f	Went through entire box case by case.		\N
2301	2306	109	2018-05-30	1898-1901	1898	1898-1901	1901	f	Only examined ends of sessions		\N
2303	2306	109	2018-06-06	7	1855	8	1864	f	Went through page by page.		\N
2304	2329	109	2018-06-05	1	1804	1	1813	f	Went through page by page.		\N
2305	2329	109	2018-06-06	2	1814	3	1839	f	Went through page by page.		\N
2306	3995	20	2018-06-05					f			\N
2307	5265	89	2018-06-05	1	form	1	1900s	f	This book theoretically goes back to borough formation. However, the first page of the book has a copy of the charter that was certified in 1886, and the ordinances prior to that appear to all be in the same handwriting. At least one ordinance that was located in the minutes is not present. This is probably a reconstructed volume.		\N
2308	2329	47	2018-06-05	1	1873	5	1915	f	Went through page by page.		\N
2310	4097	63	2018-06-07	1, p. 1	1847	1, p. 223	1871	f	Went through page by page.		\N
2311	5564	89	2018-06-07	1	1863	3	1937	f	Went through page by page (except for portion of Book 1 that contains minutes).		\N
2312	5564	90	2018-06-07	4	1937	5	1974	f			\N
2313	4097	63	2018-06-07	1, p. 1	1847	1, p. 223	1871	f	Went through page by page.		\N
2314	4622	82	2018-06-07					f	"Ordinance books for the period from 1897 through 1904 and 1930 through 1952. Resolution books for the period from 1930 through 1952. Minutes for the period from December 2008 through April 2009."		\N
2315	2306	109	2018-06-08	9	1864	13	1894	f	Went through page by page.		\N
2318	3697	89	2018-06-08	1	1880s	1	2010s	f	The borough's ordinance book contains ordinances that were retyped back to the 1880s, but the only relevant ordinances located (67 & 69) are the ones I already obtained from the courthouse.		\N
2319	2288	67	2018-06-11	2	1867	10	1892	f			\N
2320	5029	63	2018-06-11	27	1894	27	1895	f			\N
2323	2290	102	2018-06-13	4	1871	5	1902	f			\N
2324	2296	109	2018-06-13	1	1804	2	1838	f	Went through page by page. Nothing relevant found in Docket 2.		\N
2325	2296	102	2018-06-13	1	form	2	1840s	f			\N
2327	3254	72	2018-06-15	1	1770s	1	1930s	f	Nothing found for borough.		\N
2328	3254	17	2018-06-15	1	1893	5	1912	f	Rechecked "A" and "B" indexes for special charter surrender.		\N
2329	3254	109	2018-06-15	1	1871	14	1892	f	Rechecked "A" and "B" indexes for special charter surrender. (No "A" index for Docket 3 -- checked ends of sessions).		\N
2330	2351	17	2018-06-15	36	1982	36	1988	f			\N
2332	3254	109	2018-06-15	1844-1855	1851	1862-1870	1870	f	Rechecked "A" and "B" indexes for special charter surrender. (No "A" index for Docket 3 -- checked ends of sessions).		\N
2333	4097	109	2018-06-16	6, p. 595	1867	6, p. 709	1867	f	Searched February through August Sessions 1867.		\N
2334	2330	109	2018-06-16	L	1866	L	1873	f	Went through page by page. Nothing relevant found.		\N
2335	5000	109	2018-06-16	K	1846	S	1911	f	Rechecked indexes for evidence of general law acceptance.		\N
2336	3416	109	2018-06-16	K	1846	S	1911	f	Rechecked indexes for evidence of general law acceptance.		\N
2337	2330	109	2018-06-16	E	1807	H	1840	f			\N
2343	5267	82	2018-06-20					f	"Any ordinance, minute, or resolution books for the period from incorporation (1890) through 1908."		\N
2344	3641	82	2018-06-20					f	"Any ordinance, minute, or resolution books for the period from incorporation (1885) through 1893. ALSO, the superseded codification of ordinances referred to as the '1988 Code.'"		\N
2345	4111	82	2018-06-21					f	"*Ordinance books for the years 1922 and 1923. If the above does not exist or only exists for a portion of the time period, then also both of the following: * Minute books for the years 1922 and 1923. * If ordinances are kept in chronological or numeric order, any ordinances for the years 1922 and 1923." Withdrawn in person on June 27, 2018.		\N
2346	3935	82	2018-06-24					f	"Ordinance 132, approved November 9, 1925, relating to annexation of territory."		\N
2347	4589	47	2018-07-05	1	1848	7	1929	f	Examined in order to locate any evidence of general law acceptance. Only found one case -- copied portion.		\N
2348	4589	40	2018-07-05	Special 1	1906	Special 3	1937	f	Checked for any evidence of corporate name change. Only case found was in the 1930s, and does not reference the full prior corporate name.		\N
2349	4589	72	2018-07-05					f	Staff checked Trust Book index in Excel format. Only case found was already pulled.		\N
2350	4589	72	2018-07-05	1900-1902	1900	1926-1930	1930	f	Plaintiff Index. Only case not found is 189 Nov T. 1904.		\N
2351	3958	82	2018-07-08					f	"Ordinance or resolution of The Borough of Ephrata likely enacted in August or September 1946, annexing a tract of about 1 acre including Redcay Playground, being referred to on a Plan of Borough Boundary dated October 14, 1963, as revised, as Annexation No. 11. [N.B.: This is not Ordinance 570, but was likely enacted shortly after that Ordinance.]"		\N
2356	2322	111	2018-07-16	1875	1875	1	1944	f	Journal		\N
2357	4589	63	2018-07-18	1851	1851	1922	1922	f			\N
2358	4589	89	2018-07-18	1	1830s	1	1965	f			\N
2359	4754	79	2018-07-18					f	"* Minutes for 1976. *Details for the Park Place Development and the 1976 annexation."		\N
2362	40	135	2018-09-09	1923	1923	1923	1923	f			\N
2363	40	135	2018-09-09	1929	1929	1929	1929	f			\N
2364	40	135	2018-09-09	1935	1935	1935	1935	f			\N
2365	40	135	2018-09-09	1937	1937	1937	1937	f			\N
2366	40	135	2018-09-09	1959	1959	1959	1959	f			\N
2368	2295	67	2018-10-10	27	1946	30	1956	f			\N
2369	2295	67	2018-10-10	1967	1967	1971	1971	f	These are not the same record series as the older Miscellaneous Dockets. They primarily include non-support cases, and also appeals and forfeitures. Went through indexes, appeared to all be last-name first name, no "miscellaneous miscellaneous" cases.		\N
2370	3585	63	2018-10-03	1961-1966, p. 231	1966	1968-1971, end	1971	f			\N
2371	3585	63	2018-10-03	1944-1950, p. 211	1948	1955-1960, p. 21	1956	f			\N
2374	4826	89	2018-10-10	1	1875	2	1976	f			\N
2375	4826	82	2018-10-10					f	"Ordinance books for the period from 1945 through 1975"		\N
2376	5581	37	2018-10-12					f	I double checked through the 1950s under Borough, Township, and Keller-Whilldin Pottery Company and did not find the 1935 annexation.		\N
2377	5581	38	2018-10-12					f	I double checked through the 1950s under Borough, Township, and Keller-Whilldin Pottery Company and did not find the 1935 annexation.		\N
2379	40	140	2018-10-17	1	1971	2	1971	f	Western District		\N
2380	40	140	2018-10-17	1983	1983	1984	1984	f	Western District		\N
2381	40	69	2018-10-17	10	1966	13	1978	f	Western District		\N
2382	40	69	2018-10-17	1942-1947	1942	7	1959	f	Western District		\N
2384	2304	102	2018-11-13	A	1839	D	1895	f	Went through page by page.		\N
2385	2304	109	2018-11-13	C	1865	C	1874	f	Unpaginated. Went through page by page.		\N
2386	4676	89	2018-11-13	1877-1918	1877	1877-1918	1918	f	Has a gap between 1879 and 1889.		\N
2388	2327	102	2018-11-15	3	1840	5	1858	f	Because the general Road Index is of high quality, did not go through indexes or go page by page.		\N
2389	2327	102	2018-11-15	A	1796	B	1839	f	Went through page by page. Book A is split into 2 parts: first with newer cases, second with older cases. Book B is split into 3 parts: first with returns (relevant: p. 21); second with petitions (other relevant pages); third also with petitions (no relevant pages).		\N
2391	2327	109	2018-11-15	5	1860	6	1869	f			\N
2392	2327	109	2018-11-15	8	1872	10	1879	f			\N
2393	2327	106	2018-11-15	Wolf	1836	Wolf	1900s	f	In the 1836-1851 bundle, copied everything in the beginning in order. The map at the beginning is undated -- not sure if belongs to the 1834 proceedings. Copied 1848 proceedings (did not see a map). Also saw case from September 1851.		\N
2394	2327	106	2018-11-15	Shrewsbury	1807	Shrewsbury	1900s	f	I went through the first docket box (which I believe is the only one). In the 1807-1833 bundle, copied an undated recitation of boundaries. Also saw petitions only for Nos. 6, Feb. S. 1823 and 3, May S. 1823. In the 1834-188?3 bundle, saw an 1834 remonstrance and depositions from December 1849 for a case with Penn.		\N
2395	2327	106	2018-11-15	Penn (1st Docket Box)	1826	Penn (1st Docket Box)	1894	f	Went through the first docket box only. In the 1826-1839 bundle, found 2 cases to divide township: no report for April 1827, and set aside for May 1829. In the 1840-1850 bundle, found September 1849 exceptions for a case with Shrewsbury. In the 1851-1861 bundle, I found a petition only for a case with Franklin (1856?).		\N
2397	2335	109	2018-11-16	1802-1810	1810	1839-1849	1849	f	Went through Dockets 1802-1810 and 1839-1849 page by page. Docket 1829-1839 too fragile to go through page by page.		\N
2399	4883	110	2018-11-16	1829-1839, N		1829-1839, P		f	After I found the reference to Northumberland being made a separate township, I rechecked the N and P indexes, and do not see any such case in this docket. The docket is too fragile to go page by page.		\N
2400	2308	102	2018-11-17	A	1824	B	1868	f	Went through Docket B page by page		\N
2401	2308	109	2018-11-17	1	form	6	1833	f	Went through Dockets 1 and 4 page by page. Nothing found in Docket 6.		\N
2403	2295	109	2018-11-24	3	1813	6	1853	f	Went through page by page.		\N
2404	2295	109	2018-11-24	1715-1753, p. 1	1715	1715-1753, p. 303	1743	f	Went through page by page.		\N
2407	2351	63	2018-12-26	1793-1831, 1st p. 1797	1797	1793-1831, last p. 1808	1808	f	No lists of townships during this time period.		\N
2409	2334	102	2019-01-02	D	1760	2	1798	f	Went through page-by-page.		\N
2410	2334	106	2019-01-02	Box 2	1700s	Box 6	1900s	f	Not in chronological order.		\N
2412	32	80	2019-01-15					f	No. W141143, to the Department of State, Laws and Commissions: "That portion of the electronic version of the 'Index to Statutory Filings' covering Statutory Filing No. 32436 (start of the year 2018), through the end of the year 2018. This request is not for the version that is currently maintained by the State Archives, but for the version maintained by the division of the Secretary of State where the filings are originally filed. Please furnish in an electronic format, preferably Excel format or, in the event that Excel format is not feasible, Word format."		\N
2413	2301	109	2019-01-23	O	1847	R	1873	f	Went through page by page.		\N
2414	4512	82	2019-03-24					f	"Ordinance 66-13, enacted on or about October 10, 1966, concerning annexation of territory."		\N
2415	3872	84	2019-03-24					f	"Resolution 1?, enacted on or about October 19, 1971, concerning annexation of territory."		\N
2416	5094	82	2019-03-24					f	"Ordinance 720, enacted circa 1969, concerning annexation of territory."		\N
2417	3844	82	2019-03-24					f	"Ordinance 31, dated October 27, 1913, concerning annexation of territory."		\N
2418	3278	82	2019-03-24					f	"*Ordinance 2006-02, dated May 23, 2006, adopting a revised municipal boundary pursuant to Agreement between Borough of Northampton and Township of Allen. *If not attached to the ordinance, also the Agreement referenced in the title of Ordinance 2006-02."		\N
2421	4141	84	2019-03-24					f	"Resolution 220, dated April 4, 1955, concerning annexation of territory."		\N
2422	3768	84	2019-03-25					f	"Resolution or Ordinance 1-1961, dated May 5, 1961, concerning annexation of territory."		\N
2423	5465	82	2019-03-25					f	"Ordinance 55, enacted on or about October 31, 1907, concerning annexation of territory."		\N
2424	5203	84	2019-03-25					f	"Resolution enacted on or about November 26, 1960, concerning municipal boundaries."		\N
2425	5408	82	2019-03-25					f	"Ordinance 803, enacted in or around June 1972, concerning electing a government study commission."		\N
2426	4572	82	2019-03-25					f	"Ordinance 2006-9, enacted on or about August 1, 2006, concerning electing a government study commission."		\N
2427	3921	82	2019-03-25					f	"Ordinance 259, enacted on or about August 28, 1972, concerning electing a government study commission."		\N
2428	3406	82	2019-03-25					f	"Two (2) ordinances of the Borough of Bethel Park, concerning electing a government study commission: 6-22-72A; and 2-11-74D. Also, a resolution and agreement dated March 14, 1964, or April 13, 1964, concerning municipal boundaries."		\N
2429	4492	82	2019-03-28					f	"1. Any ordinance books for the period from incorporation (1864) through 1975. 2. Any indexes to or chronological lists of ordinances enacted by the Borough covering any portion of the period from incorporation (1864) through 1975. 3. Any lists of annexations of territory to the Borough."		\N
2430	5282	82	2019-03-28					f	"1. Any ordinance books for the period from 1851 through 1975. 2. Any indexes to or chronological lists of ordinances enacted by the Borough covering any portion of the period from 1851 through 1975. 3. Any lists of annexations of territory to the Borough."		\N
2431	4921	82	2019-03-28					f	"Any ordinance and resolution books for the period from 1851 through 1970. Any minute books for the period from 1851 through 1875 and 1935 through 1950."		\N
2432	4091	82	2019-03-28					f	"Two (2) ordinances relating to annexation of territory: 831-70 and 833-70."		\N
2433	3797	81	2019-03-28					f	"Any ordinance, resolution, and minute books (including planning commission and any authorities whose records are in your possession) for the years 1992 through 1994."		\N
2434	3797	81	2019-03-28					f	to Dillsburg Area Authority: "Any resolution and minute books for the years 1992 through 1994 for any authorities whose records are in your possession that served the Borough of Dillsburg or Carroll Township."		\N
2438	3797	63	2019-04-18	1992	1992	1994	1994	f	No meeting on September 17, 1993.		\N
2439	3797	63	2019-04-18	1993	1993	1994	1994	f	Dillsburg Borough Authority. Skimmed through 1993 and 1994. No meeting on September 17, 1993.		\N
2452	4471	76	2019-04-25	Ligonier Echo, 1954-07-30	1954	Ligonier Echo, 1954-08-13	1954	f	There was an article on July 30 about an annexation ordinance, but it was never advertised -- Ordinance 249 was being advertised already by August 13.		\N
2453	4234	76	2019-04-25	Lawrence Journal, 1859-10-15	1859	Lawrence Journal, 1860-03-14	1860	f	Did not find any article regarding the actual final decree.		\N
2454	3299	76	2019-04-25	Simpsons' Daily Leader Times, 1935-05-01	1935	Simpsons' Daily Leader Times, 1935-05-31	1935	f	No annexation ordinance found.		\N
2462	2334	47	2019-05-01	3	1889	4	1920	f	Went page by page from v. 4, p. 195 (September Term 1913) to p. 271 (July Term 1915) -- nothing found for East Bangor.		\N
2464	2334	26	2019-05-01	108, p. 502	1913	109	1914	f	Started in September Term 1913. Nothing found for East Bangor. Went through page-by-page.		\N
2475	4404	82	2012-02-25					f			\N
2476	4404	78	2012-02-25					f			\N
2544	3510	20	2019-05-21					f	with Annexation of Territory appendix		\N
2545	3301	82	2019-05-22					f	Ordinance and minute books for the period from 1933 through 1937.		\N
2546	4609	82	2019-05-22					f	Ordinance and minute books for the period from 1933 through 1937.		\N
2547	4610	82	2019-05-22					f	"Ordinance 5-64, enacted on or about July 30, 1964, concerning the annexation of East McAdoo."		\N
2548	3612	82	2019-05-22					f	"Ordinance enacted on or about January 14, 1957, concerning annexation of territory."		\N
2549	4342	82	2019-05-22					f	"*Minute books of the Borough of Jermyn for the period from 1933 through 1937. *Ordinance books of the Borough of Jermyn, formerly known as the Borough of Gibsonburg, for the period from incorporation (1870) through 1937."		\N
2550	4458	63	2019-05-22	1915-05-03, p. 376	1915	1917-12-21, p. 190	1917	f	I did not see any annexation ordinances beyond the 1915 one that is filed in court records. Ordinances are written out in full throughout this time period. There was no meeting on July 2, 1916, although there were meetings on July 3, 1916, and July 2, 1917.		\N
2552	4404	63	2019-05-22	1947	1947	1948	1948	f			\N
2553	2340	60	2019-05-22	62	1966	66	1970	f			\N
2555	3938	81	2019-05-29					f	"Borough Council minutes for the meeting held on August 20, 1946."		\N
2556	2314	66	2019-06-06	Z	1986	CC	1998	f			\N
2557	2314	47	2019-06-06	7	1973	8	1998	f			\N
2558	4921	72	2019-06-06		1942		1990s	f	Checked B, O, and P -- did not find anything beyond what I found in dockets.		\N
2559	4921	63	2019-06-06	1989-1995, 1989-07-05	1989	1995-2002, 1995-12-04	1995	f	Went through whole 1989-1995 book.		\N
2560	4921	63	2019-06-06	1847-1928, 1847-05-03	1847	1847-1928, 1902-02-18	1902	f	No reference to charter amendment.		\N
2561	4136	8	2019-06-09	1789	1789	1789	1789	f			\N
2562	4136	8	2019-06-09	1788 (Guilford, Hamilton, Letterkenny, Lurgan, Southampton)	1788	1788 (Guilford, Hamilton, Letterkenny, Lurgan, Southampton)	1788	f			\N
2568	2299	102	2019-06-20	1	1840	1	1897	f			\N
2577	4458	83	2019-08-11					f	"The most recent versions of the following appendices previously included in the code of ordinances of the Borough of Lewistown, but which were excluded from the 2014 Code: *Appendix A (Annexation of Territory); and *Appendix D (Governmental and Intergovernmental Affairs) [if this appendix is more than 10 pages, it is acceptable to only send pages including items before 1975]."		\N
2582	5550	81	2010-02-25					f	"Copies of any originals or copies of any petitions, plans, decrees, or other proceedings for the formation of Union Township ca. 1753 (as alluded to on your "history" page on your web site)."		\N
2591	3449	79	2019-11-06					f	"Government study commission final report and, if not included, proposed home rule charter"		\N
2612	2297	106	2020-05-20	1822	1822	1822	1822	f	Files: ZAAAAAV5		\N
2613	2297	106	2020-05-20	1827	1827	1839	1839	f	Files: ZAAAAAWB, ZAAAAAWC, ZAAAAAWD, ZAAAAAWE, ZAAAAAWF, ZAAAAAWG, ZAAAAAWH, ZAAAAAYF, ZAAAAAYH, ZAAAAAWK, ZAAAAAWM, ZAAAAAWN, ZAAAAAWO		\N
2630	5799	79	2020-07-01					f	"Government study commission final report and, if not included, proposed home rule charter"		\N
2655	2309	109	2020-07-22	A	1790	3	1857	f	Went through page by page.		\N
2656	2309	104	2020-07-22					f	Also checked the part of the index regarding papers not docketed. Note that the index lists 2 Philadelphia park condemnation proceedings as annexations in error: 5 Sept. S. 1928 (Rd.D. 4:106; Rd.Cn.D. 2:120, 301) and 6 Dec. S. 1928 (Rd.Cn.D. 2:127).		\N
2665	2295	109	2020-08-13	1754-1782, p. 557	1775	1782-1801, p. 502	1797	f	Went through page by page		\N
2718	3653	76	2021-01-25	1874-03-19	1874	1874-05-28	1874	f	Monongahela Valley Republican. No ordinances found. Also did keyword search for Greenfield for entire year.		\N
2730	7490	82	2021-03-06					f	"Ordinance adopted on or about September 8, 1954, concerning annexation of territory."		\N
2768	5481	83	2021-03-22					f	"Ordinance 1-1970, enacted on or about February 18, 1970, which is listed under Appendix A (Annexation of Territory) of the codification of ordinances of the Borough of Thompsontown as of 1992."		\N
2772	2297	106	2021-03-24	1877	1877	1879	1879	f	Files: ZAAAAA3T, ZAAAAA3U, ZAAAAA3V, ZAAAAA3W, ZAAAAA3X, ZAAAAA3Y, ZAAAAA3Z, ZAAAAA4A, ZAAAAA4B, ZAAAAA4C		\N
2790	32	80	2021-03-31					f	No. W170738, to the Department of State, Laws and Commissions: "That portion of the electronic version of the 'Index to Statutory Filings' covering Statutory Filing No. 32737 (start of the year 2019), through the end of the year 2020. This request is not for the version that is currently maintained by the State Archives, but for the version maintained by the division of the Secretary of State where the filings are originally filed. Please furnish in an electronic format, preferably Excel format or, in the event that Excel format is not feasible, Word format."		\N
2821	32	76	2021-04-08	2015	2015	2020	2020	f	Keyword "40A:7-12" on New Jersey Press Association's Public Notices Archive; also did current search for previous 12 months.		\N
2885	2297	106	2017-01-08	1868	1868	1869	1869	f	Files: ZAAAAB87, ZAAAAB89, ZAAAACAS, ZAAAAA1A, ZAAAAA1D, ZAAAAA1E		\N
2886	2297	106	2017-01-07	1870	1870	1872	1872	f	Files: ZAAAAA1F, ZAAAAA1G, ZAAAAA1H, ZAAAAA1Z, ZAAAAA1K, ZAAAAA1L, ZAAAAA1M, ZAAAAA1N, ZAAAAA1O		\N
2892	3554	82	2021-04-30					f	"Two (2) ordinances of the Borough of Carrolltown, both concerning annexation of territory: 1. Likely passed in 1906 (around July); and 2. Likely passed in 1909 (around February)."		\N
3038	5023	82	2021-05-25					f	"Two (2) ordinances, enacted on or about the following dates, relating to annexation of territory: 1. March 11, 1910, and 2. February 6, 1911."		\N
3121	2353	67	2021-06-24	1, p. 430	1892	1, end	1895	f	Went through page by page.		\N
3122	2353	102	2021-06-24	20	1845	20	1855	f	Went through page by page.		\N
3124	4582	63	2021-06-24	Washington, 1968-1973	1968	Washington, 1968-1973	1973	f	Went through book page by page.		\N
3125	5118	63	2021-06-24	1944-1948	1944	1949-1952	1952	f	Went through page by page.		\N
3126	5118	63	2021-06-24	1956-1957	1956	1958-1959	1959	f	Went through page by page.		\N
3129	4210	63	2021-06-30	1857-1876, p. 112	1868	1857-1876, p. 141	1869	f			\N
3130	5654	63	2021-06-30	West Washington, 1901-1907, p. 87	1903	West Washington, 1901-1907, p. 169	1905	f	Nothing found concerning township annexation (although there was some consolidation activity). Checked June 1904 twice. Skimmed June for some other years also.		\N
3131	2326	109	2021-06-30	217	1968	217	1968	f			\N
3132	2326	109	2021-06-30	162	1950	162	1950	f			\N
3133	4277	63	2021-06-30	1905-1917, p. 87	1907	1905-1917, p. 236	1911	f	Also checked all of the spots listed as ordinances in the front piece. Stopped here as I had seen references to ordinances being reorganized.		\N
3134	4277	63	2021-07-01	1917-1927, p. 1	1917	1927-1946, p. 408	1944	f			\N
3135	4277	89	2021-07-01	1874-1945	1874	1874-1945	1945	f	Went through index, skimmed most of the book, but did not examine every page (particularly before 1915).		\N
3136	3764	82	2021-06-29					f	"Minute and ordinance books of the Borough of Dauphin from incorporation (1845) through 1946."		\N
3139	1	135	2021-08-25	120	2006	127	2014	f			\N
3156	32	80	2021-12-27					f	No. W180283, to the Department of Community Affairs, Division of Local Government Services: "Any determination*, order, judgment, adjudication, or other edict by the Director of the Division of Local Government Services establishing a timetable for the consolidation of the Borough of Pine Valley into the Borough of Pine Hill to become effective pursuant to N.J.S.A. 40:43-66.82. * The purpose of this request is to obtain a copy of the document that serves an analogous purpose in the consolidation of the Borough of Pine Valley into the Borough of Pine Hill as the 'Determination Regarding Consolidation of the Township Of Hardwick and the Township of Pahaquarry in the County of Warren, State of New Jersey (Pursuant To P.L. 1995, C.376),' issued July 2, 1997, did in the consolidation of the Township of Pahaquarry into the Township of Hardwick under the same statute."		\N
3171	32	80	2022-01-20					f	No. W181151, to the Department of State, Laws and Commissions: "That portion of the electronic version of the 'Index to Statutory Filings' covering Statutory Filing No. 33238 (believed to be the first filing of the year 2021), through the end of the year 2021. This request is not for the version that is currently maintained by the State Archives, but for the version maintained by the division of the Secretary of State where the filings are originally filed. Please furnish in an electronic format, preferably Excel format or, in the event that Excel format is not feasible, Word format. In the event that the index for the year 2021 is not yet complete due to COVID regulations, please advise."		\N
3187	40	80	2022-02-11					f	No. 180.2022, to the Office of Open Records: "proceedings filed in No. 2020-0539 (Vacca v. Canonsburg Borough)"		\N
3188	2322	82	2022-02-18					f	"Ordinance 151, showing the date of final enactment"		\N
3202	7098	82	2022-05-19					f	"Ordinance 320-93, adopted February 11, 1993, annexing certain lands in the Township of Lower (including any attached schedules and other documents, such as proofs of publication)."		\N
3347	5054	82	2022-06-21					f	"Ordinance(s) enacted by the Borough of Point Marion probably between 1950 and 1960 (most likely years: 1953 and 1957) to annex 2 tracts in Springhill Township located east of Carl Street between an alley south of Union Street and an alley south of Walnut Street, further described in the attached exhibits and marked as having been owned by Margaret Crawford and Point Marion Improvement Company."		\N
3348	3612	82	2022-06-21					f	"Ordinance enacted on or about January 14, 1957, concerning annexation of territory, which is referenced in the attached news article."		\N
3349	4056	82	2022-06-21					f	"1. Ordinance, enacted on or about October 8, 1969, directing the Solicitor to petition the Court to ascertain the municipal boundary with the Boroughs of Bell Acres and Sewickley Hills. 2. '[H]istorical report on the problem of the [municipal] boundaries [with the Boroughs of Bell Acres and Sewickley Hills] prepared by Attorney William W. Milnes, Solicitor for Franklin Park Borough, dated August 24, 1967,' which was submitted in evidence at a hearing held at borough hall on October 5, 1970, before the commissioners appointed by the Court at No. 6, October Term, 1970, Miscellaneous Docket 79 (Civil Division), to ascertain the municipal boundary (docket entries attached)."		\N
3350	5069	81	2022-06-21					f	"1. Any ordinance or resolution of Portage Township, or agreement between Portage Township and Washington Township, concerning the boundary line survey that was accepted by the townships on September 1, 2010, including any notarized statements created at the time confirming that the townships accepted the boundary line survey. 2. Any correspondence with county officials or Washington Township officials, including court filings and orders, recorded instruments, and any receipts or coversheets added to the filed or recorded documents as part of the process of filing or recording, concerning the boundary line survey or its acceptance by the townships, sent on or after September 1, 2010. 3. If not included in any of the other items, legal description and plat of the boundary accepted by the townships on September 1, 2010."		\N
3351	5660	81	2022-06-21					f	"1. Any ordinance or resolution of Washington Township, or agreement between Washington Township and Portage Township, concerning the boundary line survey that was accepted by the townships on September 1, 2010, including any notarized statements created at the time confirming that the townships accepted the boundary line survey. 2. Any correspondence with county officials or Portage Township officials, including court filings and orders, recorded instruments, and any receipts or coversheets added to the filed or recorded documents as part of the process of filing or recording, concerning the boundary line survey or its acceptance by the townships, sent on or after September 1, 2010. 3. If not included in any of the other items, legal description and plat of the boundary accepted by the townships on September 1, 2010."		\N
3352	7302	84	2022-06-21					f	"1. Resolution 93-8, likely adopted either by the Planning Board or Council in January 1993, concerning the annexation of land to the Borough of Cape May Point (including any attached schedules and other documents, such as proofs of publication). 2. If not attached to the resolution, any petitions, legal descriptions, or plats filed with respect to the annexation allowed by Resolution 93-8."		\N
3354	5235	81	2022-06-22					f	"1. Exhibit "A" referenced in a stipulation executed by the Township and the Borough of Phoenixville on March 10, 2003, approved by Order of Court dated April 21, 2003, at No. 2001-01214-MN (In re: Boundary of Schuylkill Township and Borough of Phoenixville) (docket entries attached). 2. Order of April 21, 2003, in the same matter."		\N
