sourcecitationnoteid	sourcecitation	sourcecitationnotegroup	sourcecitationnotetype	sourcecitationnotetext
3140958	293342	\N	324	14
3140959	293342	\N	326	
3140960	293342	\N	327	
3140961	293342	\N	328	
3140962	293342	\N	329	
3140963	293342	\N	330	
3140964	293342	\N	331	
3140965	293342	\N	332	
3140966	293342	\N	334	
3140967	293342	\N	335	Coal Township
3140968	293342	\N	336	Nov.
3140969	293342	\N	338	
3140970	293342	\N	339	
3140971	293342	\N	340	1854
3140972	293342	\N	342	
3140973	293342	\N	343	
3140974	293342	\N	383	Mt. Carmel
3140975	293342	\N	492	
3140976	293342	\N	687	Second Class Townships
3140979	293343	\N	111	Northumberland
3140980	293343	\N	324	
3140981	293343	\N	326	
3140982	293343	\N	327	
3140983	293343	\N	328	
3140984	293343	\N	329	
3140985	293343	\N	330	
3140986	293343	\N	331	
3140987	293343	\N	332	
3140988	293343	\N	334	
3140989	293343	\N	335	Turbot and Mahoning Twps.
3140990	293343	\N	336	Feb.
3140991	293343	\N	338	
3140992	293343	\N	339	
3140993	293343	\N	340	1786
3140994	293343	\N	342	
3140995	293343	\N	343	
3140996	293343	\N	383	Point
3140997	293343	\N	492	About 1756
3140998	293343	\N	687	Second Class Townships
3141001	293344	\N	111	Northumberland
3141002	293344	\N	324	5
3141003	293344	\N	326	
3141004	293344	\N	327	
3141005	293344	\N	328	
3141006	293344	\N	329	
3141007	293344	\N	330	
3141008	293344	\N	331	
3141009	293344	\N	332	
3141010	293344	\N	334	
3141011	293344	\N	335	Shamokin Township
3141012	293344	\N	336	Feb.
3141013	293344	\N	338	
3141014	293344	\N	339	
3141015	293344	\N	340	1883
3141016	293344	\N	342	
3141017	293344	\N	343	
3141018	293344	\N	383	Ralpho
3141019	293344	\N	492	1779
3141020	293344	\N	687	Second Class Townships
3141023	293345	\N	111	Northumberland
3141024	293345	\N	324	7
3141025	293345	\N	326	
3141026	293345	\N	327	
3141027	293345	\N	328	
3141028	293345	\N	329	
3141029	293345	\N	330	
3141030	293345	\N	331	
3141031	293345	\N	332	
3141032	293345	\N	334	
3141033	293345	\N	335	Lower Augusta Township
3141034	293345	\N	336	May
3141035	293345	\N	338	
3141036	293345	\N	339	
3141037	293345	\N	340	1880
3141038	293345	\N	342	
3141039	293345	\N	343	
3141040	293345	\N	383	Rockefeller
3141041	293345	\N	492	1774
3141042	293345	\N	687	Second Class Townships
3141045	293346	\N	111	Northumberland
3141046	293346	\N	324	18
3141047	293346	\N	326	
3141048	293346	\N	327	
3141049	293346	\N	328	
3141050	293346	\N	329	
3141051	293346	\N	330	
3141052	293346	\N	331	
3141053	293346	\N	332	
3141054	293346	\N	334	
3141055	293346	\N	335	Shamokin Township
3141056	293346	\N	336	Aug.
3141057	293346	\N	338	
3141058	293346	\N	339	
3141059	293346	\N	340	1819
3141060	293346	\N	342	
3141061	293346	\N	343	
3141062	293346	\N	383	Rush
3141063	293346	\N	492	About 1784
3141064	293346	\N	687	Second Class Townships
3141067	293347	\N	111	Northumberland
3141068	293347	\N	324	
3141069	293347	\N	326	
3141070	293347	\N	327	
3141071	293347	\N	328	
3141072	293347	\N	329	
3141073	293347	\N	330	
3141074	293347	\N	331	
3141075	293347	\N	332	
3141076	293347	\N	334	
3141077	293347	\N	335	Catawissa Twp. Called Ralpho Twp. until Aug., 1789
3141078	293347	\N	336	Aug.
3141079	293347	\N	338	
3141080	293347	\N	339	
3141081	293347	\N	340	1788
3141082	293347	\N	342	
3141083	293347	\N	343	
3141084	293347	\N	383	Shamokin
3141085	293347	\N	492	About 1774
3141086	293347	\N	687	Second Class Townships
3141089	293348	\N	111	Northumberland
3141090	293348	\N	324	9
3141091	293348	\N	326	
3141092	293348	\N	327	
3141093	293348	\N	328	
3141094	293348	\N	329	
3141095	293348	\N	330	
3141096	293348	\N	331	
3141097	293348	\N	332	
3141098	293348	\N	334	
3141099	293348	\N	335	
3141100	293348	\N	336	Apr.
3141101	293348	\N	338	
3141102	293348	\N	339	
3141103	293348	\N	340	1772
3141104	293348	\N	342	
3141105	293348	\N	343	
3141106	293348	\N	383	Turbot
3141107	293348	\N	492	About 1750
3141108	293348	\N	687	Second Class Townships
3141111	293349	\N	111	Northumberland
3141112	293349	\N	324	13
3141113	293349	\N	326	
3141114	293349	\N	327	
3141115	293349	\N	328	
3141116	293349	\N	329	
3141117	293349	\N	330	
3141118	293349	\N	331	
3141119	293349	\N	332	
3141120	293349	\N	334	
3141121	293349	\N	335	Augusta Township
3141122	293349	\N	336	Apr.
3141123	293349	\N	338	
3141124	293349	\N	339	
3141125	293349	\N	340	1846
3141126	293349	\N	342	
3141127	293349	\N	343	
3141128	293349	\N	383	Upper Augusta
3141129	293349	\N	492	1701
3141130	293349	\N	687	Second Class Townships
3141133	293350	\N	111	Northumberland
3141134	293350	\N	324	
3141135	293350	\N	326	
3141136	293350	\N	327	
3141137	293350	\N	328	
3141138	293350	\N	329	
3141139	293350	\N	330	
3141140	293350	\N	331	
3141141	293350	\N	332	
3141142	293350	\N	334	
3141143	293350	\N	335	Mahanoy Township
3141144	293350	\N	336	Aug.
3141145	293350	\N	338	
3141146	293350	\N	339	
3141147	293350	\N	340	1806
3141148	293350	\N	342	
3141149	293350	\N	343	
3141150	293350	\N	383	Upper Mahanoy
3141151	293350	\N	492	1777
3141152	293350	\N	687	Second Class Townships
3141155	293351	\N	111	Northumberland
3141156	293351	\N	324	14
3141157	293351	\N	326	
3141158	293351	\N	327	
3141159	293351	\N	328	
3141160	293351	\N	329	
3141161	293351	\N	330	
3141162	293351	\N	331	
3141163	293351	\N	332	
3141164	293351	\N	334	
3141165	293351	\N	335	Upper Mahanoy and Jackson Townships
3141166	293351	\N	336	Jan.
3141167	293351	\N	338	
3141168	293351	\N	339	
3141169	293351	\N	340	1856
3141170	293351	\N	342	
3141171	293351	\N	343	
3141172	293351	\N	383	Washington
3141173	293351	\N	492	1774
3141174	293351	\N	687	Second Class Townships
3141177	293352	\N	111	Northumberland
3141178	293352	\N	324	
3141179	293352	\N	326	
3141180	293352	\N	327	
3141181	293352	\N	328	
3141182	293352	\N	329	
3141183	293352	\N	330	
3141184	293352	\N	331	
3141185	293352	\N	332	
3141186	293352	\N	334	
3141187	293352	\N	335	Cameron Township
3141188	293352	\N	336	
3141189	293352	\N	338	
3141190	293352	\N	339	
3141191	293352	\N	340	
3141192	293352	\N	342	
3141193	293352	\N	343	
3141194	293352	\N	383	West Cameron
3141195	293352	\N	492	
3141196	293352	\N	687	Second Class Townships
3141199	293353	\N	111	Northumberland
3141200	293353	\N	324	
3141201	293353	\N	326	
3141202	293353	\N	327	
3141203	293353	\N	328	
3141204	293353	\N	329	
3141205	293353	\N	330	
3141206	293353	\N	331	
3141207	293353	\N	332	
3141208	293353	\N	334	
3141209	293353	\N	335	Chillisquaque Township
3141210	293353	\N	336	
3141211	293353	\N	338	
3141212	293353	\N	339	
3141213	293353	\N	340	
3141214	293353	\N	342	
3141215	293353	\N	343	
3141216	293353	\N	383	West Chillisquaque
3141217	293353	\N	492	1769
3141218	293353	\N	687	Second Class Townships
3141221	293354	\N	111	Northumberland
3141222	293354	\N	324	11
3141223	293354	\N	326	
3141224	293354	\N	327	
3141225	293354	\N	328	
3141226	293354	\N	329	
3141227	293354	\N	330	
3141228	293354	\N	331	
3141229	293354	\N	332	
3141230	293354	\N	334	
3141231	293354	\N	335	Coal Township
3141232	293354	\N	336	Mar.
3141233	293354	\N	338	
3141234	293354	\N	339	
3141235	293354	\N	340	1853
3141236	293354	\N	342	
3141237	293354	\N	343	
3141238	293354	\N	383	Zerbe
3141239	293354	\N	492	About 1800
3141240	293354	\N	687	Second Class Townships
3141243	293355	\N	111	Perry
3141244	293355	\N	324	3
3141245	293355	\N	326	
3141246	293355	\N	327	
3141247	293355	\N	328	
3141248	293355	\N	329	
3141249	293355	\N	330	
3141250	293355	\N	331	
3141251	293355	\N	332	
3141252	293355	\N	333	
3141253	293355	\N	334	
3141254	293355	\N	335	Jackson Township
3141255	293355	\N	336	Nov.
3141256	293355	\N	338	
3141257	293355	\N	339	
3141258	293355	\N	340	1877
3141259	293355	\N	342	
3141260	293355	\N	343	
3141261	293355	\N	381	Blain
3141262	293355	\N	666	1846
3141263	293355	\N	687	Boroughs
3141266	293356	\N	111	Perry
3141267	293356	\N	324	14
3141268	293356	\N	326	
3141269	293356	\N	327	
3141270	293356	\N	328	
3141271	293356	\N	329	
3141272	293356	\N	330	
3141273	293356	\N	331	
3141274	293356	\N	332	
3141275	293356	\N	333	
3141276	293356	\N	334	
3141277	293356	\N	335	Centre Township
3141278	293356	\N	336	Mar.
3141279	293356	\N	338	
3141280	293356	\N	339	
3141281	293356	\N	340	1831
3141282	293356	\N	342	
3141283	293356	\N	343	
3141284	293356	\N	381	Bloomfield
3141285	293356	\N	666	1824
3141286	293356	\N	687	Boroughs
3141289	293357	\N	111	Perry
3141290	293357	\N	324	12
3141291	293357	\N	326	
3141292	293357	\N	327	
3141293	293357	\N	328	
3141294	293357	\N	329	
3141295	293357	\N	330	
3141296	293357	\N	331	
3141297	293357	\N	332	
3141298	293357	\N	333	
3141299	293357	\N	334	
3141300	293357	\N	335	Penn Township. Called Petersburg until 1865
3141301	293357	\N	336	Mar.
3141302	293357	\N	338	
3141303	293357	\N	339	
3141304	293357	\N	340	1844
3141305	293357	\N	342	
3141306	293357	\N	343	
3141307	293357	\N	381	Duncannon
3141308	293357	\N	666	1792
3141309	293357	\N	687	Boroughs
3141312	293358	\N	111	Perry
3141313	293358	\N	324	23
3141314	293358	\N	326	
3141315	293358	\N	327	
3141316	293358	\N	328	
3141317	293358	\N	329	
3141318	293358	\N	330	
3141319	293358	\N	331	
3141320	293358	\N	332	
3141321	293358	\N	333	
3141322	293358	\N	334	
3141323	293358	\N	335	Tyrone Township
3141324	293358	\N	336	Dec.
3141325	293358	\N	338	
3141326	293358	\N	339	
3141327	293358	\N	340	1831
3141328	293358	\N	342	
3141329	293358	\N	343	
3141330	293358	\N	381	Landisville
3141331	293358	\N	666	1793
3141332	293358	\N	687	Boroughs
3141335	293359	\N	111	Perry
3141336	293359	\N	324	4
3141337	293359	\N	326	
3141338	293359	\N	327	
3141339	293359	\N	328	
3141340	293359	\N	329	
3141341	293359	\N	330	
3141342	293359	\N	331	
3141343	293359	\N	332	
3141344	293359	\N	333	
3141345	293359	\N	334	
3141346	293359	\N	335	Greenwood Township
3141347	293359	\N	336	May
3141348	293359	\N	338	
3141349	293359	\N	339	
3141350	293359	\N	340	1832
3141351	293359	\N	342	
3141352	293359	\N	343	
3141353	293359	\N	381	Liverpool
3141354	293359	\N	666	1808
3141355	293359	\N	687	Boroughs
3141358	293360	\N	111	Perry
3141359	293360	\N	324	12
3141360	293360	\N	326	
3141361	293360	\N	327	
3141362	293360	\N	328	
3141363	293360	\N	329	
3141364	293360	\N	330	
3141365	293360	\N	331	
3141366	293360	\N	332	
3141367	293360	\N	333	
3141368	293360	\N	334	
3141369	293360	\N	335	Rye Township. Called Haley Borough until 1867
3141370	293360	\N	336	Apr.
3141371	293360	\N	338	
3141372	293360	\N	339	
3141373	293360	\N	340	1866
3141374	293360	\N	342	
3141375	293360	\N	343	
3141376	293360	\N	381	Marysville
3141377	293360	\N	666	1861
3141378	293360	\N	687	Boroughs
3141381	293361	\N	111	Perry
3141382	293361	\N	324	12
3141383	293361	\N	326	
3141384	293361	\N	327	
3141385	293361	\N	328	
3141386	293361	\N	329	
3141387	293361	\N	330	
3141388	293361	\N	331	
3141389	293361	\N	332	
3141390	293361	\N	333	
3141391	293361	\N	334	
3141392	293361	\N	335	Greenwood Township
3141393	293361	\N	336	Feb.
3141394	293361	\N	338	
3141395	293361	\N	339	
3141396	293361	\N	340	1849
3141397	293361	\N	342	
3141398	293361	\N	343	
3141399	293361	\N	381	Millerstown
3141400	293361	\N	666	1780, 1789[FN3]
3141401	293361	\N	687	Boroughs
3141404	293362	\N	111	Perry
3141405	293362	\N	324	8
3141406	293362	\N	326	
3141407	293362	\N	327	
3141408	293362	\N	328	
3141409	293362	\N	329	
3141410	293362	\N	330	
3141411	293362	\N	331	
3141412	293362	\N	332	
3141413	293362	\N	333	
3141414	293362	\N	334	
3141415	293362	\N	335	Buffalo Township
3141416	293362	\N	336	Apr.
3141417	293362	\N	338	
3141418	293362	\N	339	
3141419	293362	\N	340	1848
3141420	293362	\N	342	
3141421	293362	\N	343	
3141422	293362	\N	381	New Buffalo
3141423	293362	\N	666	1800
3141424	293362	\N	687	Boroughs
3141427	293363	\N	111	Perry
3141428	293363	\N	324	10
3141429	293363	\N	326	
3141430	293363	\N	327	
3141431	293363	\N	328	
3141432	293363	\N	329	
3141433	293363	\N	330	
3141434	293363	\N	331	
3141435	293363	\N	332	
3141436	293363	\N	333	
3141437	293363	\N	334	
3141438	293363	\N	335	Oliver Township
3141439	293363	\N	336	Mar.
3141440	293363	\N	338	
3141441	293363	\N	339	
3141442	293363	\N	340	1840
3141443	293363	\N	342	
3141444	293363	\N	343	
3141445	293363	\N	381	Newport
3141446	293363	\N	666	1804
3141447	293363	\N	687	Boroughs
3141450	293364	\N	111	Perry
3141451	293364	\N	324	
3141452	293364	\N	326	
3141453	293364	\N	327	
3141454	293364	\N	328	
3141455	293364	\N	329	
3141456	293364	\N	330	
3141457	293364	\N	331	
3141458	293364	\N	332	
3141459	293364	\N	334	
3141460	293364	\N	335	Greenwood Township
3141461	293364	\N	336	Oct.
3141462	293364	\N	338	
3141463	293364	\N	339	
3141464	293364	\N	340	1799
3141465	293364	\N	342	
3141466	293364	\N	343	
3141467	293364	\N	383	Buffalo
3141468	293364	\N	492	1772
3141469	293364	\N	687	Second Class Townships
3141472	293365	\N	111	Perry
3141473	293365	\N	324	5
3141474	293365	\N	326	
3141475	293365	\N	327	
3141476	293365	\N	328	
3141477	293365	\N	329	
3141478	293365	\N	330	
3141479	293365	\N	331	
3141480	293365	\N	332	
3141481	293365	\N	334	
3141482	293365	\N	335	Tyrone, Rye and Whestfield Townships
3141483	293365	\N	336	Nov.
3141484	293365	\N	338	
3141485	293365	\N	339	
3141486	293365	\N	340	1834
3141487	293365	\N	342	
3141488	293365	\N	343	
3141489	293365	\N	383	Carroll
3141490	293365	\N	492	Apr. 1755
3141491	293365	\N	687	Second Class Townships
3141494	293366	\N	111	Perry
3141495	293366	\N	324	4
3141496	293366	\N	326	
3141497	293366	\N	327	
3141498	293366	\N	328	
3141499	293366	\N	329	
3141500	293366	\N	330	
3141501	293366	\N	331	
3141502	293366	\N	332	
3141503	293366	\N	334	
3141504	293366	\N	335	Juniata, Wheatfield, Saville and Tyrone Townships
3141505	293366	\N	336	Aug.
3141506	293366	\N	338	
3141507	293366	\N	339	
3141508	293366	\N	340	1831
3141509	293366	\N	342	
3141510	293366	\N	343	
3141511	293366	\N	383	Centre
3141512	293366	\N	492	Oct. 1752
3141513	293366	\N	687	Second Class Townships
3141516	293367	\N	111	Perry
3141517	293367	\N	324	25
3141518	293367	\N	326	
3141519	293367	\N	327	
3141520	293367	\N	328	
3141521	293367	\N	329	
3141522	293367	\N	330	
3141523	293367	\N	331	
3141524	293367	\N	332	
3141525	293367	\N	334	
3141526	293367	\N	335	Incorporated while part of Cumberland County
3141527	293367	\N	336	Mar.
3141528	293367	\N	338	
3141529	293367	\N	339	
3141530	293367	\N	340	1767
3141531	293367	\N	342	
3141532	293367	\N	343	
3141533	293367	\N	383	Greenwood
3141534	293367	\N	492	Feb. 1755
3141535	293367	\N	687	Second Class Townships
3141538	293368	\N	111	Perry
3141539	293368	\N	324	6
3141540	293368	\N	326	
3141541	293368	\N	327	
3141542	293368	\N	328	
3141543	293368	\N	329	
3141544	293368	\N	330	
3141545	293368	\N	331	
3141546	293368	\N	332	
3141547	293368	\N	334	
3141548	293368	\N	335	Oliver Township
3141549	293368	\N	336	Apr.
3141550	293368	\N	338	
3141551	293368	\N	339	
3141552	293368	\N	340	1861
3141553	293368	\N	342	
3141554	293368	\N	343	
3141555	293368	\N	383	Howe
3141556	293368	\N	492	About 1762
3141557	293368	\N	687	Second Class Townships
3141560	293369	\N	111	Perry
3141561	293369	\N	324	
3141562	293369	\N	326	
3141563	293369	\N	327	
3141564	293369	\N	328	
3141565	293369	\N	329	
3141566	293369	\N	330	
3141567	293369	\N	331	
3141568	293369	\N	332	
3141569	293369	\N	334	
3141570	293369	\N	335	Toboyne Township
3141571	293369	\N	336	Aug.
3141572	293369	\N	338	
3141573	293369	\N	339	
3141574	293369	\N	340	1844
3141575	293369	\N	342	
3141576	293369	\N	343	
3141577	293369	\N	383	Jackson
3141578	293369	\N	492	About 1755
3141579	293369	\N	687	Second Class Townships
3141582	293370	\N	111	Perry
3141583	293370	\N	324	
3141584	293370	\N	326	
3141585	293370	\N	327	
3141586	293370	\N	328	
3141587	293370	\N	329	
3141588	293370	\N	330	
3141589	293370	\N	331	
3141590	293370	\N	332	
3141591	293370	\N	334	
3141592	293370	\N	335	Rye Township
3141593	293370	\N	336	Jan.
3141594	293370	\N	338	
3141595	293370	\N	339	
3141596	293370	\N	340	1793
3141597	293370	\N	342	
3141598	293370	\N	343	
3141599	293370	\N	383	Juniata
3141600	293370	\N	492	About 1760
3141601	293370	\N	687	Second Class Townships
3141604	293371	\N	111	Perry
3141605	293371	\N	324	3
3141606	293371	\N	326	
3141607	293371	\N	327	
3141608	293371	\N	328	
3141609	293371	\N	329	
3141610	293371	\N	330	
3141611	293371	\N	331	
3141612	293371	\N	332	
3141613	293371	\N	334	
3141614	293371	\N	335	Greenwood Township
3141615	293371	\N	336	Feb.
3141616	293371	\N	338	
3141617	293371	\N	339	
3141618	293371	\N	340	1823
3141619	293371	\N	342	
3141620	293371	\N	343	
3141621	293371	\N	383	Liverpool
3141622	293371	\N	492	1755
3141623	293371	\N	687	Second Class Townships
3141626	293372	\N	111	Perry
3141627	293372	\N	324	11
3141628	293372	\N	326	
3141629	293372	\N	327	
3141630	293372	\N	328	
3141631	293372	\N	329	
3141632	293372	\N	330	
3141633	293372	\N	331	
3141634	293372	\N	332	
3141635	293372	\N	334	
3141636	293372	\N	335	Oliver and Wheatfield Twps.
3141637	293372	\N	336	Mar.
3141638	293372	\N	338	
3141639	293372	\N	339	
3141640	293372	\N	340	1852
3141641	293372	\N	342	
3141642	293372	\N	343	
3141643	293372	\N	383	Miller
3141644	293372	\N	492	About 1767
3141645	293372	\N	687	Second Class Townships
3141648	293373	\N	111	Perry
3141649	293373	\N	324	
3141650	293373	\N	326	
3141651	293373	\N	327	
3141652	293373	\N	328	
3141653	293373	\N	329	
3141654	293373	\N	330	
3141655	293373	\N	331	
3141656	293373	\N	332	
3141657	293373	\N	334	
3141658	293373	\N	335	Madison Township
3141659	293373	\N	336	
3141660	293373	\N	338	
3141661	293373	\N	339	
3141662	293373	\N	340	
3141663	293373	\N	342	
3141664	293373	\N	343	
3141665	293373	\N	383	North East Madison
3141666	293373	\N	492	About 1755
3141667	293373	\N	687	Second Class Townships
3141670	293374	\N	111	Perry
3141671	293374	\N	324	11
3141672	293374	\N	326	
3141673	293374	\N	327	
3141674	293374	\N	328	
3141675	293374	\N	329	
3141676	293374	\N	330	
3141677	293374	\N	331	
3141678	293374	\N	332	
3141679	293374	\N	334	
3141680	293374	\N	335	Buffalo, Juniata and Centre Townships
3141681	293374	\N	336	Nov.
3141682	293374	\N	338	
3141683	293374	\N	339	
3141684	293374	\N	340	1837
3141685	293374	\N	342	
3141686	293374	\N	343	
3141687	293374	\N	383	Oliver
3141688	293374	\N	492	About 1788
3141689	293374	\N	687	Second Class Townships
3141692	293375	\N	111	Perry
3141693	293375	\N	324	
3141694	293375	\N	326	
3141695	293375	\N	327	
3141696	293375	\N	328	
3141697	293375	\N	329	
3141698	293375	\N	330	
3141699	293375	\N	331	3 History of That Part of the Susquehanna and Juniata Valleys Embraced in the Counties of Mifflin, Juniata, Perry, Union and Snyder in the Commonwealth of Pennsylvania, Vol. II (Philadelphia: Everts, Peck, Richards, 1886).
3141700	293375	\N	332	
3141701	293375	\N	334	
3141702	293375	\N	335	Rye Township
3141703	293375	\N	336	
3141704	293375	\N	338	
3141705	293375	\N	339	
3141706	293375	\N	340	1826
3141707	293375	\N	342	1840
3141708	293375	\N	343	
3141709	293375	\N	383	Penn
3141710	293375	\N	492	1732 - 1733
3141711	293375	\N	687	Second Class Townships
3141714	293376	\N	111	Perry
3141715	293376	\N	324	
3141716	293376	\N	326	
3141717	293376	\N	327	
3141718	293376	\N	328	
3141719	293376	\N	329	
3141720	293376	\N	330	
3141721	293376	\N	331	
3141722	293376	\N	332	
3141723	293376	\N	334	
3141724	293376	\N	335	Tyrone Township
3141725	293376	\N	336	
3141726	293376	\N	338	
3141727	293376	\N	339	
3141728	293376	\N	340	1766
3141729	293376	\N	342	
3141730	293376	\N	343	
3141731	293376	\N	383	Rye
3141732	293376	\N	492	1755 - 1757
3141733	293376	\N	687	Second Class Townships
3141736	293377	\N	111	Perry
3141737	293377	\N	324	24
3141738	293377	\N	326	
3141739	293377	\N	327	
3141740	293377	\N	328	
3141741	293377	\N	329	
3141742	293377	\N	330	
3141743	293377	\N	331	
3141744	293377	\N	332	
3141745	293377	\N	334	
3141746	293377	\N	335	Tyrone Township
3141747	293377	\N	336	June
3141748	293377	\N	338	
3141749	293377	\N	339	
3141750	293377	\N	340	1817
3141751	293377	\N	342	
3141752	293377	\N	343	
3141753	293377	\N	383	Saville
3141754	293377	\N	492	1755
3141755	293377	\N	687	Second Class Townships
3141758	293378	\N	111	Perry
3141759	293378	\N	324	
3141760	293378	\N	326	
3141761	293378	\N	327	
3141762	293378	\N	328	
3141763	293378	\N	329	
3141764	293378	\N	330	
3141765	293378	\N	331	
3141766	293378	\N	332	
3141767	293378	\N	334	
3141768	293378	\N	335	Madison Township
3141769	293378	\N	336	
3141770	293378	\N	338	
3141771	293378	\N	339	
3141772	293378	\N	340	
3141773	293378	\N	342	
3141774	293378	\N	343	
3141775	293378	\N	383	South West Madison
3141776	293378	\N	492	About 1755
3141777	293378	\N	687	Second Class Townships
3141780	293379	\N	111	Perry
3141781	293379	\N	324	
3141782	293379	\N	326	5
3141783	293379	\N	327	
3141784	293379	\N	328	
3141785	293379	\N	329	
3141786	293379	\N	330	
3141787	293379	\N	331	3 History of That Part of the Susquehanna and Juniata Valleys Embraced in the Counties of Mifflin, Juniata, Perry, Union and Snyder in the Commonwealth of Pennsylvania, Vol. II (Philadelphia: Everts, Peck, Richards, 1886).
3141788	293379	\N	332	
3141789	293379	\N	334	
3141790	293379	\N	335	Tyrone Township
3141791	293379	\N	336	Aug.
3141792	293379	\N	338	Apr.
3141793	293379	\N	339	
3141794	293379	\N	340	1848
3141795	293379	\N	342	1849
3141796	293379	\N	343	
3141797	293379	\N	383	Spring
3141798	293379	\N	492	1755
3141799	293379	\N	687	Second Class Townships
3141802	293380	\N	111	Perry
3141803	293380	\N	324	
3141804	293380	\N	326	
3141805	293380	\N	327	
3141806	293380	\N	328	
3141807	293380	\N	329	
3141808	293380	\N	330	
3141809	293380	\N	331	
3141810	293380	\N	332	
3141811	293380	\N	334	
3141812	293380	\N	335	Incorporated while part of Cumberland County
3141813	293380	\N	336	Mar.
3141814	293380	\N	338	
3141815	293380	\N	339	
3141816	293380	\N	340	1763
3141817	293380	\N	342	
3141818	293380	\N	343	
3141819	293380	\N	383	Toboyne
3141820	293380	\N	492	1755
3141821	293380	\N	687	Second Class Townships
3141824	293381	\N	111	Perry
3141825	293381	\N	324	3
3141826	293381	\N	326	
3141827	293381	\N	327	
3141828	293381	\N	328	
3141829	293381	\N	329	
3141830	293381	\N	330	
3141831	293381	\N	331	
3141832	293381	\N	332	
3141833	293381	\N	334	
3141834	293381	\N	335	Greenwood and Juniata Townships
3141835	293381	\N	336	Jan.
3141836	293381	\N	338	
3141837	293381	\N	339	
3141838	293381	\N	340	1859
3141839	293381	\N	342	
3141840	293381	\N	343	
3141841	293381	\N	383	Tuscarora
3141842	293381	\N	492	1766
3141843	293381	\N	687	Second Class Townships
3141846	293382	\N	111	Perry
3141847	293382	\N	324	
3141848	293382	\N	326	
3141849	293382	\N	327	
3141850	293382	\N	328	
3141851	293382	\N	329	
3141852	293382	\N	330	
3141853	293382	\N	331	
3141854	293382	\N	332	
3141855	293382	\N	334	
3141856	293382	\N	335	Incorporated while part of Cumberland County
3141857	293382	\N	336	Oct.
3141858	293382	\N	338	
3141859	293382	\N	339	
3141860	293382	\N	340	1754
3141861	293382	\N	342	
3141862	293382	\N	343	
3141863	293382	\N	383	Tyrone
3141864	293382	\N	492	1755
3141865	293382	\N	687	Second Class Townships
3141868	293383	\N	111	Perry
3141869	293383	\N	324	
3141870	293383	\N	326	
3141871	293383	\N	327	
3141872	293383	\N	328	
3141873	293383	\N	329	
3141874	293383	\N	330	
3141875	293383	\N	331	
3141876	293383	\N	332	
3141877	293383	\N	334	
3141878	293383	\N	335	Buffalo Township
3141879	293383	\N	336	
3141880	293383	\N	338	
3141881	293383	\N	339	
3141882	293383	\N	340	1849
3141883	293383	\N	342	
3141884	293383	\N	343	
3141885	293383	\N	383	Watts
3141886	293383	\N	492	1792
3141887	293383	\N	687	Second Class Townships
3141890	293384	\N	111	Perry
3141891	293384	\N	324	5
3141892	293384	\N	326	
3141893	293384	\N	327	
3141894	293384	\N	328	
3141895	293384	\N	329	
3141896	293384	\N	330	
3141897	293384	\N	331	
3141898	293384	\N	332	
3141899	293384	\N	334	
3141900	293384	\N	335	Rye Township
3141901	293384	\N	336	Jan.
3141902	293384	\N	338	
3141903	293384	\N	339	
3141904	293384	\N	340	1826
3141905	293384	\N	342	
3141906	293384	\N	343	
3141907	293384	\N	383	Wheatfield
3141908	293384	\N	492	1760
3141909	293384	\N	687	Second Class Townships
3141912	293385	\N	111	Pike
3141913	293385	\N	324	18
3141914	293385	\N	326	
3141915	293385	\N	327	
3141916	293385	\N	328	
3141917	293385	\N	329	
3141918	293385	\N	330	
3141919	293385	\N	331	
3141920	293385	\N	332	
3141921	293385	\N	333	
3141922	293385	\N	334	
3141923	293385	\N	335	Westfall Township
3141924	293385	\N	336	Jan.
3141925	293385	\N	338	
3141926	293385	\N	339	
3141927	293385	\N	340	1905
3141928	293385	\N	342	
3141929	293385	\N	343	
3141930	293385	\N	381	Matamoras
3141931	293385	\N	666	
3141932	293385	\N	687	Boroughs
3141935	293386	\N	111	Pike
3141936	293386	\N	324	25
3141937	293386	\N	326	
3141938	293386	\N	327	
3141939	293386	\N	328	
3141940	293386	\N	329	
3141941	293386	\N	330	
3141942	293386	\N	331	
3141943	293386	\N	332	
3141944	293386	\N	333	
3141945	293386	\N	334	
3141946	293386	\N	335	
3141947	293386	\N	336	Dec.
3141948	293386	\N	338	
3141949	293386	\N	339	
3141950	293386	\N	340	1874
3141951	293386	\N	342	
3141952	293386	\N	343	
3141953	293386	\N	381	Milford
3141954	293386	\N	666	1796
3141955	293386	\N	687	Boroughs
3141958	293387	\N	111	Pike
3141959	293387	\N	324	17
3141960	293387	\N	326	
3141961	293387	\N	327	
3141962	293387	\N	328	
3141963	293387	\N	329	
3141964	293387	\N	330	
3141965	293387	\N	331	
3141966	293387	\N	332	
3141967	293387	\N	334	
3141968	293387	\N	335	Lackawaxen and Palmyra Townships
3141969	293387	\N	336	Dec.
3141970	293387	\N	338	
3141971	293387	\N	339	
3141972	293387	\N	340	1850
3141973	293387	\N	342	
3141974	293387	\N	343	
3141975	293387	\N	383	Blooming Grove
3141976	293387	\N	492	1810
3141977	293387	\N	687	Second Class Townships
3141980	293388	\N	111	Pike
3141981	293388	\N	324	
3141982	293388	\N	326	
3141983	293388	\N	327	
3141984	293388	\N	328	
3141985	293388	\N	329	
3141986	293388	\N	330	
3141987	293388	\N	331	
3141988	293388	\N	332	
3141989	293388	\N	334	
