metesdescriptionid	metesdescriptiontype	metesdescriptionsource	metesdescriptionbeginningpoint	metesdescriptionstateplane	metesdescriptionlongitude	metesdescriptionlatitude	metesdescriptionangle	metesdescriptionquality	metesdescriptionnotes	metesdescriptionname	event	metesdescriptionacres
6199	shape	petition (docket)	[on the North by land of the Penna R. R.]	100007	0.0000000	0.0000000	0			Amos Briggs	9623	123
6200	shape	petition (docket)	[on the North by land of Amos Biggs]	100007	0.0000000	0.0000000	0			John Henry	9623	106
6201	shape	petition (docket)	[on the North by the Bordentown Road]	100007	0.0000000	0.0000000	0			Martin Ulrick	9623	173
6202	shape	petition (docket)	[on the North by land of the Penna R. R.]	100007	0.0000000	0.0000000	0			John Burton	9623	8
6203	shape	petition (docket)	[on the North by lands of John Stackhouse Jr.]	100007	0.0000000	0.0000000	0			Annie Burton	9623	48
6204	shape	deed (recorded)	Northerly line of land of the Philadelphia and Trenton Railroad Company at a corner of Joseph Speckernagle	100007	-74.8195770	40.1378650	-7.9			David J. Matlack	9623	78.268
6205	shape	petition (docket)	[on the North by the Public Road leading from Robbins Wharf to Tullytown]	100007	0.0000000	0.0000000	0			Amos B. Headley	9623	54
6206	shape	petition (docket)	[on the North by land of M. W. White]	100007	0.0000000	0.0000000	0			William Smith	9623	9
6207	line after	report of commissioners (docket)	at or near the South Eastern corner of Solomon Handworks land in French Creek	100007	-75.7821040	40.1490680	-4.8				9668	0
6208	shape	ordinance (filed with Court)	stone in the corner of the present Borough of Honeybrook	100007	-75.9081670	40.0883190	-8.75				4413	0
6209	shape	report of commissioners	point in a public road in the line of Valley township, where the townships of East and West Brandywine meet	100007	-75.7903430	40.0106310	-6.9				1513	0
6210	line after	petition	[that the division line between the said Township of New Garden and London Britain may be directed, as to include the plantations of Evan Evans and Peter Evans in said Township of London Britain as heretofore always held and deemed from the first settlement]	100007	0.0000000	0.0000000	0				8956	0
6211	line after	report of commissioners (docket)	South west corner of Faggs Manor	100007	0.0000000	0.0000000	0				14958	0
6212	line after	report of commissioners (docket)	line between the townships of Londonderry and Londongrove at a corner of lands of William Jones and Charles Cooper	100007	-75.8534720	39.8587100	-6.5				1744	0
6213	line after	report of commissioners (docket)	post in the line of Fallowfield Township about 30 per. westward of David Kennedy's Spring head + 3 per. Soutward of a marked white oak in a line of Jos. Cohran's land	100007	0.0000000	0.0000000	0				9425	0
6214	line after	petition (docket)	White Oak on the bank of Elk Creek on the line between Doctor Thoms Rustons and James Mays Carlile's	100007	-75.9029320	39.8088000	-3				99	0
6215	whole after	plan (docket)	[point on the Schuylkill below its intersection with the Little Schuylkill]	100007	-76.0808370	40.5836300	-0.9				93	0
6216	shape	plan (docket)	[point on the Schuylkill at the old township line]	100007	-75.9898140	40.5611360	0				79	0
6217	shape	decree (docket)	South line of Sadsbury, by Octoraro	100007	0.0000000	0.0000000	0			Drumore	14908	0
6218	shape	decree (docket)	County line, at the mountain which divides Octorara & Pequea	100007	0.0000000	0.0000000	0			Sadsbury	14908	0
6219	shape	decree (docket)	mouth of Muddy run	100007	0.0000000	0.0000000	0			Martock [Martic]	14908	0
6220	shape	decree (docket)	mouth of Pequea	100007	0.0000000	0.0000000	0			Conestogoe [Conestoga]	14908	0
6221	shape	decree (docket)	mouth of Conestoga	100007	0.0000000	0.0000000	0			Hempfield	14908	0
6222	shape	decree (docket)	mouth of Chiquesalunga	100007	0.0000000	0.0000000	0			Donegal	14908	0
6223	shape	decree (docket)	mouth of Conewago [crossed out: Conestogoe]	100007	0.0000000	0.0000000	0			Derry	14908	0
6224	shape	decree (docket)	mouth of Suataaro	100007	0.0000000	0.0000000	0			Peshtank [Paxton]	14908	0
6225	shape	decree (docket)	under the aforesaid hills at the North-East corner of Poshtank	100007	0.0000000	0.0000000	0			Lebanon	14908	0
6226	shape	report of commissioners (docket)	marked white oak standing on the east Bank of North Kill near Peter Mogles Carding mill	100007	-76.1066510	40.4779530	-3.35				9434	0
6227	shape	report of commissioners (docket)	mouth of Mill Creek at the River Schuylkill on land of Abraham Winter? and within the so called Brights Mill	100007	-76.0011860	40.5183920	-3.15				630	0
6228	line after	petition (docket)	point in the state Highway running from Lebanon To Reading, and described and defined as Route No. 149 of the State Highway of the Commonwealth, established by the Act of May 31, 1911, P.L. 468, which said State Highway was formerly the Berks + Dauphin Turnpike on the dividing line between Heidelberg and Lower Heidelberg Township 104 perches from Big Spring on a course south 46 3/4 degrees west	100007	-76.1205770	40.3451790	-7.25				4824	0
6229	shape	report of commissioners (docket)	Tulpehocken Creek, the boundary line between Marion and Heidelberg Townships, taking the Ege Forge as the starting point	100007	-76.1710490	40.3871300	-3.85				740	0
6230	shape	plan (docket)		100007	-75.8989190	40.4256640	-4				899	0
6231	shape	report of commissioners (docket)	mouth of Mill Creek	100007	-76.0032460	40.5181140	-8.15				4462	42
6232	shape	report of commissioners (docket)	corner in the line between the Township of Centre and Upper Bern, about 20 perches north of Ludwig's Hotel	100007	-76.0457320	40.5006980	-8				3035	0
6233	shape	report of commissioners (docket)	land of the said Sybilla Troutman	100007	-76.1809160	40.4097830	-3.9				702	0
6234	shape	plan (docket)	[point on the Schuylkill River north of Hay Creek]	100007	-75.8086690	40.2682140	-8				15770	13112
6235	line after	report of commissioners (docket)	Walnut tree the South Side of the River Schuylkill, on land of George? Edward Brooke	100007	-75.8072940	40.2640840	-4.05				9514	0
6236	shape	decree (docket)	Peters' road, by Conestoga creek, being a corner of Leacock township	100007	0.0000000	0.0000000	0			Earl	14908	0
6237	line after	report of commissioners (docket)	black oak stump, near Isaac Graff's, a corner between Bart and Strasburg townships	100007	-76.1743070	39.9321340	1.9				11742	0
6238	line after	petition (docket)	marked Spanish oak, standing on the brow of a roundish Hill by Susquehanah, opposite to an Island, called Mount Johnson	100007	0.0000000	0.0000000	0				14917	0
6239	shape	decree (docket)	Conestogoe creek, at a corner of Manheim Township, by Peters' road	100007	0.0000000	0.0000000	0			Warwick	14908	0
6240	shape	decree (docket)	Peters' road, at a corner of Donegal & Warwick Townships, near the head of Little Conestogoe	100007	0.0000000	0.0000000	0			Manheim	14908	0
6241	shape	decree (transcription, 1929)	old Doctor's ford	100007	0.0000000	0.0000000	0			Lancaster	14908	0
6242	shape	decree (docket)	mouth of Beaver creek	100007	0.0000000	0.0000000	0			Leacock	14908	0
6243	shape	decree (docket)	mouth of Milcreek, at a corner of Conestogo township	100007	0.0000000	0.0000000	0			Lampeter	14908	0
6244	shape	decree (docket)	county line, at the North-Easterly corner of Sadsbery township	100007	0.0000000	0.0000000	0			Salsbury [Salisbury]	14908	0
6245	shape	decree (docket)	county line, a corner of Salsbury, on the mountain	100007	0.0000000	0.0000000	0			Caernarvon	14908	0
6249	line after	report of commissioners (docket)	White Oak tree marked with nine notches, and the letters T L standing on the North side of the Simpsons ferry road one hundred and twenty seven perches East of the Tavern house now occupied by William Henry at Trindles Spring which said road now forms the boundary between the Townships of Silverspring East Pennsborough and Old Allen	100007	-77.0214350	40.2079370	-2.4				310	0
6250	line after	report of commissioners (docket)	White oak stump in the Public road leading from the State roda to Williams Mill	100007	-77.0142030	40.1557820	-4.35				14456	0
6251	shape	ordinance (filed with Court)	point on the east line of John Street and the south line of a forty (40) foot Lincoln Street	100007	-76.7112000	40.2616020	0.35				6078	0
6252	shape	decree (recorded)	post North two (2) degrees West three and eight tenths (3.8) perches from the north east corner of Enoch Matlack's barn near the Swatara creek	100007	-76.6972950	40.2701160	-1.1				2312	0
6253	whole final	ordinance (filed with Court)	post on the north side of the Bald Eagle Creek, where the bridge and public road cross said creek	100007	-77.4773500	41.1265380	-2.95				6008	0
6254	shape	ordinance	post, being the intersection of the pavement? lines of the southeast corner of Montgomery and Garber? streets, being the present corner of the Borough of Hollidaysburg	100007	-78.3977830	40.4333770	-2.95			Tract 1	4139	0
6255	shape	ordinance	post? on Garber? street, being the present Borough corner	100007	-78.3970480	40.4336420	-2.95			Tract 2	4139	0
6256	shape	ordinance	post at the intersection of the center line of an alley back of Garber? street with the center line of Wayne street extended, being the present Borough corner	100007	-78.3937440	40.4356270	-1.3			Tract 3	4139	0
6257	shape	ordinance	Northeast corner of Jones and Spruce streets, of the said Borough of Hollidaysburg	100007	-78.3885960	40.4332700	-4.8				9211	0
6258	shape	ordinance	southeast corner of Hickory and Jones streets ? at a point three hundred and eighty five feet from the North side of Garber street	100007	-78.3891360	40.4347830	0				9212	0
6259	shape	petition (docket)	point at the intersection of Juniata and Garber streets in said borough	100007	0.0000000	0.0000000	0				3489	2.28
6260	shape	ordinance	post on the line of Mrs. Susan F. Irwin where the North line of Walnut street intersects the same	100007	-78.3791740	40.4336410	-1.4			Tract 4	4139	0
6261	whole before	petition exhibit (docket)	post where the North line of Garber Street intersects the east line of Jones Street	100007	-78.3895430	40.4358030	-2.05			Before	4139	0
6262	whole after	petition exhibit (docket)	post where the north line of Garber Street intersects the east line of Jones Street	100007	-78.3895430	40.4358030	-2.05			After	4139	0
6263	shape	petition (recorded)	east end of [the] Weigh Lock	100007	-78.3862820	40.4278320	-1.85				491	0
6264	shape	plan (docket)	[Jones Street and Walnut Street]	100007	-78.3882196	40.4320992	0				2761	0
6265	shape	plan (docket)	[Jones Street and Walnut Street]	100007	-78.3882196	40.4320992	0				2972	0
6266	line after	report of commissioners (docket)	limestone where the said line crosses a Public road North of and near the dwelling house of Isaac Vanlue?	100007	-75.7822320	40.1169560	-6.15				9065	0
6267	line after	report of commissioners (docket)	line stone set at a point where a public road crosses said line near the dwelling house of Isaac W. Vanlear in West Nantmeal Township	100007	-75.7833050	40.1175800	-4.95				9064	0
6268	line after	report of commissioners (docket)	stone recently set for a corner of East and West Nantmeal Township on the lands of Samuel Lewis	100007	-75.7794640	40.1158450	-6.05				1089	0
6269	line after	report of commissioners (docket)	Maple tree on an Island in the North branch of Brandywine creek	100007	-75.7427180	40.0657500	-0.65				1178	0
6270	line after	report of commissioners	north east side of the said township in the line of West Pikeland township and in John P. Baughs line	100007	-75.6561899	40.0779154	0				1436	0
6271	shape	draft	[northeast corner of Richland]	100007	-75.2905080	40.4954320	-7.1				32	0
6272	shape	petition (docket)	Shenango Creek where the Mercer County line crosses it	100007	0.0000000	0.0000000	0				9570	0
6273	shape	ordinance	[that part of Shenango Township, lying South of the Borough Line, and Between the Shenango and Neshanock Creeks]	100007	0.0000000	0.0000000	0				9385	0
6274	shape	ordinance	North West corner of the Borou[gh]	100007	0.0000000	0.0000000	0				9386	0
6275	shape	act	post on the east bank of Shenango, on the Beaver county line	100007	0.0000000	0.0000000	0				303	0
6276	shape	act	most northerly point of Pollock township	100007	0.0000000	0.0000000	0				1974	0
6277	shape	report of commissioners (docket)	post the south west corner of John Long land	100007	-80.3523520	40.9795860	1.15				1425	0
6278	shape	report of commissioners (docket)	Township Line at the Southwest corner of the tract of land Known as the Thomas Monroe? tract	100007	-80.3492830	40.9074960	1.65				1175	0
6279	shape	act	numbered corner of the land of John Nesbitt	100007	-80.4387830	40.9650290	0				456	0
6280	shape	decree (docket)	Mouth of a Run known by the Name of the roaring Run	100007	0.0000000	0.0000000	0			Fairfield	44	0
6281	shape	decree (docket)	where the line of Fairfield Township intersects the County line	100007	0.0000000	0.0000000	0			Donegal	44	0
6282	shape	decree (docket)	Mouth of Brush Run where it empty's into Brush Creek	100007	0.0000000	0.0000000	0			Huntington	44	0
6283	shape	decree (docket)	where the Loyal Hannan breaks tro' the Chesnut Ridge	100007	0.0000000	0.0000000	0			Mount Pleasant	44	0
6284	shape	decree (docket)	Mouth of Crabtree Run	100007	0.0000000	0.0000000	0			Hempfield	44	0
6285	shape	decree (docket)	Mouth of Jacobs Creek	100007	0.0000000	0.0000000	0			Tyrone	44	0
6286	shape bounding	decree (docket)	where the line of the County crosses the Connemach	100007	0.0000000	0.0000000	0			Armstrong	44	0
6287	shape	ordinance (docket)	Northwest corner of the present limits of Tunkhannock Borough, it being the northwest corner of lands of W. E. Osterhout	100007	-75.9519410	41.5436820	-1.05				4442	0
6288	shape	ordinance (docket)	point, N. 24° E., 147 5/10 feet from the Northwest corner of W.E. Osterhout's land in Tunkhannock Borough Second Ward, this point being the Northwest corner of Tunkhannock Borough Second Ward	100007	-75.9516410	41.5438750	-2.65				4705	0
6289	shape	decree (recorded)	South West corner thereof in the middle of Connor Mill Road at its intersection with another road	100007	-80.3658700	40.9971570	-1.7				3105	0
6290	shape	petition (docket)	S.E. corner of the land of Coplin in Taylor Township on the Shenango Creek	100007	0.0000000	0.0000000	0				1497	0
6291	shape	petition (docket)	[West by Pollock]	100007	0.0000000	0.0000000	0				2048	0
6292	shape bounding	deed (recorded)	sugar tree on the bank of the Ohio River	100007	-80.2351280	40.6471490	-0.4				11682	200
6293	shape	petition (recorded)	Bank of the Ohio River, near the dwelling house of Jesse McGrew	100007	-80.5041320	40.6451810	0				1201	0
6294	shape	act	corner post of Thomas Sprott's land	100007	-80.4205980	40.8085570	2.9				249	0
6296	whole after	exhibit (docket)	stone at the southwest corner of the Borough	100007	-80.4253210	40.8081570	-1.85			After	5543	0
6297	shape	act	centre of the Ohio river	100007	0.0000000	0.0000000	0				941	0
6298	shape	ordinance (newspaper)	post on the present line	100007	-80.4990140	40.6383670	-1.7				4136	0
6299	shape	petition (docket)	post at the Ohio River	100007	-80.5043630	40.6419410	0				2042	0
6300	shape	report of commissioners (docket)	purchase line on lands of Samuel Elgin being the point designated in the above order	100007	-79.3730450	40.7941210	0				827	0
6301	line after	plan (docket)	[Locust Alley at borough line]	100007	-79.9126520	40.1501130	-2.7				5204	0
6302	line after	report of commissioners (docket)	on the Township line, five perches from the right bank of Marsh Creek	100007	-77.6788760	41.0605620	-5.65				22088	0
6303	line after	report of commissioners (docket)	Marion Township line as appears by annexed draft made a stone corner	100007	-77.6231290	41.0164660	-5.8			Liberty	22062	0
6304	line after	report of commissioners (docket)	aforesaid stone corner between Curtin and Howard Townships and on line of Liberty Township	100007	-77.6707650	41.0541260	-4.4			Curtin-Howard	22062	0
6305	shape	ordinance	point on the eastern line of the City of Harrisburg at the southern line of property of the City of Harrisburg (Parkway Boulevard)	100007	0.0000000	0.0000000	0				6076	0
6306	shape	ordinance	point on the Eastern side of Carey Street at the present City Line	100007	0.0000000	0.0000000	0				6422	0
6307	shape	decree (docket)	point on the centre of Melrose Road (sometimes called Poorhouse Road) at its intersection with the northern line of the thirteenth Ward, as projected along Rudy Street	100007	-76.8439040	40.2680920	-6.65				5359	100
6308	shape	ordinance	[On the north by the center of Herr Street]	100007	0.0000000	0.0000000	0				5075	0
6309	shape	act	point at low water mark in the Susquehanna river, at the intersection of Paxton street	100007	0.0000000	0.0000000	0			1st Ward	32014	0
6310	shape	act	southwestern corner of the present boundary line, on the Susquehanna river	100007	0.0000000	0.0000000	0				32015	0
6311	shape	ordinance	Southwestern corner of land of John Q. A. Rutherford Jr.	100007	0.0000000	0.0000000	0				5090	0
6312	line after	report of commissioners (docket)	hickory	100007	-76.8549010	40.3481300	-2.55				15379	0
6313	line after	report of commissioners (docket)	Paxton Creek where the breast of Landis's Milldam formerly stood	100007	-76.8305683	40.2670342	0				15375	0
6314	shape	petition (recorded)	stone corner on the Northeastern boundary	100007	-78.2124560	40.1660300	-1.9				1685	0
6315	shape	petition (recorded)	post on the South Western corner of the proposed Borough	100007	-78.2393290	40.2127890	-5.5				1841	0
6316	shape	decree (recorded)	bridge	100007	-78.2697660	40.1367210	0				3594	0
6317	whole after	petition (recorded)	post on the land of Abram E. Schell	100007	-78.6348790	40.0508820	-3.6				3352	0
6318	shape	act	stake on the county line near Robert Leeper's barn	100007	-80.4481280	40.4776822	0				691	0
6319	shape	ordinance (filed with Court)	intersection of the present north boundary line of the Borough of Ford City with an easterly side line of the right-of-way of the Buffalo & Allegheny Valley Division of the Pennsylvania Railroad Company	100007	0.0000000	0.0000000	0				5189	3.076
6320	shape	ordinance (filed with Court)	point, the southeast corner of said West Kittanning borough	100007	-79.5247190	40.8098730	-1.05				4445	0
6321	shape	ordinance (filed with Court)	peg on the southern borough line of West Kittanning Borough at the southeast corner of Arthur Street and First Avenue	100007	-79.5285110	40.8084360	1.4				6235	4.8838
6322	shape	ordinance (filed with Court)	iron pin on the southeast corner of First Avenue and Bluff Street in West Kittanning Borough, said iron pin being the extreme southeast corner of the said West Kittanning Borough	100007	-79.5253140	40.8090190	0.7				6521	43.4
6323	shape	decree (docket)	southwest corner of the lands herein described along the eastern right-of-way line of Pennsylvania Legislative Route 03018 where it intersects with the former township line between East Franklin and North Buffalo Townships as shown on the draft or plan of John R. Herbert, Registered Engineer, dated July, 1961, and attached to the Report and Opinion of the Commissioners heretofore filed in the Court of Quarter Sessions of Armstrong County, Pennsylvania, at No. 8 September Sessions, 1961	100007	-79.5354500	40.8051190	-6.25				7267	8.355
6324	shape	ordinance (newspaper)	point at the northeast corner of the intersection of Northern Avenue and Bluff Street in said Borough of West Kittanning, the southeast corner of the territory herein described	100007	-79.5283640	40.8133410	-0.85				9684	0
6325	shape	deed (recorded)	concrete monument on the eastern right-of-way line of Pittsburg & Shawmut Railroad Company, and the line constituting the southern boundary line of the Borough of Applewold prior to the annexation proceeding hereinbefore mentioned, which monument also marks the northwest corner of lands of The Armstrong County Trust Company	100007	-79.5227320	40.8061710	0.65				5938	0
6326	line after	report of commissioners (docket)		100007	-76.1512830	40.3160090	-4.7				1681	0
6327	shape	petition (docket)	point on the North side of High Street where the Western Boundary line of the Borough intersects the same	100007	-77.1976660	40.2021580	-5.05				3272	0
6328	shape	petition (docket)	point in the line between the Borough of Carlisle and the Township of South Middleton	100007	-77.1874416	40.1939811	0				3466	0
6329	line before	report of commissioners	Borough line at or near the turnpike	100007	-77.2108200	40.2031990	-4.1			Before	14455	0
6331	line after	report of commissioners	Borough line	100007	-77.2108090	40.2032350	-3.5			After	14455	0
6332	shape	petition exhibit		100007	0.0000000	0.0000000	0			Annex C	8477	0
6333	shape	petition exhibit		100007	0.0000000	0.0000000	0			Annex D	8477	0
6334	shape	report of commissioners (docket)	line between Toboyne and Tyrone townships near William Melters? mill	100007	-77.3729320	40.3606700	1.5				494	0
6335	shape	report of commissioners (docket)	Susquehanna River and opposite the East end of the Cove Mountain	100007	-77.1006770	40.3389930	-4.45				582	0
6336	shape	ordinance	point in the center of Cameron Street, thirty five feet (35) north of the south side of Maclay Street	100007	-76.8809550	40.2830852	0				3590	1060
6337	shape	ordinance	point in the center of Cameron street, thirty-five feet (35) north of the south side of Maclay Street	100007	-76.8809550	40.2830852	0				3589	1060
6338	shape	ordinance (filed with Court)	angle on Conestoga Street made by a conjunction of the Northern and Eastern borough lines	100007	-76.8441604	40.2386918	0				4503	0
6339	whole after	plan	[southwestern corner of borough]	100007	-80.1886080	40.2579870	0				2427	0
6340	shape	act	mouth of Bush run	100007	0.0000000	0.0000000	0				122	0
6341	whole after	act	William Hartupee's corner	100007	-80.1835660	40.2589870	1.55				44446	0
6342	shape	act	south east end of Sugar alley	100007	-79.8983315	40.0695480	0				44450	0
6343	whole after	decree (docket)	north east corner of the north abutment of an iron bridge across Chartiers Creek near the Canonsburg United Presbyterian church	100007	-80.1756910	40.2610000	1.2				2819	0
6344	shape	ordinance (bill in equity)	point in a public road at the intersection of said BOrough and property of W. H. Keys which point is at the junction of the two outside courses of said Borough South seventy-five degrees forty two minutes West eight hundred and forty and thirty two hundredths feet (75 deg. 42 min. 840.32 ft.) with the course North one degree twenty one minutes West one thousand even hundred and twenty-six feet (N. 1 deg. 21 min. W. 1726 ft.)	100007	-80.1165100	40.0081580	1.65				4557	0
6345	shape	ordinance (docket)	point in the public road at the intersection of said borough and property of W. H. Keys which point is at the juncture of the two outside courses of the said borough, south seventy-five degrees, forty two minutes west (S. 75 deg. 42 min. W) eight hundred forty and thirty two hundredths (840.32), ft., with the course South one degree, twenty-one minutes East, (S. 1 deg. 21 min. E.), seventeen hundred twenty-six (1726) feet	100007	-80.1139030	40.0108280	1.75				4619	0
6346	shape	ordinance (docket)	southwest corner of Main Street and Erie alley at a point in the southerly line of Burgettstown Borough and Smith Township	100007	-80.3900836	40.3727985	0				5763	0
6347	shape	decree (recorded)	stake on the side of road leading from Burgettstown Station to Raccoon Station on the corner of lands of Russell Parks and John Woodburn	100007	-80.3863620	40.3880420	2.5				2681	0
6348	shape	ordinance (docket)	old monument	100007	-80.3945160	40.3728900	3.55			Tract 1	5283	0
6349	shape	ordinance (docket)	old monument	100007	-80.3889060	40.3794690	5.2			Tract 2	5283	0
6350	shape	ordinance (docket)	point at corner common to present boundary line of said Borough and the land herein described and hereby annexed	100007	-80.3881650	40.3761330	3			Tract 1	5117	0
6351	shape	ordinance (docket)	point at corner common to the present boundary line of said Borough and the tract herein described and hereby annexed	100007	-80.3942370	40.3731510	2.95			Tract 2	5117	0
6352	whole after	ordinance (docket)	point at the Southeast corner of the former boundary lines of said Borough	100007	-80.3866620	40.3729050	3			After	5117	0
6353	whole after	ordinance (docket)	southeasterly corner	100007	-80.3869840	40.3729540	3.4			After	5283	0
6354	line after	report of commissioners (docket)	Courtneys Mill and Hilands road where the said road crosses into Ross Township (being between the farms of E Wagner and A. Jackman)	100007	-80.0621370	40.5154030	1.05				1957	0
6355	shape	plan (docket)	[point on the Big Sewickley Creek]	100007	-80.1789950	40.5634160	0.9				1959	0
6356	shape	report of commissioners (docket)	south east corner of the Borough of Sewickley	100007	0.0000000	0.0000000	0				2423	0
6357	line after	report of commissioners (docket)	[from big Sewickley creek]	100007	-80.1632020	40.6077850	2.1				279	0
6358	shape	ordinance (docket)	point at the present northwest corner of the borough of Prospect at lands of Alis Shaner	100007	-80.0567720	40.9064660	-1.45				4695	1600
6359	shape	ordinance (newspaper)	present Borough line in the center of the Loyalhanna Creek at a point directly opposite the easterly line of Toner street as shown on the plan of North Latrobe	100007	0.0000000	0.0000000	0				4274	0
6360	shape	ordinance	[On the North by Walnut Stret and the present line of said Borough]	100007	0.0000000	0.0000000	0				4276	0
6361	shape	ordinance	[On the North by the center line of the extension of Main Street in said Borough]	100007	0.0000000	0.0000000	0				4277	0
6362	shape	ordinance	center of the Loyalhanna Creek, at the intersection of the H. C. Frick Coke Company line	100007	-79.3896425	40.3067865	0				4278	0
6363	shape	ordinance	center of Lehmer Street, also the center line of the right of way of the Ligonier Valley Railroad, the present Southern boundary of the Borough of Latrobe	100007	-79.3791230	40.3104300	-2.4				4275	0
6364	shape	ordinance	point or the intersection of the road leading from Latrobe to Youngstown and road leading from Latrobe to Lawson Heights	100007	-79.3722054	40.2964405	0				5701	0
6365	shape	ordinance	point on the present Borough line at the intersection of centre lines of Raymond Avenue and Chestnut street	100007	-79.3768890	40.3165230	-2.3				5199	0
6366	shape	ordinance	intersection of the Latrobe Borough line and Lehmer street	100007	0.0000000	0.0000000	0				5300	0
6367	shape	ordinance	point in the center line of Main street where the center line of Main street intersects with the center line of Sylvan Avenue	100007	0.0000000	0.0000000	0				5301	0
6368	shape	ordinance	point in the center line of Main street immediately south and opposite the center line of Lime street, which is at that point the extreme Easterly boundary of the Borough of Latrobe	100007	0.0000000	0.0000000	0			First	5430	0
6369	shape	ordinance	present Borough line at the corner of Lincoln Avenue and James Street	100007	0.0000000	0.0000000	0			Second	5430	0
6370	shape	ordinance	point in the center line of Lincoln Avenue, the present Easterly boundary of the Borough of Latrobe, immediately opposite the center line of Josephine Street in the plan of Lots laid out by W. V. Dailey	100007	0.0000000	0.0000000	0			Third	5430	0
6371	shape	ordinance	point on Main Street at the Southwesterly Corner of Lot No. 9 in Block 1 of the Greensburg Eastern Coal Company Plan of Lots as recorded in Plan Book 7, Page 59 and on the boundary line of Lots Nos 8 and 9 in Block 1 of said Plan	100007	0.0000000	0.0000000	0				5872	0
6372	shape	ordinance	point in the center of Depot Street on the present Borough line	100007	-79.3761560	40.3214110	-1.85				6136	0
6373	shape	ordinance	point in the center of Main Street at Borough line	100007	-79.3747510	40.3194130	-1.95			Ordinance 47-5	6138	0
6374	shape	ordinance	point in the center of Highland Avenue at Borough line	100007	-79.3754370	40.3209080	-0.95				6137	0
6375	shape	ordinance	point on the present Borough line, which point is the point of intersection of the mid-line of Westminster Avenue with the mid-line of an alley	100007	-79.3705400	40.3132440	-2.55				6261	0
6376	shape	ordinance	point on the present Borough line, which point is the point of intersection of the midline of unnamed street with the midline of Highland Avenue	100007	-79.3744770	40.3216130	-1.35				6262	0
6377	shape	act	Keenan's mill	100007	-79.3700410	40.2801110	0				401	0
6378	shape	act	hickory, on the bank of the river Conemaugh	100007	-79.2688140	40.4282640	2.25				296	0
6379	shape	act	south-west corner of said borough	100007	0.0000000	0.0000000	0			Tract 1	44500	0
6380	shape	act	north side of said borough, on Walnut street, at the north-east corner of Royer and Hammill's lot	100007	0.0000000	0.0000000	0			Tract 2	44500	0
6381	shape	ordinance	point in T.R. 414, said point being the corner of the boundary lines of the City of Easton, Township of Williams and Borough of Glendon, and being 85 feet, more or less, southerly from the center line of Line Street	100007	0.0000000	0.0000000	0				9073	0
6382	shape	petition (filed with Court)	iron pin in the center line of Parker Avenue, said point being opposite to the southeast corner of lot number 187 of the "Villa Sites" recorded in Map Book 4, Page 25	100007	-75.1982090	40.7127890	-8.85				7268	2.14
6383	shape	petition (paper book)	point on the line separating the City of Easton and the Township of Williams, said point being an iron pin located at the center line of St. John Street at its intersection with the center line of Line Street	100007	-75.2093610	40.6745860	-3.3				8048	0
6384	shape	petition (filed with Court)	point, said point being the intersection of the center line of St. John Street and the south building line of Line Street	100007	-75.2092690	40.6745110	-11.85				9707	37.24
6385	shape	petition (filed with Court)	point, the intersection of the Southerly side of Glendale Avenue (fifty (50) feet wide) with the Westerly side of Center Street (sixty (60) feet wide)	100007	-75.2200040	40.6717250	-9.3				7894	0
6386	shape	ordinance (filed with Court)	point in the center of the Public Road now East Main Street leading to Bangor, said point being near or at the East Borough line of Pen Argy	100007	-75.2447440	40.8737050	-4.2				8128	5.8
6387	shape	ordinance (filed with Court)	POINT on the Northwesterly side of Pennsylvania State Highway Route 611, also known as the North Delaware River Drive said point being located on an extension of the Northwesterly curb line of said Route 611 and being North 42° 47: East 150 feet from a spike located on said curb line of Route 611 and on line with the Northeasterly line of property now or formerly of John Nicholas	100007	-75.1973580	40.7112590	-7.5			Tract 1	9078	0
6389	shape	ordinance (filed with Court)	concrete monument on the Eastern edge of the right-of-way of the North Delaware River Road (Pa. State Highway Route 611) being 25 feet Eastward from the center line of said North Delaware River Road and in line with Station 3+25 as shown on the State Highway Department's plans of said road, said monument also being located approximately 205 feet Northwardly along said road from the boundary line between property now of the City of Easton, Bureau of Water; formerly the Lehigh Water Company; and property of C. K. Williams & Company (part of which is hereby being conveyed)	100007	-75.1962470	40.7123160	0			Tract 2	9078	0
6390	shape	ordinance (filed with Court)	concrete monument on the Eastern edge of the right-of-way of the North Delaware River Road (Pa. State Highway Route 611), being 25 feet Eastward from the center line of said North Delaware River Road and in line with Station 2+12 as shown on the State Highway Department's Plan of said road, said monument also being located 90 feet Northwesterly along said road from the boundary line by the property nor or the City of Easton, Bureau of Water, formerly the Lehigh Water Company, and property of C. K. Williams & Co. (part of which is hereby being conveyed)	100007	-75.1964750	40.7120500	-0.7			Tract 3	9078	0
6391	shape	ordinance (filed with Court)	POINT on the Northwesterly side of Pennsylvania State Highway Route 611, also known as the North Delaware River Drive, said point being a corner of other property of C. K. Williams & Co. about to be conveyed to James L. Schaade and Jean S. Schaadt, his wife	100007	-75.1968620	40.7118100	-6.55			Tract 4	9078	0
6392	shape	ordinance (filed with Court)	point along the center line of Cherryville Road, also known as Pennsylvania State Highway Legislative Route #48060, located 75.13 feet north from the intersection of the northerly property line of Thirtieth Street, extended with the center line of Legislative Route #48060	100007	-75.5056000	40.7039790	-2.95				7731	67.86
