sourcecitationid	source	sourcecitationdate	sourcecitationdatetype	sourcecitationdaterange	sourcecitationdaterangetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	sourcecitationurl	sourcecitationtypetitle	sourcecitationperson	sourcecitationgovernmentreferences	sourcecitationarchiveslotfilm	sourcecitationarchivecarton	sourcecitationstatus	sourcecitationissue	sourcecitationname
291653	889						12	12									1
291654	889						12	12									2
291655	889						12	12									3
291656	889						12	12									4
291657	889						12	12									5
291658	889						12	12									6
291659	889						12	12									7
291660	889						12	12									8
291661	889						12	12									9
291662	889						12	12									10
291663	889						12	12									11
291664	889						12	12									12
291665	889						12	12									13
291666	889						12	12									14
291667	889						12	12									15
291668	889						12	12									16
291669	889						12	12									17
291670	889						12	12									18
291671	889						12	12									19
291672	889						12	12									20
291673	889						12	12									21
291674	889						12	12									22
291675	889						12	12									23
291676	889						12	12									24
291677	889						13	13									1
291678	889						13	13									2
291679	889						13	13									3
291680	889						13	13									4
291681	889						13	13									5
291682	889						13	13									6
291683	889						13	13									7
291684	889						14	14									1
291685	889						14	14									2
291686	889						14	14									3
291687	889						14	14									4
291688	889						14	14									5
291689	889						14	14									6
291690	889						14	14									7
291691	889						14	14									8
291692	889						14	14									9
291693	889						14	14									10
291694	889						14	14									11
291695	889						14	14									12
291696	889						14	14									13
291697	889						14	14									14
291698	889						14	14									15
291699	889						14	14									16
291700	889						14	14									17
291701	889						14	14									18
291702	889						14	14									19
291703	889						14	14									20
291704	889						14	14									21
291705	889						14	14									22
291706	889						14	14									23
291707	889						14	14									24
291708	889						14	14									25
291709	889						15	15									1
291710	889						15	15									2
291711	889						15	15									3
291712	889						15	15									4
291713	889						15	15									5
291714	889						15	15									6
291715	889						15	15									7
291716	889						15	15									8
291717	889						15	15									9
291718	889						15	15									10
291719	889						15	15									11
291720	889						15	15									12
291721	889						15	15									13
291722	889						16	16									1
291723	889						16	16									2
291724	889						16	16									3
291725	889						16	16									4
291726	889						16	16									5
291727	889						16	16									6
291728	889						16	16									7
291729	889						16	16									8
291730	889						16	16									9
291731	889						16	16									10
291732	889						16	16									11
291733	889						16	16									12
291734	889						16	16									13
291735	889						16	16									14
291736	889						16	16									15
291737	889						16	16									16
291738	889						16	16									17
291739	889						16	16									18
291740	889						16	16									19
291741	889						16	16									20
291742	889						16	16									21
291743	889						16	16									22
291744	889						16	16									23
291745	889						17	17									1
291746	889						17	17									2
291747	889						17	17									3
291748	889						17	17									4
291749	889						17	17									5
291750	889						17	17									6
291751	889						17	17									7
291752	889						17	17									8
291753	889						17	17									9
291754	889						17	17									10
291755	889						17	17									11
291756	889						17	17									12
291757	889						17	17									13
291758	889						17	17									14
291759	889						17	17									15
291760	889						17	17									16
291761	889						17	17									17
291762	889						18	18									1
291763	889						18	18									2
291764	889						18	18									3
291765	889						18	18									4
291766	889						18	18									5
291767	889						18	18									6
291768	889						18	18									7
291769	889						18	18									8
291770	889						18	18									9
291771	889						18	18									10
291772	889						18	18									11
291773	889						18	18									12
291774	889						18	18									13
291775	889						18	18									14
291776	889						18	18									15
291777	889						18	18									16
291778	889						18	18									17
291779	889						18	18									18
291780	889						18	18									19
291781	889						18	18									20
291782	889						18	18									21
291783	889						18	18									22
291784	889						18	18									23
291785	889						18	18									24
291786	889						18	18									25
291787	889						18	18									26
291788	889						19	19									1
291789	889						19	19									2
291790	889						19	19									3
291791	889						19	19									4
291792	889						19	19									5
291793	889						19	19									6
291794	889						19	19									7
291795	889						19	19									8
291796	889						19	19									9
291797	889						20	20									1
291798	889						20	20									2
291799	889						20	20									3
291800	889						20	20									4
291801	889						20	20									5
291802	889						20	20									6
291803	889						20	20									7
291804	889						20	20									8
291805	889						20	20									9
291806	889						20	20									10
291807	889						20	20									11
291808	889						20	20									12
291809	889						20	20									13
291810	889						20	20									14
291811	889						20	20									15
291812	889						20	20									16
291813	889						21	21									1
291814	889						21	21									2
291815	889						21	21									3
291816	889						21	21									4
291817	889						21	21									5
291818	889						21	21									6
291819	889						21	21									7
291820	889						21	21									8
291821	889						22	22									1
291822	889						22	22									2
291823	889						22	22									3
291824	889						22	22									4
291825	889						22	22									5
291826	889						22	22									6
291827	889						22	22									7
291828	889						22	22									8
291829	889						22	22									9
291830	889						22	22									10
291831	889						22	22									11
291832	889						22	22									12
291833	889						22	22									13
291834	889						22	22									14
291835	889						22	22									15
291836	889						22	22									16
291837	889						22	22									17
291838	889						22	22									18
291839	889						22	22									19
291840	889						22	22									20
291841	889						22	22									21
291842	889						22	22									22
291843	889						22	22									23
291844	889						22	22									24
291845	889						23	23									1
291846	889						23	23									2
291847	889						23	23									3
291848	889						23	23									4
291849	889						23	23									5
291850	889						23	23									6
291851	889						23	23									7
291852	889						23	23									8
291853	889						23	23									9
291854	889						23	23									10
291855	889						23	23									11
291856	889						23	23									12
291857	889						23	23									13
291858	889						23	23									14
291859	889						23	23									15
291860	889						23	23									16
291861	889						23	23									17
291862	889						23	23									18
291863	889						23	23									19
291864	889						23	23									20
291865	889						23	23									21
291866	889						23	23									22
291867	889						23	23									23
291868	889						23	23									24
291869	889						23	23									25
291870	889						23	23									26
291871	889						23	23									27
291872	889						23	23									28
291873	889						24	24									1
291874	889						24	24									2
291875	889						24	24									3
291876	889						24	24									4
291877	889						24	24									5
291878	889						24	24									6
291879	889						24	24									7
291880	889						24	24									8
291881	889						24	24									9
291882	889						24	24									10
291883	889						24	24									11
291884	889						24	24									12
291885	889						24	24									13
291886	889						24	24									14
291887	889						24	24									15
291888	889						24	24									16
291889	889						24	24									17
291890	889						24	24									18
291891	889						24	24									19
291892	889						24	24									20
291893	889						24	24									21
291894	889						24	24									22
291895	889						24	24									23
291896	889						25	25									1
291897	889						25	25									2
291898	889						25	25									3
291899	889						25	25									4
291900	889						25	25									5
291901	889						25	25									6
291902	889						25	25									7
291903	889						25	25									8
291904	889						25	25									9
291905	889						25	25									10
291906	889						25	25									11
291907	889						25	25									12
291908	889						25	25									13
291909	889						25	25									14
291910	889						25	25									15
291911	889						25	25									16
291912	889						25	25									17
291913	889						25	25									18
291914	889						25	25									19
291915	889						25	25									20
291916	889						25	25									21
291917	889						25	25									22
291918	889						25	25									23
291919	889						25	25									24
291920	889						25	25									25
291921	889						25	25									26
291922	889						25	25									27
291923	889						25	25									28
291924	889						26	26									1
291925	889						26	26									2
291926	889						27	27									1
291927	889						27	27									2
291928	889						27	27									3
291929	889						27	27									4
291930	889						27	27									5
291931	889						27	27									6
291932	889						27	27									7
291933	889						27	27									8
291934	889						27	27									9
291935	889						27	27									10
291936	889						27	27									11
291937	889						27	27									12
291938	889						27	27									13
291939	889						27	27									14
291940	889						27	27									15
291941	889						27	27									16
291942	889						27	27									17
291943	889						27	27									18
291944	889						27	27									19
291945	889						27	27									20
291946	889						27	27									21
291947	889						27	27									22
291948	889						27	27									23
291949	889						27	27									24
291950	889						28	28									1
291951	889						28	28									2
291952	889						28	28									3
291953	889						28	28									4
291954	889						28	28									5
291955	889						28	28									6
291956	889						28	28									7
291957	889						28	28									8
291958	889						28	28									9
291959	889						28	28									10
291960	889						28	28									11
291961	889						28	28									12
291962	889						28	28									13
291963	889						28	28									14
291964	889						28	28									15
291965	889						28	28									16
291966	889						28	28									17
291967	889						28	28									18
291968	889						28	28									19
291969	889						28	28									20
291970	889						28	28									21
291971	889						28	28									22
291972	889						28	28									23
291973	889						28	28									24
291974	889						28	28									25
291975	889						28	28									26
291976	889						28	28									27
291977	889						28	28									28
291978	889						28	28									29
291979	889						28	28									30
291980	889						29	29									1
291981	889						29	29									2
291982	889						30	30									1
291983	889						30	30									2
291984	889						30	30									3
291985	889						30	30									4
291986	889						30	30									5
291987	889						30	30									6
291988	889						30	30									7
291989	889						30	30									8
291990	889						30	30									9
291991	889						30	30									10
291992	889						30	30									11
291993	889						30	30									12
291994	889						30	30									13
291995	889						30	30									14
291996	889						30	30									15
291997	889						30	30									16
291998	889						30	30									17
291999	889						30	30									18
292000	889						30	30									19
292001	889						30	30									20
292002	889						30	30									21
292003	889						31	31									1
292004	889						31	31									2
292005	889						31	31									3
292006	889						31	31									4
292007	889						31	31									5
292008	889						31	31									6
292009	889						31	31									7
292010	889						31	31									8
292011	889						31	31									9
292012	889						31	31									10
292013	889						31	31									11
292014	889						31	31									12
292015	889						31	31									13
292016	889						31	31									14
292017	889						31	31									15
292018	889						31	31									16
292019	889						31	31									17
292020	889						31	31									18
292021	889						31	31									19
292022	889						31	31									20
292023	889						31	31									21
292024	889						31	31									22
292025	889						32	32									1
292026	889						32	32									2
292027	889						32	32									3
292028	889						32	32									4
292029	889						32	32									5
292030	889						32	32									6
292031	889						32	32									7
292032	889						32	32									8
292033	889						32	32									9
292034	889						32	32									10
292035	889						32	32									11
292036	889						32	32									12
292037	889						32	32									13
292038	889						32	32									14
292039	889						32	32									15
292040	889						32	32									16
292041	889						32	32									17
292042	889						32	32									18
292043	889						32	32									19
292044	889						32	32									20
292045	889						32	32									21
292046	889						33	33									1
292047	889						33	33									2
292048	889						33	33									3
292049	889						33	33									4
292050	889						33	33									5
292051	889						33	33									6
292052	889						33	33									7
292053	889						34	34									1
292054	889						34	34									2
292055	889						34	34									3
292056	889						34	34									4
292057	889						34	34									5
292058	889						34	34									6
292059	889						34	34									7
292060	889						34	34									8
292061	889						34	34									9
292062	889						34	34									10
292063	889						34	34									11
292064	889						34	34									12
292065	889						34	34									13
292066	889						34	34									14
292067	889						34	34									15
292068	889						34	34									16
292069	889						34	34									17
292070	889						34	34									18
292071	889						34	34									19
292072	889						34	34									20
292073	889						34	34									21
292074	889						34	34									22
292075	889						34	34									23
292076	889						35	35									1
292077	889						35	35									2
292078	889						35	35									3
292079	889						35	35									4
292080	889						35	35									5
292081	889						35	35									6
292082	889						35	35									7
292083	889						35	35									8
292084	889						35	35									9
292085	889						35	35									10
292086	889						35	35									11
292087	889						35	35									12
292088	889						35	35									13
292089	889						35	35									14
292090	889						35	35									15
292091	889						35	35									16
292092	889						35	35									17
292093	889						35	35									18
292094	889						35	35									19
292095	889						35	35									20
292096	889						35	35									21
292097	889						35	35									22
292098	889						35	35									23
292099	889						35	35									24
292100	889						35	35									25
292101	889						35	35									26
292102	889						35	35									27
292103	889						36	36									1
292104	889						36	36									2
292105	889						36	36									3
292106	889						36	36									4
292107	889						36	36									5
292108	889						36	36									6
292109	889						36	36									7
292110	889						36	36									8
292111	889						36	36									9
292112	889						37	37									1
292113	889						37	37									2
292114	889						37	37									3
292115	889						37	37									4
292116	889						37	37									5
292117	889						37	37									6
292118	889						37	37									7
292119	889						37	37									8
292120	889						37	37									9
292121	889						37	37									10
292122	889						37	37									11
292123	889						37	37									12
292124	889						37	37									13
292125	889						37	37									14
292126	889						37	37									15
292127	889						37	37									16
292128	889						37	37									17
292129	889						38	38									1
292130	889						38	38									2
292131	889						38	38									3
292132	889						38	38									4
292133	889						38	38									5
292134	889						38	38									6
292135	889						38	38									7
292136	889						38	38									8
292137	889						38	38									9
292138	889						38	38									10
292139	889						38	38									11
292140	889						38	38									12
292141	889						38	38									13
292142	889						38	38									14
292143	889						38	38									15
292144	889						38	38									16
292145	889						38	38									17
292146	889						38	38									18
292147	889						38	38									19
292148	889						38	38									20
292149	889						38	38									21
292150	889						38	38									22
292151	889						38	38									23
292152	889						38	38									24
292153	889						38	38									25
292154	889						38	38									26
292155	889						38	38									27
292156	889						38	38									28
292157	889						38	38									29
292158	889						38	38									30
292159	889						38	38									31
292160	889						38	38									32
292161	889						38	38									33
292162	889						38	38									34
292163	889						38	38									35
292164	889						39	39									1
292165	889						39	39									2
292166	889						39	39									3
292167	889						39	39									4
292168	889						39	39									5
292169	889						39	39									6
292170	889						39	39									7
292171	889						39	39									8
292172	889						39	39									9
292173	889						39	39									10
292174	889						39	39									11
292175	889						39	39									12
292176	889						39	39									13
292177	889						39	39									14
292178	889						39	39									15
292179	889						39	39									16
292180	889						39	39									17
292181	889						39	39									18
292182	889						39	39									19
292183	889						39	39									20
292184	889						39	39									21
292185	889						40	40									1
292186	889						40	40									2
292187	889						40	40									3
292188	889						40	40									4
292189	889						40	40									5
292190	889						40	40									6
292191	889						40	40									7
292192	889						40	40									8
292193	889						40	40									9
292194	889						40	40									10
292195	889						40	40									11
292196	889						40	40									12
292197	889						40	40									13
292198	889						40	40									14
292199	889						40	40									15
292200	889						40	40									16
292201	889						40	40									17
292202	889						40	40									18
292203	889						40	40									19
292204	889						40	40									20
292205	889						40	40									21
292206	889						40	40									22
292207	889						40	40									23
292208	889						40	40									24
292209	889						40	40									25
292210	889						40	40									26
292211	889						41	41									1
292212	889						41	41									2
292213	889						41	41									3
292214	889						41	41									4
292215	889						41	41									5
292216	889						41	41									6
292217	889						41	41									7
292218	889						41	41									8
292219	889						42	42									1
292220	889						42	42									2
292221	889						42	42									3
292222	889						42	42									4
292223	889						42	42									5
292224	889						42	42									6
292225	889						42	42									7
292226	889						42	42									8
292227	889						42	42									9
292228	889						42	42									10
292229	889						42	42									11
292230	889						42	42									12
292231	889						42	42									13
292232	889						42	42									14
292233	889						42	42									15
292234	889						42	42									16
292235	889						42	42									17
292236	889						42	42									18
292237	889						42	42									19
292238	889						42	42									20
292239	889						42	42									21
292240	889						42	42									22
292241	889						43	43									1
292242	889						43	43									2
292243	889						43	43									3
292244	889						43	43									4
292245	889						43	43									5
292246	889						43	43									6
292247	889						43	43									7
292248	889						43	43									8
292249	889						43	43									9
292250	889						43	43									10
292251	889						43	43									11
292252	889						43	43									12
292253	889						43	43									13
292254	889						43	43									14
292255	889						43	43									15
292256	889						43	43									16
292257	889						43	43									17
292258	889						43	43									18
292259	889						43	43									19
292260	889						43	43									20
292261	889						43	43									21
292262	889						43	43									22
292263	889						43	43									23
292264	889						43	43									24
292265	889						43	43									25
292266	889						44	44									1
292267	889						44	44									2
292268	889						44	44									3
292269	889						45	45									1
292270	889						45	45									2
292271	889						45	45									3
292272	889						45	45									4
292273	889						45	45									5
292274	889						45	45									6
292275	889						45	45									7
292276	889						45	45									8
292277	889						45	45									9
292278	889						45	45									10
292279	889						46	46									1
292280	889						46	46									2
292281	889						46	46									3
292282	889						46	46									4
292283	889						46	46									5
292284	889						46	46									6
292285	889						46	46									7
292286	889						46	46									8
292287	889						46	46									9
292288	889						46	46									10
292289	889						46	46									11
292290	889						46	46									12
292291	889						46	46									13
292292	889						46	46									14
292293	889						46	46									15
292294	889						46	46									16
292295	889						46	46									17
292296	889						46	46									18
292297	889						46	46									19
292298	889						47	47									1
292299	889						47	47									2
292300	889						47	47									3
292301	889						47	47									4
292302	889						47	47									5
292303	889						47	47									6
292304	889						47	47									7
292305	889						47	47									8
292306	889						47	47									9
292307	889						47	47									10
292308	889						47	47									11
292309	889						47	47									12
292310	889						47	47									13
292311	889						47	47									14
292312	889						47	47									15
292313	889						47	47									16
292314	889						47	47									17
292315	889						47	47									18
292316	889						47	47									19
292317	889						47	47									20
292318	889						47	47									21
292319	889						47	47									22
292320	889						47	47									23
292321	889						47	47									24
292322	889						47	47									25
292323	889						47	47									26
292324	889						48	48									1
292325	889						48	48									2
292326	889						48	48									3
292327	889						48	48									4
292328	889						48	48									5
292329	889						48	48									6
292330	889						48	48									7
292331	889						49	49									1
292332	889						49	49									2
292333	889						49	49									3
292334	889						49	49									4
292335	889						49	49									5
292336	889						49	49									6
292337	889						49	49									7
292338	889						49	49									8
292339	889						49	49									9
292340	889						49	49									10
292341	889						49	49									11
292342	889						49	49									12
292343	889						49	49									13
292344	889						49	49									14
292345	889						49	49									15
292346	889						49	49									16
292347	889						49	49									17
292348	889						49	49									18
292349	889						49	49									19
292350	889						49	49									20
292351	889						49	49									21
292352	889						49	49									22
292353	889						50	50									1
292354	889						50	50									2
292355	889						50	50									3
292356	889						50	50									4
292357	889						50	50									5
292358	889						50	50									6
292359	889						50	50									7
292360	889						50	50									8
292361	889						50	50									9
292362	889						50	50									10
292363	889						50	50									11
292364	889						50	50									12
292365	889						50	50									13
292366	889						50	50									14
292367	889						50	50									15
292368	889						50	50									16
292369	889						50	50									17
292370	889						50	50									18
292371	889						50	50									19
292372	889						50	50									20
292373	889						50	50									21
292374	889						50	50									22
292375	889						50	50									23
292376	889						50	50									24
292377	889						50	50									25
292378	889						50	50									26
292379	889						51	51									1
292380	889						51	51									2
292381	889						51	51									3
292382	889						52	52									1
292383	889						52	52									2
292384	889						52	52									3
292385	889						52	52									4
292386	889						52	52									5
292387	889						52	52									6
292388	889						52	52									7
292389	889						52	52									8
292390	889						52	52									9
292391	889						52	52									10
292392	889						52	52									11
292393	889						52	52									12
292394	889						52	52									13
292395	889						52	52									14
292396	889						52	52									15
292397	889						52	52									16
292398	889						52	52									17
292399	889						52	52									18
292400	889						52	52									19
292401	889						52	52									20
292402	889						52	52									21
292403	889						52	52									22
292404	889						53	53									1
292405	889						53	53									2
292406	889						53	53									3
292407	889						53	53									4
292408	889						53	53									5
292409	889						53	53									6
292410	889						53	53									7
292411	889						53	53									8
292412	889						53	53									9
292413	889						53	53									10
292414	889						53	53									11
292415	889						53	53									12
292416	889						54	54									1
292417	889						54	54									2
292418	889						54	54									3
292419	889						54	54									4
292420	889						54	54									5
292421	889						54	54									6
292422	889						54	54									7
292423	889						54	54									8
292424	889						54	54									9
292425	889						54	54									10
292426	889						54	54									11
292427	889						54	54									12
292428	889						54	54									13
292429	889						54	54									14
292430	889						54	54									15
292431	889						54	54									16
292432	889						54	54									17
292433	889						54	54									18
292434	889						54	54									19
292435	889						54	54									20
292436	889						55	55									1
292437	889						55	55									2
292438	889						55	55									3
292439	889						55	55									4
292440	889						55	55									5
292441	889						55	55									6
292442	889						55	55									7
292443	889						55	55									8
292444	889						55	55									9
292445	889						55	55									10
292446	889						55	55									11
292447	889						55	55									12
292448	889						55	55									13
292449	889						55	55									14
292450	889						55	55									15
292451	889						55	55									16
292452	889						55	55									17
292453	889						55	55									18
292454	889						55	55									19
292455	889						55	55									20
292456	889						56	56									1
292457	889						56	56									2
292458	889						56	56									3
292459	889						56	56									4
292460	889						56	56									5
292461	889						56	56									6
292462	889						56	56									7
292463	889						56	56									8
292464	889						56	56									9
292465	889						56	56									10
292466	889						56	56									11
292467	889						56	56									12
292468	889						56	56									13
292469	889						56	56									14
292470	889						56	56									15
292471	889						56	56									16
292472	889						56	56									17
292473	889						56	56									18
292474	889						56	56									19
292475	889						56	56									20
292476	889						56	56									21
292477	889						56	56									22
292478	889						56	56									23
292479	889						56	56									24
292480	889						56	56									25
292481	889						56	56									26
292482	889						56	56									27
292483	889						56	56									28
292484	889						57	57									1
292485	889						57	57									2
292486	889						57	57									3
292487	889						57	57									4
292488	889						57	57									5
292489	889						57	57									6
292490	889						57	57									7
292491	889						57	57									8
292492	889						57	57									9
292493	889						57	57									10
292494	889						57	57									11
292495	889						57	57									12
292496	889						57	57									13
292497	889						57	57									14
292498	889						57	57									15
292499	889						57	57									16
292500	889						57	57									17
292501	889						57	57									18
292502	889						57	57									19
292503	889						57	57									20
292504	889						57	57									21
292505	889						58	58									1
292506	889						58	58									2
292507	889						58	58									3
292508	889						58	58									4
292509	889						58	58									5
292510	889						58	58									6
292511	889						58	58									7
292512	889						58	58									8
292513	889						58	58									9
292514	889						58	58									10
292515	889						58	58									11
292516	889						58	58									12
292517	889						58	58									13
292518	889						59	59									1
292519	889						59	59									2
292520	889						59	59									3
292521	889						59	59									4
292522	889						59	59									5
292523	889						59	59									6
292524	889						59	59									7
292525	889						59	59									8
292526	889						59	59									9
292527	889						59	59									10
292528	889						59	59									11
292529	889						59	59									12
292530	889						59	59									13
292531	889						59	59									14
292532	889						59	59									15
292533	889						59	59									16
292534	889						59	59									17
292535	889						59	59									18
292536	889						59	59									19
292537	889						60	60									1
292538	889						60	60									2
292539	889						60	60									3
292540	889						60	60									4
292541	889						60	60									5
292542	889						60	60									6
292543	889						60	60									7
292544	889						60	60									8
292545	889						60	60									9
292546	889						60	60									10
292547	889						60	60									11
292548	889						60	60									12
292549	889						60	60									13
292550	889						60	60									14
292551	889						60	60									15
292552	889						60	60									16
292553	889						60	60									17
292554	889						60	60									18
292555	889						60	60									19
292556	889						60	60									20
292557	889						61	61									1
292558	889						61	61									2
292559	889						61	61									3
292560	889						61	61									4
292561	889						61	61									5
292562	889						61	61									6
292563	889						61	61									7
292564	889						61	61									8
292565	889						61	61									9
292566	889						61	61									10
292567	889						61	61									11
292568	889						61	61									12
292569	889						61	61									13
292570	889						61	61									14
292571	889						61	61									15
292572	889						61	61									16
292573	889						61	61									17
292574	889						61	61									18
292575	889						62	62									1
292576	889						62	62									2
292577	889						62	62									3
292578	889						62	62									4
292579	889						62	62									5
292580	889						62	62									6
292581	889						62	62									7
292582	889						62	62									8
292583	889						62	62									9
292584	889						62	62									10
292585	889						62	62									11
292586	889						62	62									12
292587	889						62	62									13
292588	889						62	62									14
292589	889						62	62									15
292590	889						62	62									16
292591	889						62	62									17
292592	889						62	62									18
292593	889						62	62									19
292594	889						62	62									20
292595	889						62	62									21
292596	889						62	62									22
292597	889						62	62									23
292598	889						62	62									24
292599	889						63	63									1
292600	889						63	63									2
292601	889						63	63									3
292602	889						63	63									4
292603	889						63	63									5
292604	889						63	63									6
292605	889						63	63									7
292606	889						63	63									8
292607	889						63	63									9
292608	889						64	64									1
292609	889						64	64									2
292610	889						64	64									3
292611	889						64	64									4
292612	889						64	64									5
292613	889						64	64									6
292614	889						64	64									7
292615	889						64	64									8
292616	889						64	64									9
292617	889						64	64									10
292618	889						64	64									11
292619	889						64	64									12
292620	889						64	64									13
292621	889						64	64									14
292622	889						64	64									15
292623	889						64	64									16
292624	889						64	64									17
292625	889						64	64									18
292626	889						64	64									19
292627	889						65	65									1
292628	889						65	65									2
292629	889						66	66									1
292630	889						66	66									2
292631	889						66	66									3
292632	889						66	66									4
292633	889						66	66									5
292634	889						66	66									6
292635	889						66	66									7
292636	889						66	66									8
292637	889						66	66									9
292638	889						66	66									10
292639	889						66	66									11
292640	889						66	66									12
292641	889						67	67									1
292642	889						67	67									2
292643	889						67	67									3
292644	889						67	67									4
292645	889						67	67									5
292646	889						67	67									6
292647	889						67	67									7
292648	889						67	67									8
292649	889						67	67									9
292650	889						67	67									10
292651	889						67	67									11
292652	889						67	67									12
292653	889						67	67									13
292654	889						67	67									14
292655	889						67	67									15
292656	889						67	67									16
292657	889						67	67									17
292658	889						67	67									18
292659	889						67	67									19
292660	889						67	67									20
292661	889						67	67									21
292662	889						67	67									22
292663	889						67	67									23
292664	889						67	67									24
292665	889						67	67									25
292666	889						67	67									26
292667	889						68	68									1
292668	889						68	68									2
292669	889						68	68									3
292670	889						68	68									4
292671	889						68	68									5
292672	889						68	68									6
292673	889						68	68									7
292674	889						68	68									8
292675	889						68	68									9
292676	889						68	68									10
292677	889						68	68									11
292678	889						68	68									12
292679	889						68	68									13
292680	889						68	68									14
292681	889						68	68									15
292682	889						68	68									16
292683	889						68	68									17
292684	889						68	68									18
292685	889						68	68									19
292686	889						68	68									20
292687	889						68	68									21
292688	889						68	68									22
292689	889						68	68									23
292690	889						68	68									24
292691	889						68	68									25
292692	889						68	68									26
292693	889						68	68									27
292694	889						68	68									28
292695	889						68	68									29
292696	889						68	68									30
292697	889						69	69									1
292698	889						69	69									2
292699	889						69	69									3
292700	889						69	69									4
292701	889						69	69									5
292702	889						69	69									6
292703	889						69	69									7
292704	889						69	69									8
292705	889						69	69									9
292706	889						69	69									10
292707	889						69	69									11
292708	889						69	69									12
292709	889						69	69									13
292710	889						69	69									14
292711	889						69	69									15
292712	889						69	69									16
292713	889						69	69									17
292714	889						69	69									18
292715	889						70	70									1
292716	889						70	70									2
292717	889						70	70									3
292718	889						70	70									4
292719	889						70	70									5
292720	889						70	70									6
292721	889						70	70									7
292722	889						70	70									8
292723	889						70	70									9
292724	889						70	70									10
292725	889						70	70									11
292726	889						70	70									12
292727	889						70	70									13
292728	889						70	70									14
292729	889						70	70									15
292730	889						70	70									16
292731	889						70	70									17
292732	889						70	70									18
292733	889						70	70									19
292734	889						70	70									20
292735	889						70	70									21
292736	889						70	70									22
292737	889						70	70									23
292738	889						71	71									1
292739	889						71	71									2
292740	889						71	71									3
292741	889						71	71									4
292742	889						71	71									5
292743	889						71	71									6
292744	889						71	71									7
292745	889						71	71									8
292746	889						71	71									9
292747	889						71	71									10
292748	889						71	71									11
292749	889						71	71									12
292750	889						71	71									13
292751	889						71	71									14
292752	889						71	71									15
292753	889						72	72									1
292754	889						72	72									2
292755	889						72	72									3
292756	889						72	72									4
292757	889						72	72									5
292758	889						72	72									6
292759	889						72	72									7
292760	889						72	72									8
292761	889						72	72									9
292762	889						72	72									10
292763	889						72	72									11
292764	889						72	72									12
292765	889						72	72									13
292766	889						72	72									14
292767	889						72	72									15
292768	889						72	72									16
292769	889						72	72									17
292770	889						72	72									18
292771	889						72	72									19
292772	889						72	72									20
292773	889						72	72									21
292774	889						72	72									22
292775	889						72	72									23
292776	889						72	72									24
292777	889						72	72									25
292778	889						72	72									26
292779	889						72	72									27
292780	889						73	73									1
292781	889						73	73									2
292782	889						73	73									3
292783	889						73	73									4
292784	889						73	73									5
292785	889						73	73									6
292786	889						73	73									7
292787	889						74	74									1
292788	889						74	74									2
292789	889						74	74									3
292790	889						74	74									4
292791	889						74	74									5
292792	889						74	74									6
292793	889						74	74									7
292794	889						74	74									8
292795	889						74	74									9
292796	889						74	74									10
292797	889						74	74									11
292798	889						74	74									12
292799	889						74	74									13
292800	889						74	74									14
292801	889						74	74									15
292802	889						74	74									16
292803	889						74	74									17
292804	889						75	75									1
292805	889						75	75									2
292806	889						75	75									3
292807	889						75	75									4
292808	889						75	75									5
292809	889						75	75									6
292810	889						75	75									7
292811	889						75	75									8
292812	889						75	75									9
292813	889						75	75									10
292814	889						75	75									11
292815	889						75	75									12
292816	889						75	75									13
292817	889						75	75									14
292818	889						75	75									15
292819	889						75	75									16
292820	889						75	75									17
292821	889						75	75									18
292822	889						75	75									19
292823	889						76	76									1
292824	889						76	76									2
292825	889						76	76									3
292826	889						76	76									4
292827	889						76	76									5
292828	889						76	76									6
292829	889						76	76									7
292830	889						76	76									8
292831	889						76	76									9
292832	889						76	76									10
292833	889						76	76									11
292834	889						76	76									12
292835	889						76	76									13
292836	889						76	76									14
292837	889						76	76									15
292838	889						76	76									16
292839	889						76	76									17
292840	889						76	76									18
292841	889						76	76									19
292842	889						76	76									20
292843	889						76	76									21
292844	889						77	77									1
292845	889						77	77									2
292846	889						77	77									3
292847	889						77	77									4
292848	889						77	77									5
292849	889						77	77									6
292850	889						77	77									7
292851	889						77	77									8
292852	889						77	77									9
292853	889						77	77									10
292854	889						77	77									11
292855	889						77	77									12
292856	889						77	77									13
292857	889						77	77									14
292858	889						77	77									15
292859	889						77	77									16
292860	889						77	77									17
292861	889						77	77									18
292862	889						77	77									19
292863	889						77	77									20
292864	889						78	78									1
292865	889						78	78									2
292866	889						78	78									3
292867	889						78	78									4
292868	889						78	78									5
292869	889						78	78									6
292870	889						78	78									7
292871	889						78	78									8
292872	889						78	78									9
292873	889						78	78									10
292874	889						78	78									11
292875	889						78	78									12
292876	889						78	78									13
292877	889						78	78									14
292878	889						78	78									15
292879	889						78	78									16
292880	889						78	78									17
292881	889						78	78									18
292882	889						78	78									19
292883	889						78	78									20
292884	889						78	78									21
292885	889						78	78									22
292886	889						78	78									23
292887	889						78	78									24
292888	889						78	78									25
292889	889						78	78									26
292890	889						78	78									27
292891	889						78	78									28
292892	889						78	78									29
292893	889						78	78									30
292894	889						79	79									1
292895	889						79	79									2
292896	889						79	79									3
292897	889						79	79									4
292898	889						79	79									5
292899	889						79	79									6
292900	889						79	79									7
292901	889						79	79									8
292902	889						79	79									9
292903	889						79	79									10
292904	889						79	79									11
292905	889						80	80									1
292906	889						80	80									2
292907	889						80	80									3
