adjudicationid	adjudicationtype	adjudicationnumber	adjudicationterm	adjudicationlong	adjudicationshort	adjudicationnotes	adjudicationstatus
12043	193		1885-01	In re: Application of more than twenty citizens of Franklin Township filed January 22, 1885 to open the decree made September 25th, 1883, erecting the Arendstville Independent School District			
12044	193		1872-01	In the matter of the Rule upon the School Directors of the "Union Independant School District of Oxford Township" to show cause why the decree creating said District should not be opened and the decree for the erection of said district should not be vacated and set aside			
12045	193	1	1874-08				
12046	193		1817-04				
12047	193		1818-08				
12048	193		1810-01				
12049	193		1812-01				
12050	193		1800-06		Hamiltonban Division		
12051	193		1801-05		Heidelberg, Manheim		
12052	193		1806-05		Monahan, Warrington, Huntington		
12053	354	11	1854-01		Codorus, North Codorus		
12054	353		1749-10		Officials		
12055	277		1729		Officers		
12056	354		1831-04				
12057	354		1833-01				
12058	354		1813-11				
12059	354		1801-02				
12060	354		1801-05				
12061	354		1804-11				
12062	353		1786-10				
12063	353		1786-04				
12064	353		1769-01				
12065	354	9	1873-04				
12066	354	21	1868-04				
12067	354	10	1861-11				
12068	354	9	1866-04				
12069	354	17	1867-08				
12070	354	32	1854-08				
12071	354	45	1857-01				
12072	354	20	1865-08				
12073	354		1796-06				
12074	354	8	1875-04				
12075	354	54	1857-04				
12076	354	14	1839-11				
12077	354		1770-04				
12078	353		1773-04				
12079	527	431	1989	In re: Petition to confirm boundary line between the Borough of York Springs and the Township of Latimore			
12080	527	738	1995				
12081	15		1915-01				
12082	77	323	1951-02				
12083	24	4	1903-08				
12084	22	159	1903-10				
12085	329	9	1882-09				
12087	329	5	1880-09	In the matter of the division of Davidson Township			
12088	528	2	1908-07				
12089	528	1	1909-04				
12090	308		1919-07				
12091	229	3	1912-05	Petition to Establish Division Line between Boggs and Snow Shoe Twp			
12092	229	1	1914-05	Petition for viewers to Establish line between Patton Ferguson + College Twps			
12093	229	1	1915-05	In re: Dividing Line between Patton, Benner Huston and Half Moon Twps			
12094	229	2	1894-08	Petition to Ascertain and Establish lines between Curtin, Howard and Liberty Townships			
12095	229	6	1894-08	Petition to Create a New Twp. out of part of Boggs and part of Snow Shoe Twps.			
12096	229	1	1898-11	Petition to divide Rush Township			
12097	229	6	1900-08	Petition of sundry citizens to divide Boggs Township into two Townships			
12098	229	3	1903-01	Petition of Citizens + Taxpayers of Spring Township for a commission to establish the line between Spring and Boggs Townships			
12099	229	1	1903-11	In re: Boundary Line of the Borough of State College			
12100	229	7	1903-11	Petition to Review and locate line between the Twps of Spring and Boggs			
12101	229	1	1907-09	Petition for Division line between Worth and Half Moon Twps			
12102	229	2	1908-05	Petition for Division line between Half Moon and Worth Twp			
12103	229	7	1878-04	Petition for commissioners to run and mark the lines between the Townships of Boggs, Curtin, Snow Shoe + Burnside			
12104	228	37	1936-05	In re: Petition to annul the Charter of South Philipsburg Boro.			
12105	228	81	1937-05	In the matter of the ascertainment and establishment of the boundary line between Patton and Huston Twp., Centre County, Pa.			
12106	156	2711	1988	In re: the boundary line between Potter Township and Spring Township			
12107	229	1	1878-11	Marion Twp. to mark Division lines			
12108	229	12	1879-08	Petition for appointment of viewers to run and ascertain the line between Benner + Union Townships			
12109	229	7	1880-01	Petition of citizens of Union township for review to ascertain + establish line between the townships of Benner + Union			
12110	229	5	1879-11	Petition to divide Boggs Township			
12111	229	11	1880-04	Petition to survey Walker Twp.			
12112	229	11	1881-01	Petition for a division of Ferguson Township into two Townships			
12113	229	1	1883-04				
12114	229	9	1884-11				
12115	229	7	1885-08				
12116	229	4	1888-11	Petition to change Twp line between College and Harris Twps.			
12117	229	6	1889-04				
12119	229	3	1890-08	Petition to establish a line between Huntingdon Co. and Centre County			
12120	229	9	1871-08	View to change line between Boggs + Curtin Township			
12121	229	4	1872-04	Petition to change line between Liberty & Curtin Townships			
12122	229	6	1876-01	Petition to change lines of Harris Township			
12123	229	9	1877-01	Petition of citizens of Spring + Benner twps. to have viewers appointed to view and establish lines between said Twps.			
12124	229	5	1877-08	Petition of School Board and Supervisors of Spring Twp. for review of Spring Twp. line			
12125	228	8	1846-01	Petition for viewers run & mark the division line between Rush & Halfmoon Townships			
12126	228	9	1846-08		Petition to mark the line between the Township of Spring and the Townships of Walker & Potter		
12127	228	2	1851-04				
12128	228	3	1851-04	Order to Change Division Line between Spring Township and Patton Township			
12129	228	2	1855-11	In relation to New School District in Gregg Township			
12130	228	10	1836-04	Division line between Halfmoon & Rush Tps.			
12131	228	11	1836-04	Division Line between Boggs + Howard Tps.			
12132	228	2	1837-01				
12133	228	15	1837-04				
12134	228	8	1840-04	Petition for the Division of Halfmoon Township			
12135	228	1	1842-08	Petition for the Division of Howard Township			
12136	228	10	1844-08				
12137	228	12	1844-08				
12138	228	5	1845-08	Petition for a Division Line between Harris and Patton Township			
12139	228	5	1834-08				
12140	228	4	1834-11				
12141	228	4	1836-11				
12142	228	13	1820-08				
12143	228	.5	1821-04				
12144	228	.25	1821-04				
12145	228	13	1824-08				
12146	228	1	1826-11				
12147	228		1814-11				
12148	228	5	1816-08				
12149	228	5	1812-11				
12150	228	6	1811-08				
12151	229		1856-11				
12152	228		1855-04				
12153	228	3	1836-11				
12154	530		1989	In re: Petition of Antrim Township to establish boundary between Antrim Township and Montgomery Township			
12155	329	8	1879-02				
12156	4	1989	2015	Washington Township Independent School District v. Pennsylvania State Board Of Education			
12157	4	142	2019	Washington Township Independent School District v. Pennsylvania State Board of Education			
12158	4	2110	1978				
12159	20	338					
12160	20	56	1980				
12161	532	71					
12162	213	8	1840-02				
12163	156	38	2006				
12164	156	145	2007				
12165	235	47	1900-02	In re: Petition for the altering of the line between Penn, Bell and Greenwood Townships			
12167	235	87.5	1897	In re: Petition of Michael Cassidy to strike his land out of the Independent District and annex the same to Pike Township School District			
12168	235	112	1897	In re: Petition of John Porter for Annexation of lands to Curwensville Boro.			
12169	235	127	1893-09	In re: Petition of Geo. W. Lengle for change of boundary lines between Goshen + Girard Townships			
12171	235	72	1896-05	In re: Abolishment Greenwood Twp Independent School District			
12172	235	94	1889-09	In re: Application to change the Limits of DuBois Borough			
12173	235	117	1890-09	In re: Petition for change of line between Pike and Ferguson Townships			
12174	235	47	1891-05	Incorporation of the Borough of Penfield			
12175	235	85	1885-09	Petition of the Supervisors of Lawrence Tp. for the adjustment of the Indebtedness, between Lawrence Tp and West Clearfield Borough			
12176	235	86	1885-09	Petition of the Supervisors of Lawrence Township for the Adjustment of the Indebtedness between Lawrence Township and Clearfield Borough			
12177	235	74	1886	Incorporation of Karthaus Boro.			
12178	235	32	1887-12	In rel to Petition of Burdine Estep to have the premises whereon he lives in Decatur Twp annexed for school purposes to Osceola Borough			
12179	235	73	1888-05	Incorporation of Woodland Borough			
12180	235	45	1881-06	In the matter of Discontinuance of Independant School District of Bradford			
12181	235	25	1883-03	In rel. to Petition for the Abolition of The Madera Independent School District			
12182	235	46	1883-06	Incorporation of Ansonville Borough			
12183	235	78	1884	In the matter of annexing out lots and tracts of land adjacent to the Borough of Curwensville			
12184	235	72	1884-12	In re: Application of citizens for incorporation of Peale Borough			
12185	235		1864-09	Independent School Dist in Bradford Tp.			
12186	235		1863-06	Election Returns for a new township to be called Fulton			
12187	236		1870-01	Petition of divers inhabitants of Boggs + Woodward Township to change Township lines			
12188	236		1870-01	Petition of Henry Pentz of Bloom for annexation to Union Tp			
12189	236		1870-01	Petition of Leah Bloom of Pike Township Clearfd. County to have her farm property annexed to Lawrence County for school purposes, and remain in said Township of Pike for all purposes			
12190	236		1870-01	Petition of Sundry Citizens of Pike Township for an Independant School District			
12191	236	19	1872-01	Petition to strike I. G. Bargers farm out of Independant School Dist. of Bradford into Bradford Township			
12192	236	7	1874-01	Independent School District in Morris Township			
12193	236	12	1876-03				
12194	236	5	1878-09				
12199	1254	6	1910-06				
12200	195	60	1892-06	Chartiers Twp vs. Elliott Borough			
12202	195	29	1875-03	In the matter of the petition of divers citizens of Wilkins Patton and North Versailles Townships for the erection of an independent School District			
12203	535	206	1996				
12204	535	1214	2001				
12205	346	92	1803-09				
12207	427		1739-02				
12208	432		1695-06				
12209	432		1694-03				
12210	432		1734-06				
12211	438		1740-03				
12212	438		1740-12				
12213	438		1742-03				
12214	438		1749-03				
12215	438		1750-01				
12216	438		1751-03				
12217	434	332	1719-06				
12218	434	370	1720-03				
12219	434	371	1720-03				
12220	434		1731-10				
12221	434		1738-05				
12222	427		1685-11				
12223	427		1688-11				
12224	427		1696-02				
12225	427		1699-02				
12230	58	7	1925-10		Wilkes-Barre Exposition Co. v. Turpin et al.		
12232	287		1824-12				
12233	542		1983-01	In re: Appointment of commissioners and auditors for the Township of Pine, Clearfield County, Pennsylvania			
12234	542		1984-01	In re: Board of Supervisor Pine Township			
12235	336		1815-12				
12236	336		1816-09				
12237	336		1820-02				
12238	293		1828-02	Petition for organizing Sweden township, and annexing Jackson, Pike and Ulysses thereto			
12239	223		1822-07				
12240	16		1858-06				
12241	297	9	1810-04				
12242	297		1812-04				
12243	297	7	1812-08				
12244	297	5	1815-04				
12245	297	11	1815-08				
12246	297	2	1815-11				
12248	297		1825-04				
12249	297		1835-04				
12250	297		1850-11				
12251	248		1787-08				
12252	248		1789-08		Middle Paxton Justice of the Peace District		
12253	248		1790-02				
12255	248		1787-11				
12256	248		1815-01		Lower Paxton Division, Susquehanna Formation		
12257	248		1814-01		County boundaries		
12258	248		1816-09		Swatara Division		
12259	248		1818-02				
12260	249		1837-11		Divide Halifax and Middle Paxton		
12261	249		1840-11				
12262	249		1841-08				
12263	249		1842-01				
12264	249		1842-08				
12265	349		1822-05				
12266	233		1851		Election returns		
12267	233		1853		Election returns		
12268	233		1848		Election returns		
12269	233		1856		Election returns		
12270	233		1842		Election returns		
12271	344		1806				
12272	344		1816		Cecil & Mount Pleasant - Line		
12273	344	16	1842-11				
12274	204		1785-04				
12275	204		1785-07				
12276	204		1786-01				
12277	204		1786-10				
12278	204		1786-01				
12279	205		1837-04				
12280	205		1833-01				
12281	246		1783-07				
12282	245		1767-01				
12283	273	15	1856-09				
12284	273	11	1856-12				
12285	345		1798-09				
12286	346	96	1804-02				
12287	246		1752				
12288	295		1805-05		Appraisers of damages		
12289	301		1859-12				
12290	309		1798-01	Petition for a public Road in Upper Smithfield and Matlack Townships			
12291	309		1819-08	Petition of Inhabitants of Tobihanna Township praying to disannul the erection of said Township			
12292	308		1870-08				
12293	345	1427	1834				
12294	345	1518.5	1837				
12295	309		1810-08				
12296	16	316	1858-01				
12297	313		1848-01				
12298	239	15	1838-11				
12299	239	18	1839-01	Mahoning and Derry, Petition for a new Township			
12300	239	9	1839-08		Mahoning + Derry Report of a New Township		
12301	239	9	1840-08	John Gibson Petn to be struck off from Derry + be annexed to Valley			
12302	239	10	1841-08				
12303	239	5	1843-01				
12304	239	21	1843-04				
12305	235		1859				
12306	332	11	1852-08	New Township of Ararat			
12307	332	21	1853-11	In matter of new township to be called Oakland off of Harmony Township			
12308	332	17	1856-04	In the matter of an Independent School District in the Township of New Milford			
12309	332	14	1856-08	In the matter of a separate and independent school district in the Township of Lenox +c.			
12310	332	10	1857-01	In the matter of a separate + independent school district in the Township of New Milford			
12311	332	11	1846-04	New Township of Lathrop			
12312	332	12	1846-04	New Township of Jessup			
12313	332	9	1846-11	New Township of Apolacon			
12314	332	16	1836-05	Forest Lake Township erected			
12315	332	13	1836-09	In the matter of changing the name of Lawsville Township			
12316	333	8	1825-01	Herrick Township erected			
12317	333	13	1825-05	Order to view a part of Brooklyn to be set off to Harford township			
12318	332		1825-05				
12319	332		1832-04	Order to lay off a new township from the north part of Springville and the south part of Bridgewater			
12321	332		1813-01				
12322	332		1813-01				
12323	332		1813-01				
12324	332		1813-04				
12325	332		1813-04				
12326	332		1813-01				
12327	332		1814-04				
12328	332		1814-08				
12329	332		1814-11				
12330	313		1861-03		Election returns		
12331	289		1834-05				
12332	339		1856-04				
12333	257	9	1869-05	In the matter of the petition for the erection of Green Township			
12334	257	20	1867-05	In the matter of the petition of sundry inhabitants of that part of Allegheny + Harmony Townships added to Forest County to be formed into a Township to be called "Pithole" Township			
12337	336		1838-05				
12338	324		1856-05	In the matter of the petition for the erection of Jackson Township			
12339	324		1856-05				
12340	324		1857-02				
12341	317		1741-03		Salford: [Lower] Salford Township		
12458	315		1896-04				
12459	315		1897-11				
12460	315		1897-11				
12461	315		1897-11				
12462	315		1899-09				
12463	315		1901-08				
12464	315		1905-02				
12465	315		1907-05				
12466	315		1906-12				
12467	315		1905-12				
12468	315		1905-11				
12469	315		1932-08				
12470	196		1792-06				
12471	230	77	1968				
12472	230	78	1968				
12474	230	113	1966				
12487	4	704	2020				
12488	4	733	2020				
12489	18	224	2020				
12490	18	230	2020				
12491	18	364	2020				
12492	18	365	2020				
12493	279	4	1856-02				
12494	279	9	1857-09		Neshanock + Shenango for annulling Independant School District		
12495	249		1842-08				
12496	249		1843-08				
12497	249		1844-11				
12498	249		1846-01				
12499	249		1847-08				
12500	248		1855-04				
12501	248		1861-04				
12502	248	90	1876-11				
12504	19	58	2020				
12505	19	59	2020				
12508	343		1784-09				
12509	204		1880-04				
12510	959	649	1840				
12511	959	650	1841				
12512	959	651	1841				
12513	178	11956	2003	In re: Ascertainment of a boundary line between Perkiomen and Upper Providence Township			
12514	343	128	1884-08				
12515	343	110	1884-11				
12517	71	22	1938	In re: Petition of the School District of Somerset Borough and the School District of the Township of Somerset, for Adjustment of Indebtedness between said Districts			
12518	71	33	1938	In re: Petition for Merger of the Shanksville Borough School District with the Stonycreek Township School District			
12519	71	47	1958	In re: Merger of certain school districts			
12520	71	48	1958	In re: Merger of certain school districts as presently constituted			
12521	71	49	1958	In re: Merger of certain school districts as presently constituted			
12522	71	50	1958	In re: Merger of certain school districts as presently constituted			
12523	71	64	1959	In re: Merger of certain school districts as presently constituted			
12524	71	55	1960	In re: Merger of certain school districts as presently constituted			
12525	71	16	1961	In re: Merger of certain school districts as presently constituted			
12526	328	7	1880-11	In the matter of the petition of the Burgess + Town Council of Salisbury Borough for viewers to assess damages +c for the opening of a street from Ord Street to Mechanic Street			
12527	328	12	1885-02	In the matter of the petition of the Burgess + Town Council of Salisbury Borough for viewers to assess damages + contributions on account of the opening of a new street in said Borough through lands of J.D. Livengood + S.C Keims' heirs			
12528	328	6	1891-09	In the matter of the petition of the Burgess + Town Council of Salisbury Bor for a street in said Borough beginning at the N. E. terminus of Rock St + running N. E. through School Ground to intersect Ord St near Mrs Fogles?			
12529	328	6	1870-09	Petition of Burgess + Council of Salisbury Bor. for appointment of viewers to make assessment of damages + contributions on account of the proposed opening and straightening of Union Street west of the Diamond & Grant Street from the square to the foundry			
12530	328	8	1873-09	Petition of Citizens of Salisbury Borough + Elklick Tp. for a road to lead from the Salisbury + Baltimore Depot to a point on a public road in Salisbury Bor near John Smith + Shook Shop			
12531	272	23	1873-05				
12532	272	46	1873-12				
12533	272	29	1874-02				
12534	272	84	1874-09				
12535	272	26	1877-02				
12536	272	18	1878-02				
12537	272	22	1882-02				
12538	273	19	1884-05				
12539	273	10	1884-09				
12540	273	2	1854-05				
12541	273	8	1854-09				
12542	273	8	1854-12				
12543	273	14	1855-02				
12544	273	10	1855-05				
12545	273	20	1855-12				
12546	273	21	1855-12				
12547	273	1	1856-05				
12548	273	9	1856-09				
12549	273	10	1856-12				
12550	273	17	1856-12				
12551	273	2	1857-02				
12552	273	10	1857-02				
12553	273	1	1857-05				
12554	273	5	1858-02				
12555	273	11	1858-12				
12556	273	15	1858-12				
12557	273	2	1860-05				
12558	273	15	1860-05				
12559	273	1	1861-05				
12560	273	7	1861-09				
12561	273	4	1865-12				
12562	273	16	1867-05				
12563	273	11	1868-09				
12564	273	9	1868-12				
12565	273	6	1836-05				
12566	273		1832-02				
12567	272	12	1850-05				
12568	272	11	1850-05				
12569	272	8	1849-12				
12570	272	14	1849-09				
12571	272	13	1849-09				
12572	272	14	1869-02				
12573	272	1	1870-02				
12574	272	2	1870-02				
12575	272	17	1870-12				
12576	343		1781-10		Constable list		
12577	960	2	1888-10				
12578	961	1	1846-03	Estate of John Light			
12579	225	1	1866-03	Petition for an Independent School district by Gibson + Grove Townships			
12580	225	1	1867-01	Petition for Changing the Township Line between Lumber Township and Shippen Township			
12581	225	19	1871-04	Petition to Change the Township Line between the Township of Portage + Shippen			
12582	321	873	1911-02	In the matter of the petition to ascertain + establish the boundaries between Eulalia + Homer Townships			
12583	274		1891-03				
12584	248	151	1887-06	In the matter of the division of the Borough of Millersburg into wards			
12586	180	7426	1996	Borough of Roseto vs. Township of Washington			
12587	324		1856-09		Monroe Township Line + Borough of Selins Grove		
12588	325		1867-05				
12589	325		1869-12				
12590	325		1868-12				
12591	325		1883-09				
12592	325		1884-05				
12593	325		1896-05				
12594	325		1901-06				
12595	325		1869-09				
12596	324		1856-02				
12597	324		1856-09		Penns Township Petition for new School District		
12598	324		1857-02	Matter of Petition for the Division of Chapman Township			
12599	324		1857-09				
12600	324		1861-12				
12601	305	3.5	1875-05				
12602	305	18	1855-05				
12603	305	24	1859-09				
12604	305	19	1858-09				
12605	26	1	1871-09				
12606	332	19	1863-01				
12607	332	28	1863-08				
12608	331	83	1891-01	In re: Township lines between Dimock and Rush Twps.			
12609	331	16	1893-04	In re: Establishment of boundary Line between Harmony and Thomson			
12610	331	9	1894-11	In re: Locating Township lines between Dimock and Springville			
12611	331	8	1895-11	In re: Township Line between Ararat and Herrick			
12613	331	8	1877-04	In the matter of Change of Township line between Bridgewater and Forest Lake			
12614	331	5	1877-08	In the matter of the change of the boundary line of the School Districts of Thomson Borough + Thomson Township			
12615	331	7	1877-08	In the matter of the Amendment of the Charter of the Borough of Friendsville			
12619	331	8	1878-08	In the matter of establishing the Boundary Line between the townships of Dimock + Brooklyn			
12620	331	7	1879-04				
12621	331	14	1880-04	In re: Annexation of Oakland Village to the Boro. of Susquehanna Depot			
12622	331	11	1880-08	In re: Petitions to ascertain the Boundaries between Bridgewater and Brooklyn Twp.			
12623	331	1	1880-11	In re: Boundary line between Silver Lake and Forest Lake			
12624	331	9	1881-08	Petition to view line between Lathrop and Lenox			
12625	331	5	1884-01	In the matter of establishing the Boundary line between Brooklyn and Bridgewater			
12626	331	5	1884-04	In re: Amendment to Charter of Incorporation of Boro of Little Meadows Susq. Co.			
12627	331	9	1887-11	In re: Establishing the Township line between Silver Lake and Bridgewater			
12628	331	10	1887-11	In re: Establishing the Township line between Franklin and Bridgewater			
12629	331	14	1888-08	In re: Township Lines of Rush and Auburn			
12630	332		1872-01	in the matter of Petition for an Independent School District in Jessup and Bridgewater townships			
12631	332		1872-11	In the matter of the Petition of the Inhabitants of Harmony Township for an Independent School District			
12632	332		1873-04	In the matter of the Incorporation of the Boro of Thomson			
12633	332		1873-04	In the matter of the Borough of Great Bend Village Incorporation			
12634	332		1874-01	In the matter of the Incorporation of the Borough of Great Bend Village			
12635	332		1874-01	In the matter of an Independent School District in Springville Township			
12636	332		1874-04	In the matter of an Independent School District in Great Bend Twp			
12637	332		1874-08	In the matter of Establishing the line between Great Bend + New Milford			
12638	332		1874-11	In the matter of establishing Township lines between the Townships of Lenox + Gibson			
12639	332		1875-04	In matter of the Township line between Great Bend + Oakland			
12640	332		1876-01	In the matter of changing the Township line between Bridgewater + Forest Lake			
12641	332		1876-04	In the matter of the change of Tp Line between the townships of Jessup and Tp of Forest Lake on Application of Israel E Birchard			
12642	332	17	1863-01	School District of Great Bend Borough vs. School District of Great Bend Tp			
12643	332	30	1865-11	Petition for change of line between Dimock + Jessup Townships			
12644	332	50	1866-08	In the matter of an Independent School District in the Township of Oakland			
12645	332	37	1867-04	In the matter of the Change of Township line between Bridgewater + Brooklyn			
12646	332	12	1869-01	In the matter of an Independent School District in Brooklyn Township			
12647	332	23	1869-04	In the matter of changing the Township line between Franklin + Liberty			
12648	332	15	1857-04	In the matter of the Township lines between the Townships of Lenox + Lathrop			
12649	332	18	1858-11	In the Matter of an Independant School District including parts of the following Townships, to wit, Forest Lake, Jessup + Bridgewater			
12650	332	35	1859-08	In the matter of an alteration of the Township line between The Townships of Jessup + Bridgewater			
12651	333	3	1838-05	Petition to have a part of Silver Lake reattached to Forest Lake			
12652	332		1819-08				
12653	332		1818-12				
12654	332		1816-12				
12655	332		1816-04				
12656	332		1814-11				
12657	269		1807-06		Pet. for Div of Wheatfield Twp.		
12658	269		1810-12		Pet. of Inhabitants of Jeff. Co. to be declared a twp.		
12659	269		1813-03		Order of vw. for laying out a twp. In Jeff. Co.		
12660	269		1813-03		Report of vwrs. for laying out a twp. In Jeff. Co.		
12661	269		1813-06		Pet. for division of Wheatfield Twp.		
12662	269				Pet. of inhabitants of Wheatfield Twp to be included in Wheatfield		
12663	269		1814-06		Pet. for a Twp. in Southern part of Jeff. Co.		
12664	269		1817-06		Order of view for laying out of a township in Jefferson County		
12665	269		1833-12		Remonstrance against Pet. of inhabitants of Mahoning twp. to have said twp. divided into 2 equal parts		
12666	269	21	1834-12		Pet. for Division of Wheatfield twp.		
12667	269		1836-03		Pet. for changing boundaries for school and election purposes ? Center & Wheatfield twp. and attach to Brushvalley and Remonstrance against same		
12668	269		1839-06		Pet. of Commissioners relative to Twp. lines (Center and Brushvalley)		
12669	269		1839-12		Report of Brushvalley & Centre twp. line		
12670	269		1840-03		Pet. for laying out of a new twp. out of Green, Wash., and Centre		
12671	269		1840-03		Pet. of sundry inhabitants of the boro of Indiana and adjoining twps. for the erection of a new Twp. (Two Lick)		
12672	269		1840-06		Report of Vwrs. of the twp. line btwn. Center & Brushvalley		
12673	269		1841-03		Petition for division of Mahoning Twp.		
12674	269		1841-12		Pet. for the erection of White twp. out of parts of Green and Brushvalley		
12675	269		1842-03		Pet. for division of Blacklick twp.		
12676	269		1843-06		Pet. for a new Twp. out of parts of Center, Green, Washington and Armstrong twps. to be called White		
12677	269		1843-12		Petition asking for new twp. to be called White		
12678	269		1845-03		Order for viewers for a new twp out of Green, Center, Wash., and Armstrong to be called White		
12679	269		1845-03		Pet. to annex part of Centre & Green twp.		
12680	269		1845-06		Pet. of Division of Washington twp.		
12681	269		1844-03		Pet. for Twp to be called "Cap" Twp. out of Bshvly & Green		
12682	269		1845-06		Pet. of Division of Washington twp.		
12683	269		1845-12		Petition for confirmation of the report of a new twp. formed out of parts of Washington and Green twp. - also remonstrance [Rayne]		
12684	269		1846-03		Pet. for additional twp. out of Brushvalley and Green twps (Not Granted)		
12685	269		1847-03		Remonstance against the altering of the line between the Twps. of Young & Armstrong		
12686	269		1847-03		Petitions for an Alteration of the boundary line btwn Young & Armstrong twps.		
12687	269		1847-06		Pet. of the inhabitants of Young & Arm. for alteration in the line between. them beginnig at the East end of John Neils, Sr. Lane to intersect the Centre twp. line btwn the houses of Wm. Davis and Geo. Thompson		
12688	269		1847-12		Remon. against the confirmation of a report of a new twp. out of Brushvalley and Green twp. [Pine]		
12689	269		1847-12		Remon. against the erection of a new twp. out of parts of Brushvalley & Green twps.		
12690	269		1848-03		Remon [against the erection of a new twp. out of parts of Brushvalley & Green twps.] (see # 9)		
12691	269		1848-06		Petition for a new twp. out of Washington and Green twps.		
12692	269		1852-12		Remon. against the division of Blacklick twp.		
12693	269		1857-03		Pet. of divers citizens of Blacklick twp. & Conemaugh twp. for a change in the lines of said twps.		
12694	269		1857-06		Remonstrance against the Granting of school district out of parts of Blacklick & Conemuagh		
12695	269		1858-03		Pet. of divers inhabitants of Blacklick & Conemaugh twps. for the change of the lines of said twps.		
12696	269		1861-12		Remon. of citizens of Conemaugh twp. against confirmation of the report of commissioners changing the line btwn. Blklk & Con. twps.		
12697	269		1864-03		Pet. of citizens of Green and Pine twps for a change in the lines of school districts		
12698	223		1869-10				
12699	180	8392	2011	Borough of East Bangor vs. Township of Upper Mount Bethel			
12700	319		1834-11				
12701	300		1849-09				
12702	219	76	1875-06	In the matter of the Petition of citizens of Karns City to enlarge the limits of said Boro			
12703	219	60	1873-03	In the matter of the complaint of William McCafferty Jacob Hawk and James Blany of Fairview Township against the Extention of Fairview Boro			
12704	219	84	1873-06	In the matter of the complaint of Jacob Hawk against the Extension of Fairview Borro			
12705	219	24	1869-06	In the matter of the Petition of at least one third of the taxable inhabitants and qualified voters of the Boro. of Prospect in Butler Co. Pa.			
12706	219	26	1854-03	In the matter of the petition of citizens of Brady + Franklin townships for review of township line			
12707	219	41	1857-03				
12708	65	4	1910-03	Reber vs. Haas, et al.			
12709	322		1887-02				
12710	322		1925-04				
12711	322		1905-05				
12712	963		1844-10	Estate of William Watson, deceased			
12714	352		1892-04		Spring Garden Division (Rejected)		
12715	352		1893-01		Spring Garden ISD (Rejected)		
12718	209		1893-01				
12733	145	14817	2021	In Re: Proposed Annexation of Wilkinsburg by the City of Pittsburgh			
12739	317		1725-03		Skippack: From Norris's Land Bebbers Townp.		
12740	317		1735-12		New Hanover		
12741	317		1751-09		Upper Hanover		
12742	321		1894-09	To view ascertain and establish and clearly mark the Boundary line between the Townships of Ulysses + Bingham			
12743	321	652	1892-09	To view remark and establish the lines between the Townships of Ulysses Allegany Summit Pike West Branch Hector Bingham + Lewisville Boroughs			
12745	321		1892-06	In the matter of establishing the lines between the Townships of Keating + Roulette			
12746	321		1886-03	In the matter of an Independent School District in Sylvania Township			
12747	321	564	1886-06	In the matter of changing the line between the Townships of Hebron and Eulalia			
12748	321		1886-09	In the matter of an Independent School District in the Township of Roulet, Potter Co. Penna.			
12749	225		1887-05	Matter of locating the County line of Cameron + Potter Counties			
12750	321		1889-12	In the matter of an Independent School District in the Township of Sharon Potter Co. Penna.			
12751	321		1859-02	Petition for an Independent School District in the North West corner of Genesee			
12752	321	1	1859-02	Petition To Divide Stewardson Tp			
12753	321		1859-12	Petition of Citizens of Harrison Tp for Independ School District			
12754	321		1862-06	Petition to attach part of Portage Township to Sylvania and part to Wharton			
12755	321		1865-12	Proposition to attach a portion of Sylvania Tp to Portage Tp			
12756	321		1866-06	Petition Erection of an Independent School District from the South part of the Genesee Independent School Dist.			
12757	321		1867-12	Independent School District in Abbott Township			
12758	321		1868-06	Petition to divide the Township of Abbott			
12759	321		1869-12	To change the Boundary Line between Summit + Sweden Townships			
12760	321		1871-02	Petition For Independent School District in Roulet			
12761	320	5	1871-12	Petition for Independent School District in Hector			
12762	321		1878-06	Petition to view and lay out Stewardson Township in accordance with plan presented			
12763	321	453	1878-06	Establishment of Township Line between Harrison + Hector			
12764	321	469	1879-03				
12765	321	500	1881-12	In the matter of the alteration of the line between Clara and Roulet Townships			
12766	321	519	1883-06	In the matter of the petition of Roulet + Clara Townships to alter lines			
12767	289	2	1824-11	Petition for a new Township			
12768	320	30	1961-03	In the Matter of the Consolidation of the Election District of East Fork District of Eulalia Township and the Election District of Wharton Township, Potter County, Penna.			
12769	320	26	1891-09	In the matter of the running and remarking of the Township lines between Oswayo and Sharon and Oswayo and Hebron Townships			
12770	320	11	1892-06	In the matter of the Genesee Independent School District			
12771	320	6	1893-03	In the matter of dividing the Township of Eulalia			
12772	320	2	1894-03	In the matter to remark and establish the lines between the townships of Ulysses, Allegany, Summit, Pike, West Branch, Hector, Bingham + Lewisville Borough			
12773	224	11	1909-07		In the matter of annulling decree effecting Shippen Township School District		
12774	224	8	1895-09	In the matter of admitting Plank Road Hollow and extension of Sixth St. into the Borough of Emporium for school purposes			
12775	224	10	1888-11	[In the] matter of annexing [the] lot of land of [Ed]win Drum in the [Town]ship of Shippen [to] the School District [of] the Boro. of Emporium			
12776	224	6	1884-01	In the matter of annexing properties of A. H. Gager and George Pepper of Shippen Township To The Emporium School District			
12777	224	4	1872-01	In matter of Petition of the inhabitens of Shippen Township + Emporium bor			
12778	225		1877-04	In the matter of Independent School district in Lumber Township			
12779	225		1876-04	In matter of Petition of inhabitans of Portage + Shippen township to Change township Line			
12780	225		1866-11	Petition of Grove Township to Change the Township Line			
