governmentsourceid	government	governmentsourcetype	governmentsourcebody	governmentsourcenumber	governmentsourceterm	governmentsourcetitle	governmentsourcepagefrom	governmentsourcepageto	governmentsourcedate	governmentsourcepreliminarydate	governmentsourceapproveddate	governmentsourceeffectivedate	governmentsourceapproved	governmentsourceeffectivenotes	governmentsourceadvertiseddate	source	governmentsourcevolume	sourcecitationvolumetype	governmentsourcevolumetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	governmentsourcename
5087	5566	Ordinance		929		Annexing a portion of South Union Township, Fayette County, Pennsylvania, to the City of Uniontown			1959-08-18				t			\N							
5088	5566	Ordinance		931		Annexing a portion of South Union Township, Fayette County, Pennsylvania, lying east of Union Street, between Judith Street and Francis Street, to the City of Uniontown			1959-09-15				t			\N							
5089	5566	Ordinance		932		Annexing a portion of North Union Township, Fayette County, Pennsylvania, to the City of Uniontown			1959-11-04				t			\N							
5090	5566	Ordinance		933		Annexing a portion of North Union Township, on the northwesterly side of Oakland Avenue, to the City of Uniontown			1959-11-17				t			\N							
5091	5566	Ordinance		952		Annexing a portion of North Union Township, Fayette County, Pennsylvania, along the northerly side of Downer Avenue, to the City of Uniontown			1960-08-16				t			\N							
5092	5566	Ordinance		955		Annexing a portion of North Union Township, known as Lots Nos. 2, 3, 4 and 5 in plan of lots laid out by Lucy Tate on the north side of Springer Avenue, to the City of Uniontown			1960-10-18				t			\N							
5093	5566	Ordinance		959		Annexing a parcel of land on the westerly side of Hill Crest Lane in South Union Township, Fayette County, Pennsylvania, to the City of Uniontown			1960-11-05				t			\N							
5094	5566	Ordinance		968		Annexing a portion of North Union Township, Fayette County, Pennsylvania, being Lots Nos. 69, 77 and 79 in the McCormick's Plan of Lots, to the City of Uniontown			1961-02-07				t			\N							
5095	5566	Ordinance		969		Annexing a portion of South Union Township, Fayette County, Pennsylvania, along the western side of Derrick Avenue, to the City of Uniontown			1961-05-17				t			\N							
5096	5566	Ordinance		989		Annexing a portion of North Union Township, Fayette County, Pennsylvania, on the southerly side of Downer Avenue, to the City of Uniontown			1962-06-09				t			\N							
5097	5566	Ordinance		992		Annexing a portion of North Union Township, Fayette County, Pennsylvania, to the City of Uniontown			1962-10-16				t			\N							
5098	5567	Ordinance		32		Annexing to the Borough of Unionville, Centre County, Pennsylvania, a section of Union Township, Centre County, Pennsylvania, (being a second class township) adjacent to and generally south of said Borough and directing the proper officials of the Borough to comply with the Acts of Assembly required in connection with said annexation			1950-03-25		1950-03-25		t			\N							
5099	5567	Resolution							1877-11-17				t			\N							
5100	5571	Ordinance		136		Approving the petition for annexing to the Township of Upper Allen, a section of Monroe Township, Cumberland County, Pennsylvania, adjacent to the western part of said Township of Upper Allen and herein described, and providing that the said territory shall be annexed to and become a part of the said township if the annexation thereof shall be approved by the Court of Common Pleas of Cumberland County, Pennsylvania			1969-08-05				t			\N							
5101	5571	Ordinance		190		Approving the petition for annexing to the Township of Upper Allen, a first class township, a section of Monroe Township, a second class township, Cumberland County, Pennsylvania, adjacent to the southwestern part of said Township of Upper Allen, and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the township if the annexation thereof shall be approved by the Court of Common Pleas of said county			1973-09-10				t			\N							
5102	5571	Resolution				Establishing the boundary line between the two townships [of Upper Allen and Lower Allen]			1966-12-26				t			\N							
5103	5576	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for "Upper Darby Township"]			1974-04-21			1976-01-05	t			\N							
5104	5577	Ordinance		454					1972-~01-~01				t			\N							
5105	5588	Ordinance		307	1973				1973-~01-~01				t			\N							
5106	5589	Agreement							1984-07-05				t			\N							1
5107	5598	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for "Upper Providence Township"]			1975-07-30			1976-01-05	t			\N							
5108	5599	Agreement							1964-04-13				t			\N							
5109	5599	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for the "Township of Upper St. Clair"]			1973-08-31			1976-01-05	t			\N							
5110	5599	Resolution							1964-03-14				t			\N							
5111	5603	Ordinance				Approving a joint agreement to merge the Borough of Strausstown, Berks County, Pennsylvania, into Upper Tulpehocken Township, Berks County, Pennsylvania; and providing for the matter to be decided by referendum by placing the question on the official ballot or voting machine ballot label at the Primary Election to be held April 26, 2016			2016-01-21				t			\N							
5112	5617	Ordinance		1	1957	Annexing to the Borough of Vandergrift, a section of Allegheny Township, Westmoreland County, Pennsylvania adjacent to the Borough of Vandergrift on the west			1957-01-07		1957-01-08		t			\N							
5113	5617	Ordinance		11	1969	Approving the petition for annexing to the Borough of Vandergrift a section of Allegheny Township, Westmoreland County, Pennsylvania, adjacent to and south of said Borough of Vandergrift and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the said Borough if the annexation shall be approved by the Court of Common Pleas of Westmoreland County - Criminal - (Civil)			1969-12-08		1969-12-08		t			\N							
5114	5617	Ordinance		24		Annexing certain land adjacent to the Borough of Vandergrift in Allegheny Township Westmoreland County, Penna.	46	46	1909-10-21		1909-10-21		t			\N							
5115	5617	Ordinance		42		To annex certain land adjacent to the Borough of Vandergrift, in Allegheny Township, Westmoreland County, Pennsylvania, to the Borough of Vandergrift	73.5		1912-10-07		1912-10-10		t			\N							
5116	5617	Ordinance		48		To extend the limits of the Borough of Vandergrift, Westmoreland County, Pennsylvania, by the annexation of all that certain section of land hereinafter described	82	82	1913-06-07		1913-06-12		t			\N							
5117	5617	Ordinance		50		To extend the limits of the Borough of Vandergrift, Westmoreland County, Pennsylvania, by the annexation of all that certain section of land hereinafter described	84	85	1913-09-09		1913-09-09		t			\N							
5118	5617	Ordinance		7	1957	Annexing to the Borough of Vandergrift, a section of Allegheny Township, Westmoreland County, Pennsylvania, adjacent to the Borough of Vandergrift on the northwest			1957-04-08		1957-04-10		t			\N							
5119	5617	Ordinance		B-6					1916-11-06		1916-11-08		t			\N							
5120	5626	Ordinance		5	1922	Annexing certain land adjacent to the Borough of Verona, Allegheny County, Pennsylvania, and lying and being in the Township of Penna, County of Allegheny and State of Pennsylvania, to the Borough of Verona			1922-02-27		1922-03-02		t			\N							
5121	5630	Ordinance							1977-01-21				t			\N							1
5122	5630	Ordinance							1948-08-12		1948-08-12		t			\N							2
5123	5631	Ordinance		15					1904-~01-~01				t			\N							
5124	5631	Ordinance		2	1972	Approving the petition for annexation to the Borough of Volant a part of Wilmington Township, Lawrence County, Pennsylvania, adjacent to, and lying on the north side of, the Borough, the land being herein fully described; and providing that said territory shall be annexed to and become a part of said Borough			1972-04-10		1972-04-10		t			\N							
5125	5631	Ordinance		3	1984				1984-09-13		1984-09-13		t			\N							
5126	5639	Ordinance		159		Annexing 28.98 acres of land formerly in Lehigh Township			1965-03-08		1965-03-08		t			\N							
5127	5640	Ordinance		79		Annexing a certain portion of Big Beaver Township to the Borough of Wampum, Lawrence County Penna. which adjoins said Borough on the southeast			1933-12-04		1933-12-04		t			\N							
5128	5652	Ordinance				Annexing land from the Township of Penn			1962-10-05				t			\N							
5129	5654	Final Report	Charter Commission			[Recommending the adoption of an optional plan for the City of Washington]			1968-~01-~01				f			\N							
5130	5654	Ordinance							1967-08-07				t			\N							
5131	5654	Ordinance		1810		Annexing to the City of Washington, Washington County, Pennsylvania, a section of South Strabane Township, Washington County, Pennsylvania, contiguous to the City of Washington and being more fully bounded and described herein			2008-12-18				t			\N							
5132	5654	Ordinance		843		Annexing to the City of Washington a section of land adjacent to the City of Washington situate in South Strabane Township, Washington County, Pennsylvania			1960-12-12				t			\N							
5133	5664	Final Report	Charter Commission			[Recommending the adoption of an optional plan for the Township of Washington]			1973-07-30			1976-01-05	t			\N							
5134	5670	Ordinance		3		Annexing to the Township of Washington a section of Upper Burrell Township, Westmoreland County, Pennsylvania, adjacent to and west of said Township of Washington			1954-06-05				t			\N							
5135	5682	Ordinance				Annexing to the Borough of Watsontown, County of Northumberland, and State of Pennsylvania, land adjacent to said Borough, situated in Delaware Township, Northumberland County, Pennsylvania, and repealing all ordinances or parts of ordinances inconsistent herewith			1949-08-04		1949-08-04		t			\N							
5136	5682	Ordinance		3	1958	Annexing to the Borough of Watsontown, County of Northumberland, and State of Pennsylvania, land adjacent to said Borough, situated in Delaware Township, Northumberland County, Pennsylvania, and repealing all ordinances or parts of ordinances inconsistent herewith			1958-04-07		1958-04-10		t			\N							
5137	5682	Ordinance		3	1959	Annexing to the Borough of Watsontown, County of Northumberland, and State of Pennsylvania, land adjacent to said Borough, situated in Delaware Township, Northumberland County, Pennsylvania, and repealing all ordinances or parts of ordinances inconsistent herewith			1959-04-06		1959-04-06		t			\N							
5138	5682	Ordinance		3	1962	Annexing to the Borough of Watsontown, the County of Northumberland, and the State of Pennsylvania, land adjacent to said Borough, situated in Delaware Township, Northumberland County, Pennsylvania, and repealing all ordinances or parts of ordinances inconsistent herewith			1962-07-12		1962-07-12		t			\N							
5139	5682	Ordinance		4	1957	Annexing to the Borough of Watsontown, County of Northumberland, and State of Pennsylvania, land adjacent to said Borough, situated in Delaware Township, Northumberland County, Pennsylvania, and repealing all ordinances or parts of ordinances inconsistent herewith			1957-11-07		1957-11-07		t			\N							
5140	5690	Ordinance							1965-01-27				t			\N							
5141	5697	Ordinance		184		Annexing to the Borough of Waynesboro, Pennsylvania, a certain section of the Township of Washington, in the County of Franklin and State of Pennsylvania, lying adjacent to said Borough of Waynesboro, in accordance with the prayer of a petition of a majority of the freehold owners of the lots and outlots embraced within said section	64	68	1915-03-18		1915-03-19		t			\N							
5142	5697	Ordinance		309		Annexing to the Borough of Waynesboro, Pennsylvania, certain land in Washington Township, Franklin County, Pennsylvania, lying adjacent to said Borough of Waynesboro, upon the petition of all of the free holders of the said land	108	109	1931-02-19		1931-02-19		t			\N							
5143	5697	Ordinance		386		Annexing to the Borough of Waynesboro, Franklin County, Pennsylvania, certain land in Washington Township, Franklin County, Pennsylvania, lying adjacent to the southern limits of the Borough of Waynesboro, upon petition of majority of the freeholders of the lands proposed to be annexed			1943-08-19		1943-08-19		t			\N							
5144	5697	Ordinance		446		Annexing certain lands adjacent to the Borough of Waynesboro, Penna. situate in the Township of Washington, Franklin County, Penna., upon petition of a majority of the freeholders of the territory proposed to be annexed			1952-04-21		1952-04-21		t			\N							
5145	5697	Ordinance		554		Annexing to the Borough of Waynesboro, Franklin County, Pennsylvania, a section of Washington Township in Franklin County, Pennsylvania, adjacent to and northwest of said borough and being the property of South Penn Power Company, Harry Good and Izola A. Good and the Commonwealth of Pennsylvania			1964-05-20		1964-05-20	1964-05-23	t			\N							
5146	5697	Ordinance		558		Annexing to the Borough of Waynesboro, Franklin County, Pennsylvania, a section of Washington Township in Franklin County, Pennsylvania adjacent to and south of said borough and being the property of the Waynesboro Industrial Development Corporation			1964-08-05		1964-08-06	1964-08-07	t			\N							
5147	5697	Ordinance		581		Annexing to the Borough of Waynesboro, Franklin County, Penna., a section in Washington Township, Franklin County, Penna., adjacent to and northwest of said borough and being the property of Harry Good			1966-02-16		1966-02-16	1966-03-01	t			\N							
5148	5697	Ordinance		582		Annexing to the Borough of Waynesboro, Franklin County, Penna., a section of Washington Township, in Franklin, Penna., adjacent to and east of said borough and being the property of Frederick B. Terry, his wife, the School District of the Borough of Mont Alto, Waynesboro Area Merged School District, Quincy Merged School District, and Waynesboro Shopping Center, Inc.			1966-05-04		1966-05-04	1966-05-18	t			\N							
5149	5697	Ordinance		595		Annexing to the Borough of Waynesboro, Franklin County, Penna, a section in Washington Township, Franklin County, Penna, adjacent to and west of said Borough			1966-12-21		1966-12-21	1966-12-23	t			\N							
5150	5697	Ordinance		608		Annexing to the Borough of Waynesboro, Franklin County, Pennsylvania, a section of Washington Township in Franklin County, Pennsylvania adjacent to and south of said borough and being the property of the Waynesboro Industrial Development Corporation: and a section of Washington Township in Franklin County, Pennsylvania adjacent to and north of said borough and being the property of the Borough of Waynesboro, Penna. and Harry Knox					1967-07-17	1967-07-18	t			\N							
5151	5697	Ordinance		692		Annexing to the Borough of Waynesboro, Franklin County, Pennsylvania, a section of Washington Township in Franklin County, Pennsylvania, adjacent to and north of said borough and being the property of the Waynesboro Area School District; Clayton Starliper and Esther Starliper, and Mentzer and Reed, Partnership; a section of Washington Township in Franklin County, Pennsylvania adjacent to the west of said borough and being property of Millard A. Ullman and Thomas M. Painter, a partnership; and a section of Washington Township in Franklin County, Pennsylvania adjacent to the east of said borough and being the property of M. A. Hollengreen					1970-04-15	1970-04-18	t			\N							
5152	5697	Ordinance		693		Annexing to the Borough of Waynesboro, Franklin County, Pennsylvania a section of Washin[g]ton Township in Franklin County, Pennsylvania, adjacent to and south of said borough and being the property of Landis Tool Company a division of Litton Industries					1970-04-21	1970-04-22	t			\N							
5153	5697	Ordinance		744		Annexing to the Borough of Waynesboro, Franklin County, Pennsylvania a section of Washington Township in Franklin County, Pennsylvania adjacent to and north of said borough and being the property of Tasco, Inc.					1973-02-07	1973-02-14	t			\N							
5154	5697	Ordinance	Rejected	520		Annexing to the Borough of Waynesboro, Franklin County, Penna. certain lands in Washington Township, formerly lying adjacent to eastern limits of the Borough of Waynesboro, upon petition of the freeholders of the lands proposed to be annexed	166	168	1961-03-21				f			\N							
5155	5698	Ordinance				[Annexing land north and south of the Borough of Waynesburg]			1873-01-01				t			\N							1
5156	5698	Ordinance				[For the consolidation of the Boroughs of Waynesburg and East Waynesburg]					1923-04-17		t			\N							2
5157	5698	Ordinance				Annexing to the Borough of Waynesburg, a section of Franklin Township, in Greene County, Pennsylvania, adjacent to and northwest of said borough, and being a portion of the Illig Plan of Lots, as hereinafter described			1948-03-15		1948-03-17		t			\N							3
5158	5698	Ordinance				Annexing to the Borough of Waynesburg, a section of Franklin Township, in Greene County, Pennsylvania, adjacent to and northwest of said borough, and being a portion of adjacent to and northwest of said borough, and being a portion of the Illig Plan of Lots, as hereinafter described	119	120	1951-02-05		1951-02-05		t			\N							
5159	5698	Ordinance		7	1964	Annexing to the Borough of Waynesburg, a section of Franklin Township, in Greene County, Pennsylvania, adjacent to and northwest of said Borough	48	49	1964-03-02		1964-03-06		t			\N							
5160	5699	Final Report	Charter Commission			[Recommending the adoption of an optional plan for the Borough of Weatherly]			1974-02-15			1976-01-05	t			\N							
5161	5706	Ordinance		349		Approving the petition for annexing to the Borough of Wellsboro a section of Delmar Township, Tioga County, Pennsylvania, adjacent to and South of said Borough of Wellsboro and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the said Borough if the annexation thereof shall be approved by the Court of Quarter Sessions of Tioga County			1957-03-11		1957-03-12		t			\N							
5162	5708	Ordinance				Annexing certain territory of Warrington Township			1964-11-09		1964-11-09		t			\N							
5163	5709	Ordinance		260		Approving the petition for annexing to the Borough of Wernersville, Berks County, Pennsylvania, a portion of South Heidelberg Township, Berks County, Pennsylvania, adjacent to and east of the aforesaid Borough of Wernersville, and hereinafter fully described, and providing that the aforesaid territory shall be annexed to and become a part of the aforesaid Borough, if the annexation thereof shall be approved by the Court of Quarter Sessions of Berks County, Pennsylvania			1960-01-08		1960-01-08		t			\N							
5164	5709	Ordinance		275		Approving the petition for annexing to the Borough of Wernersville, Berks County, Pennsylvania, a portion of Lower Heidelberg Township, Berks County, Pennsylvania, adjacent to and generally west of the aforesaid Borough of Wernersville, and hereinafter fully described, and providing that the aforesaid territory shall be annexed to and become a part of the aforesaid Borough, if the annexation thereof shall be approved by the Court of Quarter Sessions of Berks County, Pennsylvania			1961-11-10		1961-11-10		t			\N							
5165	5710	Ordinance		278		Approving the petition for annexing to the Borough of Wesleyville, a section of Harborcreek Township, Erie County, Pennsylvania, adjacent to and adjoining the southerly boundary of the said Borough of Wesleyville and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the said Borough if the annexation thereof shall be approved by the Court of Quarter Sessions of said county	438	440	1961-08-14		1961-08-14		t			\N							
5166	5710	Ordinance		279		Approving the petition for annexing to the Borough of Wesleyville, a section of Harborcreek Township, Erie County, Pennsylvania, adjacent to and adjoining the southerly boundary of the said Borough of Wesleyville and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the said Borough if the annexation thereof shall be approved by the Court of Quarter Sessions of said county	441	443	1962-01-08		1962-01-08		t			\N							
5167	5718	Ordinance							1908-07-20		1908-07-20		t			\N							
5168	5718	Ordinance		148		Annexing to the Borough of West Brownsville a section of land adjacent to the Borough of West Brownsville situate in East Pike Run Township, Washington County, Pennsylvania			1953-05-26		1953-05-26		t			\N							
5169	5725	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for the "Borough of West Chester"]			1993-01-02			1994-01-01	t			\N							
5170	5725	Resolution							1918-02-13				t			\N							
5171	5728	Ordinance							1960-~01-~01				t			\N							
5172	5728	Ordinance		258					1967-~01-~01				t			\N							
5173	5730	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for the "Township of West Deer"]			1974-03-14			1976-01-05	t			\N							
5174	5733	Ordinance				Annexing to the Borough of West Easton certain lots or out lots of a section of land, now situated in Palmer Township and lying adjacent to the Borough of West Easton			1912-06-28		1912-07-03		t			\N							
5175	5734	Ordinance				[Approving the application of Jesse D. Lenhart and Viola Lenhart, his wife, for annexation of 16.153 acres in the Township of Jefferson to the Borough of West Elizabeth]			1946-08-12		1946-08-14		t			\N							
5176	5742	Ordinance				Annexing to the Borough of West Hazleton, adjacent land, situate in the County of Luzerne, and being a part of HazleTownship, upon petition of a majority of the freeholders of the territory proposed to be annexed			1916-07-21		1916-07-21		t			\N							1
5177	5742	Ordinance				Annexing adjacent land to the Borough of West Hazleton			1935-04-23		1935-04-29		t			\N							2
5178	5742	Ordinance				[Annexing portions of the Friedman and Dattner plot in Hazle Township to the Borough of West Hazleton]			1955-04-15		1955-05-09		t			\N							3
5179	5742	Ordinance		3	1955	Annexing to the Borough of West Hazleton, County of Luzerne and Commonwealth of Pennsylvania, three areas of Hazle Township, said County and Commonwealth, adjacent to and West, Northwest and North of Said Borough, known as the Green Ridge Addition, the Green View Addition and the Kress' Property (Parcel  A); that formerly the property of Lehigh Traction Company and the Wilkes-Barre-Hazleton Railroad Company (Parcel B); and a portion of the Freedman and Dattner Plot (Parcel C), and herein Described			1955-11-18		1955-11-18		t			\N							
5180	5742	Ordinance		5	1958	Approving the petition of The Greater Hazleton Community-Area New Development Organization, Inc., The Lehigh Valley Railroad Company, Ernest B. Bloss and Mabel E. Bloss, his wife, Stanley I. Rymsza and Joan Rymsza, his wife, and The Greater Hazleton Community-Area New Development Organization, Inc., for annexing to the Borough of West Hazleton, Luzerne County, Pennsylvania, a section of Hazle Township and Sugarloaf Township, Luzerne County, Pennsylvania, adjacent and contiguous to the northwest section of said Borough of West Hazleton, and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the said Borough of West Hazleton, Luzerne County, Pennsylvania			1958-12-18				t			\N							
5181	5745	Ordinance		177		Annexing certain adjacent land now in the Township of Mifflin, Allegheny County, to the Borough of West Homestead	409	412	1921-03-14		1921-04-12		t			\N							
5182	5745	Ordinance		242		Declaring and fixing the boundary line between the Borough of West Homestead and the Borough of Munhall, Allegheny County, Pennsylvania	586	589	1933-06-05		1933-06-20		t			\N							
5183	5747	Ordinance							1950-11-~01				t			\N							1
5184	5747	Ordinance							1964-03-~01				t			\N							2
5185	5747	Ordinance							1964-03-~01				t			\N							3
5186	5747	Ordinance				Admitting and annexing certain lots, out-lots or sections of land lying adjacent to and along the southern boundary line of the Borough of West Kittanning, Armstrong County, Pa.			1908-06-10		1908-06-10		t			\N							4
5187	5747	Ordinance				Annexing to the Borough of West Kittanning, Armstrong County, Pennsylvania, a certain section or portion of East Franklin Township, in said County and State, adjacent to the said Borough, as hereinafter described			1948-04-05		1948-04-05		t			\N							5
5188	5747	Ordinance				Annexing to the Borough of West Kittanning, Armstrong County, Pennsylvania, a certain territory in the Township of East Franklin, Armstrong County, Pennsylvania, the said territory being adjacent to the said Borough of West Kittanning			1951-11-05		1951-11-07		t			\N							6
5189	5747	Ordinance				Approving The Petition For Annexing To The Borough Of West Kittanning, Armstrong County, Pennsylvania, A Section Of East Franklin Township, Armstrong County, Pennsylvania, Adjacent To And West Of The Borough Of West Kittanning, And Hereinafter Fully Described, And Providing That The Said Territory Shall Be Annexed To And Become A Part Of The Borough Of West Kittanning			1966-09-15		1966-09-15		t			\N							7
5190	5751	Ordinance							1907-02-~01				t			\N							
5191	5758	Ordinance				Annexing to the Township of West Mead, a part of the Township of East Mead, Crawford County, Pennsylvania			1956-07-06				t			\N							
5192	5759	Ordinance		218		Approving the petition for annexing to the Borough of West Middlesex, a section of Shenango Township, Mercer County, Pennsylvania adjacent to and lying east of said Borough and herein after more fully described, and providing that said territory shall be annexed to and become a part of said Borough in the annexation thereof shall be approved by the Court of Quarter Sessions of said county	118	118	1956-04-09		1956-04-09		t			\N							
5193	5760	Resolution							1892-10-14				t			\N							
5194	5761	Ordinance		242		Declaring and fixing the boundary line between the Borough of West Mifflin and the Borough of Jefferson			1955-09-06		1955-09-06		t			\N							
5195	5763	Ordinance				To extend the limits of the Borough of West Newton in the County of Westmoreland, State of Pennsylvania, by the annexation of those certain lots or sections of land as hereinafter particularly described, lying and situate in the township of South Huntingdon, Westmoreland County, adjacent to the said Borough of West Newton, fixing and determining the corporate boundary of said borough, regulating assessments in the annexed territory, and repealing all ordinances or parts of ordinances inconsistent herewith			1926-10-04		1926-10-04		t			\N							
5196	5763	Ordinance		1	1950	Annexing to the Borough of West Newton, land or territory situate in Township of South Huntingdon, Westmoreland County, Pennsylvania, adjacent to and south of said Borough and herein described					1950-04-06		t			\N							
5197	5763	Ordinance		1	1959	Approving the petition for annexing to the Borough of West Newton, a portion of South Huntingdon Township, Westmoreland County, Pennsylvania, adjacent to said Borough of West Newton and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the said Borough if the annexation thereof shall be approved by the Court of Quarter Sessions of said county	33	34	1959-02-19		1959-02-19		t			\N							
5198	5763	Ordinance		11	1958	Approving the petition for annexing to the Borough of West Newton, a portion of South Huntingdon Township, Westmoreland County, Pennsylvania, adjacent to said Borough of West Newton and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the said Borough if the annexation thereof shall be approved by the court of quarter sessions of said county 	31	32	1958-08-08		1958-08-08		t			\N							
5199	5763	Ordinance		3	1931	To extend the limits of the Borough of West Newton, in the County of Westmoreland, State of Pennsylvania, by the annexation of those certain lots or sections of land as hereinafter particularly described, lying and situate in the township of South Huntingdon, Westmoreland County, adjacent to the said Borough of West Newton, fixing and determining the corporate boundary of said borough, and repealing all ordinances or parts of ordinances inconsistent herewith			1931-06-02		1931-06-02		t			\N							
5200	5763	Ordinance		5	1931	To extend the limits of the Borough of West Newton in the County of Westmoreland, State of Pennsylvania, by the annexation of those certain lots or sections of land as hereinafter particularly described, lying and situate in the township of South Huntingdon, Westmoreland County, adjacent to the said Borough of West Newton, fixing and determining the corporate boundary of said borough, and repealing all ordinances or parts of ordinances inconsistent herewith			1931-12-07		1931-12-07		t			\N							
5201	5763	Ordinance		5	1953	Annexing to the Borough of West Newton land or territory situate in the Township of South Huntingdon, Westmoreland County, Pennsylvania, adjacent to and east of said Borough and herein described					1953-07-10		t			\N							
5202	5763	Ordinance		6	1947	Annexing to the Borough of West Newton land or territory situate in the Township of Rostraver, Pennsylvania, adjacent to and west of said Borough known as "West Side" and herein described					1947-11-12		t			\N							
5203	5763	Ordinance		6	1955	Approving the petition for annexing to the Borough of West Newton, a portion of South Huntingdon Township, Westmoreland County, Pennsylvania, adjacent to and said Borough of West Newton and hereinafter fully described, and providing that the said territory shall be annexed to and become upon a part of the said Borough if the annexation thereof shall be approved by the court of quarter sessions of said county			1955-08-12		1955-08-12		t			\N							
5204	5763	Ordinance		7	1934				1934-11-03		1934-12-31		t			\N							
5205	5763	Ordinance		7	1947	Annexing to the Borough of West Newton lands or territory situate in the Township of Rostraver, Westmoreland County, Pennsylvania, adjacent to the said Borough and herein described					1947-12-29		t			\N							
5206	5763	Ordinance		7	1961	Approving the petition for annexing to the Borough of West Newton, a portion of South Huntingdon Township, Westmoreland County, Pennsylvania, adjacent to said Borough of West Newton and hereinafter fully described, and providing that the said territory shall be annexed to and become a part of the said Borough if the annexation thereof shall be approved by the Court of Quarter Sessions of said county	89	90	1961-12-15		1961-12-15		t			\N							
5207	5763	Resolution							1901-12-19		1902-01-29		t			\N							
5208	5788	Ordinance				Annexing to the Borough of West York, a section of West Manchester Township, York County, Pennsylvania, adjacent to and lying to the northwest of said borough, herein described					1946-10-07		t			\N							1
5209	5788	Ordinance				Annexing to the Borough of West York a section of West Manchester Township, York County, Pennsylvania, adjacent to and lying to the northwest of said Borough, herein described					1953-09-21		t			\N							2
5211	5788	Ordinance				Annexing to the Borough of West York, a section of West Manchester Township, York County, Pennsylvania, adjacent to and lying to the northwest of said Borough, herein described					1939-11-20		t			\N							3
5212	5788	Ordinance				Annexing to the Borough of West York, a section of West Manchester Township, York County, Pennsylvania, adjacent to and lying to the northwest of said Borough, herein described					1941-10-20		t			\N							4
5213	5788	Ordinance				Annexing to the Borough of West York, York County, Pennsylvania, three (3) sections of land, situated in West Manchester Township, a Township of the Second Class, in York County, Pennsylvania, said three (3) tracts of land being adjacent to the Borough of West York and described herein			1962-12-17		1962-12-17		t			\N							5
5214	5788	Ordinance				Annexing to the Borough of West York, York County, Pennsylvania, two (2) sections of land, situated in West Manchester Township, A Township of the Second Class, in York County, Pennsylvania, said two (2) sections of land being adjacent to the Borough of West York and Described herein			1957-04-29		1957-04-29		t			\N							6
5215	5792	Ordinance		117		Declaring the annexing and admission into the Borough of Westmont of certain described contiguous land located in Lower Yoder Township, Cambria County, Pennsylvania, upon the petition of a majority of the freehold owners of said land, and extending the Borough limits so as to include said adjacent territory	24	24	1928-02-13		1928-02-18		t			\N							
5216	5792	Ordinance		204		Detaching certain territory, conditioned upon acceptance and annexation of same by the City of Johnstown, Pennsylvania	138	138	1941-06-02		1941-06-02		t			\N							
5217	5792	Ordinance		269		Providing for the annexation of a portion of Lower Yoder Township adjacent to the Borough of Westmont, Cambria County, Pennsylvania	237	238	1953-08-13		1953-08-13		t			\N							
5218	5792	Ordinance		274		Amending Ordinance No. 126, known as the Zoning Ordinance	249	250	1954-04-12		1954-04-12		t			\N							
5219	5792	Ordinance		305		Providing for the annexation of a portion of Upper Yoder Township adjacent to the Borough of Westmont, Cambria County, Pennsylvania	318	319	1957-03-04		1957-03-06		t			\N							
5220	5792	Ordinance		306		Providing for the annexation of a portion of Upper Yoder Township adjacent to the Borough of Westmont, Cambria County, Pennsylvania	321	322	1957-03-04		1957-03-06		t			\N							
5221	5792	Ordinance		307		Providing for the annexation of a portion of Upper Yoder Township adjacent to the Borough of Westmont, Cambria County, Pennsylvania	323	324	1957-03-04		1957-03-06		t			\N							
5222	5792	Ordinance		361			428	429	1960-10-10		1960-10-25		t			\N							
5223	5792	Ordinance		84		Declaring the annexing and admission into the Borough of Westmont of certain described contiguous land located in Upper Yoder and Lower Yoder Township, Cambria County, Pennsylvania upon the petition of a majority of the freehold owners of said land, and extending the Borough limits so as to include said adjacent territory	281	283	1924-07-07				t			\N							
5224	5792	Ordinance		85		Declaring the annexing and admission into the Borough of Westmont of certain described contiguous land located in Upper Yoder and Lower Yoder Township, Cambria County, Pennsylvania upon the petition of a majority of the freehold owners of said land, and extending the Borough limits so as to include said adjacent territory	284	286	1924-07-07				t			\N							
5225	5792	Ordinance		86		Declaring the annexing and admission into the Borough of Westmont of certain described contiguous land located in Upper Yoder Township, Cambria County, Pennsylvania upon the petition of a majority of the freehold owners of said land, and extending the Borough limits so as to include said adjacent territory	287	288	1925-03-23		1925-03-23		t			\N							
5226	5792	Ordinance		98		Declaring the annexing and admission into the Borough of Westmont of certain described contiguous land located in Lower Yoder Township, Cambria County, Pennsylvania, upon the petition of a majority of the freehold owners of said land, and extending the Borough limits so as to include said adjacent territory	5	5	1925-07-27		1925-07-27		t			\N							
