eventid	eventtype	eventmethod	eventlong	eventfrom	eventto	eventgranted	eventeffective	eventeffectivetypestatutory	eventeffectivetypepresumedsource	eventisrelevant	eventeffectiveorder	eventismapped	eventismappedtype	government
55063	89	1	Centreville Borough 1846 School District Separation	1846	1846	yes	1846-03-07	\N	1		0	f		\N
55064	89	1	Northeast School District 1846 Creation	1846	1846	yes	1846-03-07	\N	1		0	f		\N
55065	89	1	Lyons School District 1850 Creation	1850	1850	yes	1850-05-06	\N	1		0	f		\N
55066	45	1	East Brunswick School District-McKeansburg School District 1850 New Name	1850	1850	yes	1850-05-06	\N	1		0	f		\N
55067	89	1	East Brunswick School District 1838 Creation	1838	1838	yes	1838-04-16	\N	1		0	f		\N
55068	89	1	Pine Grove Township 1838 Independent School District	1838	1838	yes	1838-04-16	\N	1		0	f		\N
55069	91	1	East Brunswick School District 1845 School District Boundary Realignment	1845	1845	yes	1845-03-10	\N	1		0	f		\N
55070	91	1	East Brunswick School District 1846 Annexation	1846	1846	yes	1846-02-13	\N	1		0	f		\N
55071	5	1	Berks County 1845 Charter Amendment	1845	1845	yes	1845-04-10	\N	1		0	f		\N
55072	89	1	Birmingham Borough-Warriors Mark Township 1844 New School District	1844	1844	yes	1844-01-22	\N	1		0	f		\N
55074	5	1	Easton Borough 1828 Charter Amendment	1828	1828	yes	1828-04-11	\N	4		0	f		\N
55075	35	1	Lewisburg Town 1812 Creation	1812	1812	yes	1812-03-31	\N	1		0	t		\N
55076	4	1	New York-Pennsylvania Proposed 1789 Boundary Realignment	1789	1789	unknown		\N	\N		0	f		\N
55077	4	1	Pennsylvania-Virginia Proposed 1784 Boundary Realignment	1784	1784	unknown		\N	\N		0	f		\N
55078	36	3	McKee Township Proposed 1859 Creation	1859	1860	no		\N	\N		0	f		\N
55079	36	3	Milford Township-Turbett Township Proposed 1820 New Township	1820	1820	no		\N	\N		0	f		\N
55080	2	3	Upper Bald Eagle Township-Potter Township 1791 Annexation	1791	1791	yes	1791-03-~01	\N	37		0	f		\N
55081	5	1	Northern Liberties District 1819 Charter Amendment	1819	1819	yes	1819-03-16	\N	1		0	t		\N
55082	5	1	Moyamensing Township 1812 Charter Amendment	1812	1812	yes	1812-03-24	\N	1		0	f		\N
55083	36	3	Stockfield Township Proposed 1796 Creation	1796	1797	no		\N	\N		0	f		\N
55084	36	3	Lawrence Township Proposed 1815 Creation	1815	1815	no		\N	\N		0	f		\N
55085	4	3	Willingborough Township 1793 Boundary Realignment	1793	1793	yes	1793-04-~01	\N	37		0	f		\N
55086	36	3	New German Township Proposed 1793 Creation	1793	1793	no		\N	\N		0	f		\N
55087	2	3	Smith Township-Hanover Township 1830 Annexation	1830	1830	yes		\N	\N		0	f		\N
55088	36	3	Hanover Township-Smith Township Proposed 1793 New Township	1793	1793	no		\N	\N		0	f		\N
55089	2	3	Nottingham Township-Strabane Township 1792 Annexation	1792	1792	yes	1792-12-~01	\N	37		0	f		\N
55090	36	3	Strabane Township Proposed 1790 Division	1790	1790	unknown		\N	\N		0	f		\N
55091	36	3	Honey Brook Township Proposed 1734 Creation	1734	1734	no		\N	\N		0	f		\N
55092	4	3	Hamilton Township-Mullica Township to Hammonton Town 1866 Boundary Ascertainment	1866	1866	yes	1866-12-11	\N	85		0	f		\N
55093	58	7	Atlantic City City Proposed 1976 Mayor-Council Form (OMCL)	1976	1976	unknown		\N	\N		0	f		\N
55094	4	3	Dennis Township-Upper Township 1875 Boundary Ascertainment	1875	1875	yes		\N	\N		0	f		\N
55095	2	7	West Cape May Borough-Lower Township 1894 Annexation	1894	1894	yes		\N	\N		0	f		\N
55096	4	7	Deerfield Township-Millville City 1874 Boundary Ascertainment	1874	1874	yes		\N	\N		0	f		\N
55097	5	5	Middletown Township Ordinance 89-2128	1989	1989	unknown		\N	\N		0	f		\N
55100	2	7	Penn Township-Lumber City Borough Reconstructed 1942-1959 Annexation	1942	1959	yes?		\N	\N		0	t		\N
55101	34	5	East Rutherford Borough 1897 Name Shortening	1897	1897	yes	1897-06-04	\N	119		0	f		\N
55102	34	5	Lodi Borough 1897 Name Shortening	1897	1897	yes	1897-06-19	\N	119		0	f		\N
55103	34	5	Montvale Borough 1915 Name Shortening (2)	1915	1915	yes	1915-12-15	\N	119		0	f		\N
55104	34	5	Montvale Borough 1909 Name Shortening	1909	1909	yes	1909-05-19	\N	119		0	f		\N
55105	34	5	Park Ridge Borough 1898 Name Shortening	1898	1898	yes	1898-05-07	\N	119		0	f		\N
55106	30	7	Palisades Park Borough Proposed 1894 Creation	1894	1894	unknown		\N	\N		0	f		\N
55107	34	5	Riverside Borough 1914 Name Shortening	1905	1914	yes	1914-11-23	\N	119		0	f		\N
55108	34	5	Rutherford Borough 1900 Name Shortening	1900	1900	yes	1900-05-04	\N	119		0	f		\N
55109	34	5	Wood-Ridge Borough 1905 Name Shortening	1905	1905	yes	1905-03-06	\N	119		0	f		\N
55110	4	3	Morris County-Sussex County 1759 Boundary Ascertainment	1758	1759	yes	1759-02-~01	\N	83		0	f		\N
55111	4	3	Greenwich Township-Mansfield Township-Oxford Township 1801 Boundary Ascertainment	1801	1801	yes		\N	\N		0	f		\N
55112	9	7	Franklin Borough-Hardyston Township Proposed 1996 Consolidation	1996	1997	no		\N	\N		0	f		\N
55113	10	3	Dunellen Borough 1895 Separation	1895	1895	yes		\N	\N		0	f		\N
55114	4	7	Middlesex County-Monmouth County Proposed 1896 Boundary Ascertainment	1896	1897	unknown		\N	\N		0	f		\N
55115	30	3	Beach Haven Borough Proposed 1889 Creation	1889	1889	unknown		\N	\N		0	f		\N
55116	30	3	Barnegat Park Borough Proposed 1893 Creation (1)	1893	1893	unknown		\N	\N		0	f		\N
55117	30	3	Barnegat Park Borough Proposed 1893 Creation (2)	1893	1893	unknown		\N	\N		0	f		\N
55118	34	5	Long Beach City Borough 1897 Name Shortening	1897	1897	yes	1897-05-31	\N	119		0	f		\N
55119	4	5	Berkeley Township 1957 Ordinance	1957	1957	yes		\N	61		0	f		\N
55120	4	5	Stafford Township-Union Township 1965 Boundary Ascertainment	1964	1965	yes		\N	\N		0	f		\N
55121	4	3	Eagleswood Township-Little Egg Harbor Township 1934 Boundary Ascertainment	1934	1934	yes		\N	\N		0	f		\N
55122	4	5	Berkeley Township-Manchester Township 1957 Boundary Ascertainment	1957	1957	yes		\N	\N		0	f		\N
55123	4	7	Dover Township-Manchester Township Proposed 1966 Boundary Realignment	1966	1966	unknown		\N	\N		0	f		\N
55125	5	7	Dover Township Proposed 1992 Charter Amendment	1992	1992	no		\N	\N		0	f		\N
55126	5	7	Jackson Township Proposed 1992 Charter Amendment	1992	1992	unknown		\N	\N		0	f		\N
55127	5	7	Lakewood Township Proposed 1992 Charter Amendment	1992	1992	no		\N	\N		0	f		\N
55128	5	7	Barnegat Township Proposed 1993 Charter Amendment	1993	1993	no		\N	\N		0	f		\N
55129	4	7	Oxford Township-Washington Township Proposed 1876 Boundary Realignment	1876	1876	unknown		\N	\N		0	f		\N
55130	2	7	Pohatcong Township-Phillipsburg Town Proposed 2006 Annexation	2006	2006	no		\N	\N		0	f		\N
55132	2	7	Pohatcong Township-Phillipsburg Town Proposed 1984 Annexation	1984	1986	unknown		\N	\N		0	f		\N
55133	40	7	Wrightstown Borough 1952 Plat Recording	1952	1952	yes		\N	\N		0	f		\N
55134	40	7	Wrightstown Borough 1960 Plat Recording	1960	1960	yes		\N	\N		0	f		\N
55135	4	3	Egg Harbor Township 1741 Boundary Realignment	1741	1741	yes	1741[-05-05J	\N	34		0	f		\N
55136	34	7	Little Egg Harbor Township 1753 Creation	1753	1753	yes+	1753-05-~01	\N	25		0	f		\N
55137	4	7	Burlington County-Gloucester County 1808 Boundary Ascertainment	1807	1808	yes		\N	\N		0	f		\N
55138	4	3	Gloucester County 1835 Township Boundary Ascertainment	1834	1835	yes		\N	\N		0	f		\N
55139	4	7	Gloucester County-Salem County Proposed 1947 Boundary Realignment	1947	1950	unknown		\N	\N		0	f		\N
55140	4	3	Freehold Township-Howell Township 1840 Boundary Ascertainment	1840	1840	yes		\N	\N		0	f		\N
55141	4	3	Freehold Township-Upper Freehold Township 1827 Boundary Ascertainment	1827	1827	yes		\N	\N		0	f		\N
55142	34	7	Allentown Borough 1897 Name Shortening	1897	1897	yes	1897-07-03	\N	119		0	f		\N
55143	7	7	Belmar Borough Proposed 1893 Charter Revival	1893	1893	no		\N	\N		0	f		\N
55144	30	7	Bradley Beach Borough Proposed 1892 Creation	1892	1893	no		\N	61		0	f		\N
55145	34	5	Bradley Beach Borough 1897 Name Shortening	1897	1897	yes	1897-06-23	\N	119		0	f		\N
55146	34	5	Manasquan Borough 1897 Name Shortening	1897	1897	yes	1897-11-06	\N	119		0	f		\N
55147	35	7	Princeton Town Proposed 1978 Creation	1978	1979	no		\N	\N		0	f		\N
55148	40	7	Hopewell Borough 1893 Plat Recording	1893	1893	yes		\N	\N		0	f		\N
55149	40	7	Hopewell Borough 1956 Plat Recording	1956	1956	yes		\N	\N		0	f		\N
55150	34	5	Madison Borough 1897 Name Shortening	1897	1897	yes	1897-07-01	\N	119		0	f		\N
55151	30	3	Landing Borough Proposed 1890 Creation	1890	1890	unknown		\N	\N		0	f		\N
55152	34	5	Netcong Borough 1910 Name Shortening	1909	1910	yes	1910-01-11	\N	119		0	f		\N
55153	30	3	Chatham Borough Proposed 1896 Creation	1896	1896	unknown		\N	\N		0	f		\N
55154	36	3	Richland Township Proposed 1902 Division	1902	1902	no		\N	\N		0	f		\N
55156	6	3	Morrisville Borough 1883 Charter Amendment (Executive)	1883	1883	yes	1883-12-10	\N	34		0	f		\N
55157	91	3	Lower Makefield Township-Newtown Township Proposed 1890 School District Annexation	1890	1890	no		\N	\N		0	f		\N
55158	40	7	Elizabeth Borough 1928 Plat Recording	1927	1928	yes	1928-01-03	\N	127		0	f		\N
55176	2	7	Waterford Township-Waterford Borough Reconstructed 1834-1835 Annexation	1834	1835	yes?		\N	\N		0	t		\N
55177	2	7	Waterford Township-Waterford Borough Reconstructed 1925-1953 Annexation	1925	1953	yes?		\N	\N		0	t		\N
55178	2	7	Waterford Township-Waterford Borough Reconstructed 1940-1967 Annexation	1940	1967	yes?		\N	\N		0	t		\N
55179	2	7	Union Township-Finleyville Borough Reconstructed 1896-1928 Annexation	1896	1928	yes?		\N	\N		0	t		\N
55180	36	3	Allegheny Township 1820 Creation	1820	1820	yes+		\N	\N		0	f		\N
55181	36	3	Conemaugh Township (Westmoreland) 1801 Creation	1801	1801	yes+		\N	\N		0	f		\N
55182	89	1	Hampton School District 1850 Creation	1850	1850	yes	1850-03-11	\N	1		0	f		\N
55183	91	1	Butler County-Perry Township 1850 School District Annexation	1850	1850	yes	1850-03-11	\N	1		0	f		\N
55184	95	1	Perry Township-Butler County 1857 School District Reversion	1857	1857	yes	1857-05-01	\N	1		0	f		\N
55185	91	1	Blair Township-Gaysport Borough 1850 School District Annexation	1850	1850	yes	1850-03-11	\N	1		0	f		\N
55186	2	7	Snowden Township-Baldwin Township Reconstructed 1851-1862 Annexation	1851	1862	yes?		\N	\N		0	t		\N
55187	2	7	Pitt Township-Huntingdon Township Reconstructed 1773-1786 Annexation	1773	1786	yes?		\N	\N		0	t		\N
55188	2	7	Middlesex Township-Adams Township Reconstructed 1901-1908 Annexation	1901	1908	yes?		\N	\N		0	t		\N
55190	2	5	Mercer Township 1979 Ordinance	1979	1979	yes	1979-12-24	\N	69		0	t		\N
55192	4	3	Marion Township-Mercer Township 2003 Boundary Ascertainment	2001	2003	yes	2003-12-22	\N	34		0	f		\N
55193	2	7	Jackson Township-Harmony Borough Reconstructed 1840-1908 Annexation	1840	1908	yes?		\N	\N		0	t		\N
55194	4	7	Brady Township-Slippery Rock Township 1968-1982 Reconstructed Boundary Realignment	1968	1982	yes?		\N	\N		0	f		\N
55195	9	5	Wheatland Borough-Hermitage City 2024 Merger	2022	2024	future		\N	\N		0	t		\N
55196	4	7	Big Beaver Township-South Beaver Township to New Sewickley Township-North Sewickley Township Reconstructed 1801-1802 Boundary Realignment	1801	1802	yes?	1802-~03-~20	\N	\N		0	t		\N
55197	2	7	Franklin Township-Prospect Borough Reconstructed 1846-1874 Annexation	1846	1874	yes?		\N	\N		0	t		\N
55198	2	7	Franklin Township-Prospect Borough Reconstructed 1874-1911 Annexation	1874	1911	yes?		\N	\N		0	t		\N
55199	2	7	Karns City Borough-Fairview Township Reconstructed 1875-1950 Annexation	1875	1950	yes?		\N	\N		0	t		\N
55200	40	5	Franklin Borough 1912 Plat Recording	1911	1912	yes	1912-03-07	\N	127		0	f		\N
55205	2	7	East Hanover Township-Union Township Reconstructed 1842-1860 Annexation	1842	1860	yes?		\N	\N		0	t		\N
55206	2	7	North Cornwall Township-South Lebanon Township Reconstructed 1899-1911 Annexation	1899	1911	yes?		\N	\N		0	t		\N
55207	2	7	Cumberland Township-Franklin Township-Hamiltonban Township to Freedom Township Reconstructed 1858-1863 Annexation	1858	1863	yes?		\N	\N		0	t		\N
55208	2	3	Milford Township-Fermanagh Township 1795 Annexation	1795	1795	yes+		\N	\N		0	f		\N
55210	2	5	Patterson Borough 1903 Ordinance	1903	1904	yes	1904-12-08	\N	34		0	t		\N
55211	2	5	Mifflintown Borough 1969 Ordinance	1969	1970	no		\N	\N		0	f		\N
55212	2	5	Mifflintown Borough 1970 Ordinance	1970	1970	no		\N	\N		0	f		\N
55213	2	7	Fermanagh Township-Mifflintown Borough Reconstructed 1873-1876 Annexation (Schweier)	1873	1876	yes?		\N	\N		0	t		\N
55214	2	5	New Alexandria Borough Ordinance 9	1867	1867	yes	1867-04-29	\N	69		0	t		\N
55215	30	3	McAlisterville Borough Proposed 1892 Creation	1892	1892	no		\N	\N		0	f		\N
55216	9	3	Thompsontown Borough-Delaware Township Proposed 1875 Merger	1875	1875	no		\N	\N		0	f		\N
55217	2	7	Fermanagh Township-Mifflintown Borough Reconstructed 1869-1874 Annexation (Patterson)	1869	1874	yes?		\N	\N		0	t		\N
55218	2	7	Fermanagh Township-Mifflintown Borough Reconstructed 1877 Annexation (Parker)	1877	1877	yes?		\N	\N		0	t		\N
55219	2	7	Fermanagh Township-Mifflintown Borough Reconstructed 1873-1888 Annexation (McAllister)	1873	1888	yes?		\N	\N		0	t		\N
55220	2	7	Milford Township-Port Royal Borough Reconstructed 1941-1959 Annexation	1941	1959	yes?		\N	\N		0	t		\N
55221	2	5	Johnstown City Special Ordinance 132	1892	1892	unknown		\N	\N		0	f		\N
55222	2	5	Johnstown City Special Ordinance 133	1892	1892	yes		\N	\N		0	t		\N
55223	24	2	Towamencin Township Proposed 2022 Home Rule	2022	2022	pending		\N	\N		0	f		\N
55224	4	7	Delano Township-Kline Township 1886 Boundary Ascertainment	1886	1886	yes?	1886-06-21	\N	37		0	f		\N
55226	4	3	Centreville Township-Pittsgrove Township 1824 Boundary Ascertainment	1824	1824	yes		\N	\N		0	f		\N
55227	4	3	Elsinboro Township-Salem Township 1852 Boundary Ascertainment	1852	1852	yes		\N	\N		0	f		\N
55228	4	3	Lower Alloways Creek Township-Upper Alloways Creek Township 1858 Boundary Ascertainment	1858	1858	yes		\N	\N		0	f		\N
55229	4	3	Mannington Township-Upper Alloways Creek Township 1858 Boundary Ascertainment	1857	1858	yes		\N	\N		0	f		\N
55230	4	3	Elsinboro Township-Lower Alloways Creek Township 1859 Boundary Ascertainment	1857	1859	yes		\N	\N		0	f		\N
55231	95	3	South Bend Township-Plumcreek Township Proposed 1941 School District Reversion	1941	1941	unknown		\N	\N		0	f		\N
55233	89	1	Strongsburg and North Pinegrove School District 1840 Creation	1840	1840	yes	1840-03-07	\N	1		0	f		\N
55234	89	1	Harmony School District 1841 Creation	1841	1841	yes	1841-04-10	\N	1		0	f		\N
55235	90	3	Cross Roads Independent School District 1941 Dissolution	1941	1941	yes	1941-07-01	\N	42		0	f		\N
55236	89	7	Avonmore School District 1938 Creation	1938	1938	yes+		\N	\N		0	f		\N
55237	90	3	Union Independent School District of Oxford Township-Oxford Township 1938 School District Merger	1938	1938	yes+		\N	\N		0	f		\N
55238	90	3	Jefferson Borough-Jefferson Township 1938 School District Merger	1938	1938	yes+		\N	\N		0	f		\N
55239	90	3	Roaring Brook Township-Elmhurst Borough 1938 School District Merger	1938	1938	yes	1938-07-01	\N	4		0	f		\N
55240	90	3	Reed Township-Halifax Township Proposed 1938 School District Merger	1938	1938	no		\N	\N		0	f		\N
55241	9	3	Landisburg Borough-Tyrone Township Proposed 1941 Merger	1941	1942	no		\N	\N		0	f		\N
55242	36	3	New Britain Township Proposed 1723 Creation	1723	1723	no		\N	\N		0	f		\N
55243	117	7	Government Name: Spring, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54198
55244	117	7	Government Name: Royer's Ford, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54201
55245	117	7	Government Name: Honeybrook, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54212
55246	117	7	Government Name: Le Raysville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54230
55247	117	7	Government Name: Nanty-Glo, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54231
55248	117	7	Government Name: Osceola Mills, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54232
55249	117	7	Government Name: Allegheny, Township of (Potter, alternate) (PA)	0	0	government		\N	\N		0	f		54233
55250	117	7	Government Name: Barre, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54234
55251	117	7	Government Name: Bentleysville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54235
55252	117	7	Government Name: Berne, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54236
55253	117	7	Government Name: Berneville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54237
55254	117	7	Government Name: Bethal, Township of (Berks, alternate) (PA)	0	0	government		\N	\N		0	f		54238
55255	117	7	Government Name: Bethal, Township of (Fulton, alternate) (PA)	0	0	government		\N	\N		0	f		54239
55256	117	7	Government Name: Blacklick, Township of (Indiana, alternate) (PA)	0	0	government		\N	\N		0	f		54240
55257	117	7	Government Name: Bradfordwoods, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54241
55258	117	7	Government Name: Brothers Valley, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54244
55259	117	7	Government Name: Carmichael's, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54245
55260	117	7	Government Name: Catherine, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54246
55261	117	7	Government Name: Center, County of (alternate) (PA)	0	0	government		\N	\N		0	f		54247
55262	117	7	Government Name: Center Hall, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54248
55263	117	7	Government Name: Centre, Township of (Snyder, alternate) (PA)	0	0	government		\N	\N		0	f		54249
55264	117	7	Government Name: Centre Port, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54250
55265	117	7	Government Name: Charlestown, Township of (Tioga, alternate) (PA)	0	0	government		\N	\N		0	f		54251
55266	117	7	Government Name: Cherry Hill, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54252
55267	117	7	Government Name: Cherry Tree, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54253
55268	117	7	Government Name: Cherrytree, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54254
55269	117	7	Government Name: Chestnut Hill, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54255
55270	117	7	Government Name: Conaquenessing, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54257
55271	117	7	Government Name: Conoquenessing, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54258
55272	117	7	Government Name: Conowago, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54259
55273	117	7	Government Name: Cook, Township of (Cumberland, alternate) (PA)	0	0	government		\N	\N		0	f		54260
55274	117	7	Government Name: Delaware Watergap, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54261
55275	117	7	Government Name: Denison, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54262
55276	117	7	Government Name: Dickson, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54263
55277	117	7	Government Name: Dorranceton, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54264
55278	117	7	Government Name: Dorrancetown, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54265
55279	117	7	Government Name: Du Bois, City of (alternate) (PA)	0	0	government		\N	\N		0	f		54266
55280	117	7	Government Name: Du Boistown, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54267
55281	117	7	Government Name: Edgemont, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54268
55282	117	7	Government Name: Edgmond, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54269
55283	117	7	Government Name: Elklick, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54270
55284	117	7	Government Name: Ephratah, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54271
55285	117	7	Government Name: Ephratah, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54272
55286	117	7	Government Name: Fallbrook, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54273
55287	117	7	Government Name: Finley, Township of (Mercer, alternate) (PA)	0	0	government		\N	\N		0	f		54274
55288	117	7	Government Name: Franklin, Borough of (York, alternate) (PA)	0	0	government		\N	\N		0	f		54275
55289	117	7	Government Name: Gallaher, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54276
55290	117	7	Government Name: Gallauher, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54277
55291	117	7	Government Name: George, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54278
55292	117	7	Government Name: Geulich, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54279
55293	117	7	Government Name: Glenosborne, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54280
55294	117	7	Government Name: Glenosburn, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54281
55295	117	7	Government Name: Green, Township of (Clinton, alternate) (PA)	0	0	government		\N	\N		0	f		54282
55296	117	7	Government Name: Green Castle, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54283
55297	117	7	Government Name: Greene, Township of (Indiana, alternate) (PA)	0	0	government		\N	\N		0	f		54284
55298	117	7	Government Name: Greenlane, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54285
55299	117	7	Government Name: Half Moon, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54286
55300	117	7	Government Name: Hallam, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54287
55301	117	7	Government Name: Hazel, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54288
55302	117	7	Government Name: Hellam, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54289
55303	117	7	Government Name: Hills Grove, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54290
55304	117	7	Government Name: Jennersville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54292
55305	117	7	Government Name: Kiskiminitas, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54293
55306	117	7	Government Name: Klein, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54294
55307	117	7	Government Name: La Porte, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54295
55308	117	7	Government Name: La Porte, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54296
55309	117	7	Government Name: Le Boeuf, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54297
55310	117	7	Government Name: Leboeuf, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54298
55311	117	7	Government Name: Logansville, Borough of (York, alternate) (PA)	0	0	government		\N	\N		0	f		54299
55312	117	7	Government Name: Londongrove, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54300
55313	117	7	Government Name: Long Swamp, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54301
55314	117	7	Government Name: Lower Uwchlan, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54302
55315	117	7	Government Name: Maiden Creek, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54303
55316	117	7	Government Name: Maine, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54304
55317	117	7	Government Name: Martickville, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54305
55318	117	7	Government Name: Marticville, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54306
55319	117	7	Government Name: Middle Creek, Township of (Somerset, alternate) (PA)	0	0	government		\N	\N		0	f		54307
55320	117	7	Government Name: Middle Creek, Township of (Snyder, alternate) (PA)	0	0	government		\N	\N		0	f		54308
55321	117	7	Government Name: Milcreek, Township of (Lebanon, alternate) (PA)	0	0	government		\N	\N		0	f		54309
55322	117	7	Government Name: Milcreek, Township of (Clarion, alternate) (PA)	0	0	government		\N	\N		0	f		54310
55323	117	7	Government Name: Milheim, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54311
55324	117	7	Government Name: Mill Creek, Township of (Lebanon, alternate) (PA)	0	0	government		\N	\N		0	f		54312
55325	117	7	Government Name: Mill Creek, Township of (Clarion, alternate) (PA)	0	0	government		\N	\N		0	f		54313
55326	117	7	Government Name: Monroeton, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54314
55327	117	7	Government Name: Mount Holly Spring, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54315
55328	117	7	Government Name: Mountjoy, Township of (Adams, alternate) (PA)	0	0	government		\N	\N		0	f		54316
55329	117	7	Government Name: Muddycreek, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54317
55330	117	7	Government Name: Newcastle, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54318
55331	117	7	Government Name: North Moreland, Township of (Wyoming, alternate) (PA)	0	0	government		\N	\N		0	f		54319
55332	117	7	Government Name: North-East, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54320
55333	117	7	Government Name: Northeast, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54321
55334	117	7	Government Name: Oilcreek, Township of (Venango, alternate) (PA)	0	0	government		\N	\N		0	f		54322
55335	117	7	Government Name: Penns, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54323
55336	117	7	Government Name: Phenixville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54324
55337	117	7	Government Name: Pinecreek, Township of (Jefferson, alternate) (PA)	0	0	government		\N	\N		0	f		54325
55338	117	7	Government Name: Pinegrove, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54326
55339	117	7	Government Name: Pinegrove, Township of (Schuylkill, alternate) (PA)	0	0	government		\N	\N		0	f		54327
55340	117	7	Government Name: Rail Road, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54328
55341	117	7	Government Name: Red Bank, Township of (Armstrong, alternate) (PA)	0	0	government		\N	\N		0	f		54329
55342	117	7	Government Name: Red Bank, Township of (Clarion, alternate) (PA)	0	0	government		\N	\N		0	f		54330
55343	117	7	Government Name: Reimersburg, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54331
55344	117	7	Government Name: Ridgbury, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54332
55345	117	7	Government Name: Robeson, Township of (Washington, alternate) (PA)	0	0	government		\N	\N		0	f		54333
55346	117	7	Government Name: Rockhill Furnace, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54334
55347	117	7	Government Name: Roulet, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54335
55348	117	7	Government Name: Ryon, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54336
55349	117	7	Government Name: Saint Clairville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54337
55350	117	7	Government Name: Salsberg, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54338
