sourceitemid	source	sourceitemedition	sourceitemvolume	sourceitemyear	sourceitemurl	sourceitemurlcomplete	sourceitemurlcompletepart	sourceitempublicdomain	sourceitempublicdomainreason	sourceitemreferenceyearfrom	sourceitemreferenceyearto	sourceitemreferencevolume	sourceitemurlafter	sourceitemlocal
6612	376		26	\N	https://archive.org/details/pghmunicipalrecord1893	f	t	\N		1893	1893			f
6613	376		27	\N	https://archive.org/details/pghmunicipalrecord1894	f	t	\N		1894	1894			f
6614	376		28	\N	https://archive.org/details/pghmunicipalrecord1895	f	t	\N		1895	1895			f
6615	376		29	\N	https://archive.org/details/pghmunicipalrecord1896	f	t	\N		1896	1896			f
6616	376		30	\N	https://archive.org/details/pghmunicipalrecordcommon1897	f	t	\N		1897	1897			f
6617	376		31	\N	https://archive.org/details/pghmunicipalrecordselect1898	f	t	\N		1898	1898			f
6618	376		32	\N	https://archive.org/details/pghmunicipalrecordcommon1899	f	t	\N		1899	1899			f
6619	376		33	\N	https://archive.org/details/Pghmunicipalrecordcommon1900	f	t	\N		1900	1900			f
6620	376		34	\N	https://archive.org/details/Pghmunicipalrecordselect1901	f	t	\N		1901	1901			f
6621	376		35	\N	https://archive.org/details/Pghmunicipalrecord1902	f	t	\N		1902	1903			f
6622	376		36	\N	https://archive.org/details/Pghmunicipalrecord1903	f	t	\N		1903	1903			f
6623	376		37	\N	https://archive.org/details/Pghmunicipalrecord1904	f	t	\N		1904	1905			f
6624	376		38	\N	https://archive.org/details/Pghmunicipalrecord1905	f	t	\N		1905	1906			f
6625	376		39	\N	https://archive.org/details/Pghmunicipalrecord1906	f	t	\N		1906	1907			f
6626	376		40	\N	https://archive.org/details/Pghmunicipalrecordselect1907	f	t	\N		1907	1909			f
6627	376		41	\N	https://archive.org/details/Pghmunicipalrecordcommon1907	f	t	\N		1907	1909			f
6628	376		42	\N	https://archive.org/details/Pghmunicipalrecord1909	f	t	\N		1909	1910			f
6629	376		43	\N	https://archive.org/details/Pghmunicipalrecord1910	f	t	\N		1910	1911			f
6630	376		44	\N	https://archive.org/details/Pghmunicipalrecord1911	f	t	\N		1911	1911			f
6631	376		45	\N	https://archive.org/details/Pghmunicipalrecord1911part2	f	t	\N		1911	1911			f
6632	376		46	\N	https://archive.org/details/Pghmunicipalrecord1912	f	t	\N		1912	1912			f
6633	376		47	\N	https://archive.org/details/Pghmunicipalrecord1913	f	t	\N		1913	1913			f
6634	376		48	\N	https://archive.org/details/Pghmunicipalrecord1914	f	t	\N		1914	1914			f
6635	376		49	\N	https://archive.org/details/Pghmunicipalrecord1915	f	t	\N		1915	1915			f
6636	376		50	\N	https://archive.org/details/Pghmunicipalrecord1916	f	t	\N		1916	1916			f
6637	376		51	\N	https://archive.org/details/Pghmunicipalrecord1917	f	t	\N		1917	1917			f
6638	376		52	\N	https://archive.org/details/Pghmunicipalrecord1918	f	t	\N		1918	1918			f
6639	376		53	\N	https://archive.org/details/Pghmunicipalrecord1919	f	t	\N		1919	1919			f
6640	376		54	\N	https://archive.org/details/Pghmunicipalrecord1920	f	t	\N		1920	1920			f
6641	376		55	\N	https://archive.org/details/Pghmunicipalrecord1921	f	t	\N		1921	1921			f
6642	376		56	\N	https://archive.org/details/Pghmunicipalrecord1922	f	t	\N		1922	1922			f
6643	376		57	\N	https://archive.org/details/Pghmunicipalrecord1923	f	t	\N		1923	1923			f
6644	376		58	\N	https://archive.org/details/Pghmunicipalrecord1924	f	t	\N		1924	1924			f
6645	376		59	\N	https://archive.org/details/Pghmunicipalrecord1925	f	t	\N		1925	1925			f
6646	376		60	\N	https://archive.org/details/Pghmunicipalrecord1926	f	t	\N		1926	1926			f
6647	376		61	\N	https://archive.org/details/Pghmunicipalrecord1927	f	t	\N		1927	1927			f
6648	376		62	\N	https://archive.org/details/Pghmunicipalrecord1928	f	t	\N		1928	1928			f
6649	376		63	\N	https://archive.org/details/Pghmunicipalrecord1929	f	t	\N		1929	1929			f
6650	376		64	\N	https://archive.org/details/Pghmunicipalrecord1930	f	t	\N		1930	1930			f
6651	376		65	\N	https://archive.org/details/Pghmunicipalrecord1931	f	t	\N		1931	1931			f
6652	376		66	\N	https://archive.org/details/Pghmunicipalrecord1932	f	t	\N		1932	1932			f
6653	376		67	\N	https://archive.org/details/Pghmunicipalrecord1933	f	t	\N		1933	1933			f
6654	376		68	\N	https://archive.org/details/Pghmunicipalrecord1934	f	t	\N		1934	1934			f
6655	376		69	\N	https://archive.org/details/Pghmunicipalrecord1935	f	t	\N		1935	1935			f
6656	376		70	\N	https://archive.org/details/Pghmunicipalrecord1936	f	t	\N		1936	1936			f
6657	376		71	\N	https://archive.org/details/Pghmunicipalrecord1937	f	t	\N		1937	1937			f
6658	376		72	\N	https://archive.org/details/Pghmunicipalrecord1938	f	t	\N		1938	1938			f
6659	376		73	\N	https://archive.org/details/Pghmunicipalrecord1939	f	t	\N		1939	1939			f
6660	376		74	\N	https://archive.org/details/Pghmunicipalrecord1940	f	t	\N		1940	1940			f
6661	376		75	\N	https://archive.org/details/Pghmunicipalrecord1941	f	t	\N		1941	1941			f
6662	376		76	\N	https://archive.org/details/Pghmunicipalrecord1942	f	t	\N		1942	1942			f
6663	376		77	\N	https://archive.org/details/Pghmunicipalrecord1943	f	t	\N		1943	1943			f
6664	376		78	\N	https://archive.org/details/Pghmunicipalrecord1944	f	t	\N		1944	1944			f
6665	376		79	\N	https://archive.org/details/Pghmunicipalrecord1945	f	t	\N		1945	1945			f
6666	376		80	\N	https://archive.org/details/Pghmunicipalrecord1946	f	t	\N		1946	1946			f
6667	376		81	\N	https://archive.org/details/Pghmunicipalrecord1947	f	t	\N		1947	1947			f
6668	376		82	\N	https://archive.org/details/Pghmunicipalrecord1948	f	t	\N		1948	1948			f
6669	376		83	\N	https://archive.org/details/Pghmunicipalrecord1949	f	t	\N		1949	1949			f
6670	376		84	\N	https://archive.org/details/Pghmunicipalrecord1950	f	t	\N		1950	1950			f
6671	376		85	\N	https://archive.org/details/Pghmunicipalrecord1951	f	t	\N		1951	1951			f
6672	376		86	\N	https://archive.org/details/Pghmunicipalrecord1952	f	t	\N		1952	1952			f
6673	376		87	\N	https://archive.org/details/Pghmunicipalrecord1953	f	t	\N		1953	1953			f
6674	376		88	\N	https://archive.org/details/Pghmunicipalrecord1954	f	t	\N		1954	1954			f
6675	376		89	\N	https://archive.org/details/Pghmunicipalrecord1955	f	t	\N		1955	1955			f
6676	376		90	\N	https://archive.org/details/Pghmunicipalrecord1956	f	t	\N		1956	1956			f
6677	376		91	\N	https://archive.org/details/Pghmunicipalrecord1957	f	t	\N		1957	1957			f
6678	376		92	\N	https://archive.org/details/Pghmunicipalrecord1958	f	t	\N		1958	1958			f
6679	376		93	\N	https://archive.org/details/Pghmunicipalrecord1959	f	t	\N		1959	1959			f
6680	376		94	\N	https://archive.org/details/vol-93-1960	f	t	\N		1960	1960			f
6681	376		95	\N	https://archive.org/details/Pghmunicipalrecord1961	f	t	\N		1961	1961			f
6682	376		96	\N	https://archive.org/details/Pghmunicipalrecord1962	f	t	\N		1962	1962			f
6683	376		97	\N	https://archive.org/details/Pghmunicipalrecord1963	f	t	\N		1963	1963			f
6684	376		98	\N	https://archive.org/details/Pghmunicipalrecord1964	f	t	\N		1964	1964			f
6685	376		99	\N	https://archive.org/details/Pghmunicipalrecord1965	f	t	\N		1965	1965			f
6686	376		100	\N	https://archive.org/details/Pghmunicipalrecord1966	f	t	\N		1966	1966			f
6687	376		101	\N	https://archive.org/details/Pghmunicipalrecord1967	f	t	\N		1967	1967			f
6688	376		102	\N	https://archive.org/details/Pghmunicipalrecord1968	f	t	\N		1968	1968			f
6689	376		103	\N	https://archive.org/details/Pghmunicipalrecord1969	f	t	\N		1969	1969			f
6690	376		104	\N	https://archive.org/details/Pghmunicipalrecord1970	f	t	\N		1970	1970			f
6691	376		105	\N	https://archive.org/details/Pghmunicipalrecord1971	f	t	\N		1971	1971			f
6692	376		106	\N	https://archive.org/details/Pghmunicipalrecord1972	f	t	\N		1972	1972			f
6693	376		107	\N	https://archive.org/details/Pghmunicipalrecord1973	f	t	\N		1973	1973			f
6694	376		108	\N	https://archive.org/details/Pghmunicipalrecord1974	f	t	\N		1974	1974			f
6695	376		109	\N	https://archive.org/details/Pghmunicipalrecord1975	f	t	\N		1975	1975			f
6696	376		110	\N	https://archive.org/details/Pghmunicipalrecord1976	f	t	\N		1976	1976			f
6697	376		111	\N	https://archive.org/details/Pghmunicipalrecord1977	f	t	\N		1977	1977			f
6698	376		112A	\N	https://archive.org/details/Pghmunicipalrecord1978volA	f	t	\N		1978	1978			f
6699	376		112B	\N	https://archive.org/details/Pghmunicipalrecord1978volB	f	t	\N		1978	1978			f
6700	376		113A	\N	https://archive.org/details/Pghmunicipalrecord1979volA	f	t	\N		1979	1979			f
6701	376		113B	\N	https://archive.org/details/Pghmunicipalrecord1979volB	f	t	\N		1979	1979			f
6702	376		114A	\N	https://archive.org/details/Pghmunicipalrecord1980volA	f	t	\N		1980	1980			f
6703	376		114B	\N	https://archive.org/details/Pghmunicipalrecord1980volB	f	t	\N		1980	1980			f
6704	376		115A	\N	https://archive.org/details/Pghmunicipalrecord1981volA	f	t	\N		1981	1981			f
6705	376		115B	\N	https://archive.org/details/Pghmunicipalrecord1981volB	f	t	\N		1981	1981			f
6706	376		116A	\N	https://archive.org/details/Pghmunicipalrecord1982volA	f	t	\N		1982	1982			f
6707	376		116B	\N	https://archive.org/details/Pghmunicipalrecord1982volB	f	t	\N		1982	1982			f
6708	376		117A	\N	https://archive.org/details/Pghmunicipalrecord1983volA	f	t	\N		1983	1983			f
6709	376		117B	\N	https://archive.org/details/Pghmunicipalrecord1983volB	f	t	\N		1983	1983			f
6710	376		118B	\N	https://archive.org/details/Pghmunicipalrecord1984voB	f	t	\N		1984	1984			f
6711	376		118A	\N	https://archive.org/details/Pghmunicipalrecord1984volA	f	t	\N		1984	1984			f
6712	376		119A	\N	https://archive.org/details/Pghmunicipalrecord1985volA	f	t	\N		1985	1985			f
6713	376		119B	\N	https://archive.org/details/Pghmunicipalrecord1985volB	f	t	\N		1985	1985			f
6714	376		120A	\N	https://archive.org/details/Pghmunicipalrecord1986volA	f	t	\N		1986	1986			f
6715	376		120B	\N	https://archive.org/details/Pghmunicipalrecord1986volB	f	t	\N		1986	1986			f
6716	376		121B	\N	https://archive.org/details/Pghmunicipalrecord1987volB	f	t	\N		1987	1987			f
6717	376		121A	\N	https://archive.org/details/pghmunicipalrecord1987volumeA	f	t	\N		1987	1987			f
6718	376		122A	\N	https://archive.org/details/Pghmunicipalrecord1988volA	f	t	\N		1988	1988			f
6719	376		122B	\N	https://archive.org/details/pghmunicipalrecord1988volb_202009	f	t	\N		1988	1988			f
6720	376		123A	\N	https://archive.org/details/pghmunicipalrecord1989vola_20200917	f	t	\N		1989	1989			f
6721	376		123B	\N	https://archive.org/details/Pghmunicipalrecord1989volB	f	t	\N		1989	1989			f
6722	376		124A	\N	https://archive.org/details/Pghmunicipalrecord1990volA	f	t	\N		1990	1990			f
6723	376		124B	\N	https://archive.org/details/Pghmunicipalrecord1990volB	f	t	\N		1990	1990			f
6724	376		125A	\N	https://archive.org/details/Pghmunicipalrecord1991volA	f	t	\N		1991	1991			f
6725	376		125B	\N	https://archive.org/details/Pghmunicipalrecord1991volB	f	t	\N		1991	1991			f
6726	376		126A	\N	https://archive.org/details/Pghmunicipalrecord1992volA	f	t	\N		1992	1992			f
6727	376		126A1	\N	https://archive.org/details/pghmunicipalrecord1992vola-1_202105	f	t	\N		1992	1992			f
6728	376		126B	\N	https://archive.org/details/Pghmunicipalrecord1992volB	f	t	\N		1992	1992			f
6729	376		127A1	\N	https://archive.org/details/Pghmunicipalrecord1993volA1	f	t	\N		1993	1993			f
6730	376		127B	\N	https://archive.org/details/Pghmunicipalrecord1993volB	f	t	\N		1993	1993			f
6731	376		128A	\N	https://archive.org/details/Pghmunicipalrecord1994volA	f	t	\N		1994	1994			f
6732	376		128A1	\N	https://archive.org/details/Pghmunicipalrecord1994volA-1	f	t	\N		1994	1994			f
6733	376		129A	\N	https://archive.org/details/pghmunicipalrecord1995vola_202010	f	t	\N		1995	1995			f
6734	376		129A1	\N	https://archive.org/details/Pghmunicipalrecord1995volA1	f	t	\N		1995	1995			f
6735	376		131A	\N	https://archive.org/details/Pghmunicipalrecord1997volA	f	t	\N		1997	1997			f
6736	376		131B	\N	https://archive.org/details/Pghmunicipalrecord1997volB	f	t	\N		1997	1997			f
6737	376		132A	\N	https://archive.org/details/Pghmunicipalrecord1998volA	f	t	\N		1998	1998			f
6738	376		132A1	\N	https://archive.org/details/Pghmunicipalrecord1998volA1	f	t	\N		1998	1998			f
6739	376		132B	\N	https://archive.org/details/Pghmunicipalrecord1998volB	f	t	\N		1998	1998			f
6740	376		132B1	\N	https://archive.org/details/Pghmunicipalrecord1998volB1	f	t	\N		1998	1998			f
6741	376		133A	\N	https://archive.org/details/Pghmunicipalrecord1999volA	f	t	\N		1999	1999			f
6742	376		133A1	\N	https://archive.org/details/Pghmunicipalrecord1999volA1	f	t	\N		1999	1999			f
6743	376		133B	\N	https://archive.org/details/Pghmunicipalrecord1999volB	f	t	\N		1999	1999			f
6744	376		133B1	\N	https://archive.org/details/Pghmunicipalrecord1999volB1	f	t	\N		1999	1999			f
6745	376		45:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1911part2	f	t	\N		1911	1911			f
6746	376		46:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1912	f	t	\N		1912	1912			f
6747	376		47:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1913	f	t	\N		1913	1913			f
6748	376		48:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1914	f	t	\N		1914	1914			f
6749	376		49:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1915	f	t	\N		1915	1915			f
6750	376		50:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1916	f	t	\N		1916	1916			f
6751	376		51:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1917	f	t	\N		1917	1917			f
6752	376		52:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1918	f	t	\N		1918	1918			f
6753	376		53:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1919	f	t	\N		1919	1919			f
6754	376		54:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1920	f	t	\N		1920	1920			f
6755	376		55:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1921	f	t	\N		1921	1921			f
6756	376		56:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1922	f	t	\N		1922	1922			f
6757	376		57:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1923	f	t	\N		1923	1923			f
6758	376		58:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1924	f	t	\N		1924	1924			f
6759	376		59:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1925	f	t	\N		1925	1925			f
6760	376		60:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1926	f	t	\N		1926	1926			f
6761	376		61:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1927	f	t	\N		1927	1927			f
6762	376		62:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1928	f	t	\N		1928	1928			f
6763	376		63:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1929	f	t	\N		1929	1929			f
6764	376		64:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1930	f	t	\N		1930	1930			f
6765	376		65:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1931	f	t	\N		1931	1931			f
6766	376		66:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1932	f	t	\N		1932	1932			f
6767	376		67:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1933	f	t	\N		1933	1933			f
6768	376		68:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1934	f	t	\N		1934	1934			f
6769	376		69:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1935	f	t	\N		1935	1935			f
6770	376		70:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1936	f	t	\N		1936	1936			f
6771	376		71:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1937	f	t	\N		1937	1937			f
6772	376		72:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1938	f	t	\N		1938	1938			f
6773	376		73:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1939	f	t	\N		1939	1939			f
6774	376		74:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1940	f	t	\N		1940	1940			f
6775	376		75:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1941	f	t	\N		1941	1941			f
6776	376		76:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1942	f	t	\N		1942	1942			f
6777	376		77:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1943	f	t	\N		1943	1943			f
6778	376		78:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1944	f	t	\N		1944	1944			f
6779	376		79:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1945	f	t	\N		1945	1945			f
6780	376		80:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1946	f	t	\N		1946	1946			f
6781	376		81:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1947	f	t	\N		1947	1947			f
6782	376		82:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1948	f	t	\N		1948	1948			f
6783	376		83:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1949	f	t	\N		1949	1949			f
6784	376		84:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1950	f	t	\N		1950	1950			f
6785	376		85:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1951	f	t	\N		1951	1951			f
6786	376		86:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1952	f	t	\N		1952	1952			f
6787	376		87:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1953	f	t	\N		1953	1953			f
6788	376		88:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1954	f	t	\N		1954	1954			f
6789	376		89:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1955	f	t	\N		1955	1955			f
6790	376		90:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1956	f	t	\N		1956	1956			f
6791	376		91:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1957	f	t	\N		1957	1957			f
6792	376		92:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1958	f	t	\N		1958	1958			f
6793	376		93:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1959	f	t	\N		1959	1959			f
6794	376		94:Appendix	\N	https://archive.org/details/vol-93-1960	f	t	\N		1960	1960			f
6795	376		95:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1961	f	t	\N		1961	1961			f
6796	376		96:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1962	f	t	\N		1962	1962			f
6797	376		97:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1963	f	t	\N		1963	1963			f
6798	376		98:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1964	f	t	\N		1964	1964			f
6799	376		99:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1965	f	t	\N		1965	1965			f
6800	376		100:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1966	f	t	\N		1966	1966			f
6801	376		101:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1967	f	t	\N		1967	1967			f
6802	376		102:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1968	f	t	\N		1968	1968			f
6803	376		103:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1969	f	t	\N		1969	1969			f
6804	376		104:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1970	f	t	\N		1970	1970			f
6805	376		105:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1971	f	t	\N		1971	1971			f
6806	376		106:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1972	f	t	\N		1972	1972			f
6807	376		107:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1973	f	t	\N		1973	1973			f
6808	376		108:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1974	f	t	\N		1974	1974			f
6809	376		109:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1975	f	t	\N		1975	1975			f
6810	376		110:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1976	f	t	\N		1976	1976			f
6811	376		111:Appendix	\N	https://archive.org/details/Pghmunicipalrecord1977	f	t	\N		1977	1977			f
6812	376		56:Appendix	\N	https://hdl.handle.net/2027/uiug.30112108223972	f	t	\N		\N	\N			f
6813	376		55:Appendix	\N	https://hdl.handle.net/2027/uiug.30112108223964	f	t	\N		\N	\N			f
6814	376		14:Common	\N	https://archive.org/details/pghmunicipalrecord1881	f	t	\N		1881	1881			f
6815	376		15:Common	\N	https://archive.org/details/pghmunicipalrecord1882	f	t	\N		1882	1882			f
6816	376		16:Common	\N	https://archive.org/details/pghmunicipalrecord1883	f	t	\N		1883	1883			f
6817	376		17:Common	\N	https://archive.org/details/pghmunicipalrecord1884	f	t	\N		1884	1884			f
6818	376		18:Common	\N	https://archive.org/details/pghmunicipalrecord1885	f	t	\N		1885	1885			f
6819	376		19:Common	\N	https://archive.org/details/pghmunicipalrecord1886	f	t	\N		1886	1886			f
6820	376		20:Common	\N	https://archive.org/details/pghmunicipalrecord1887	f	t	\N		1887	1887			f
6821	376		23:Common	\N	https://archive.org/details/pghmunicipalrecord1890	f	t	\N		1890	1890			f
6885	1665		1:1	\N	https://archive.org/details/documentsrelatin01whit	f	t	\N		\N	\N			f
6886	1665		1:1	\N	https://archive.org/details/documentsrelatin02whit	f	t	\N		\N	\N			f
6887	1665		1:2	\N	https://archive.org/details/documentsrelatin02newjuoft	f	t	\N		\N	\N			f
6888	1665		1:2	\N	https://archive.org/details/documentsrelatin03whit	f	t	\N		\N	\N			f
6889	1665		1:2	\N	https://archive.org/details/documentsrelatin04whit	f	t	\N		\N	\N			f
6890	1665		1:2	\N	https://archive.org/details/documentsrelatin02whit_0	f	t	\N		\N	\N			f
6891	1665		1:3	\N	https://archive.org/details/documentsrelatin03newjuoft	f	t	\N		\N	\N			f
6892	1665		1:3	\N	https://archive.org/details/documentsrelatin03whit_0	f	t	\N		\N	\N			f
6893	1665		1:3	\N	https://archive.org/details/documentsrelatin05whit	f	t	\N		\N	\N			f
6894	1665		1:3	\N	https://archive.org/details/documentsrelatin06whit	f	t	\N		\N	\N			f
6895	1665		1:3	\N	https://archive.org/details/administrationso03whit	f	t	\N		\N	\N			f
6896	1665		1:4	\N	https://archive.org/details/documentsrelatin04newjuoft	f	t	\N		\N	\N			f
6897	1665		1:4	\N	https://archive.org/details/documentsrelatin04whit_0	f	t	\N		\N	\N			f
6898	1665		1:4	\N	https://archive.org/details/documentsrelatin07whit	f	t	\N		\N	\N			f
6899	1665		1:4	\N	https://archive.org/details/documentsrelatin08whit	f	t	\N		\N	\N			f
6900	1665		1:4	\N	https://archive.org/details/documentsrelatin0004unse	f	t	\N		\N	\N			f
6901	1665		1:5	\N	https://archive.org/details/documentsrelatin05newjuoft	f	t	\N		\N	\N			f
6902	1665		1:5	\N	https://archive.org/details/documentsrelatin09whit	f	t	\N		\N	\N			f
6903	1665		1:5	\N	https://archive.org/details/documentsrelatin10whit	f	t	\N		\N	\N			f
6904	1665		1:5	\N	https://archive.org/details/administrationso05whit	f	t	\N		\N	\N			f
6905	1665		1:6	\N	https://archive.org/details/documentsrelatin00whit	f	t	\N		\N	\N			f
6906	1665		1:6	\N	https://archive.org/details/documentsrelatin06newjuoft	f	t	\N		\N	\N			f
6907	1665		1:6	\N	https://archive.org/details/documentsrelatin11whit	f	t	\N		\N	\N			f
6908	1665		1:6	\N	https://archive.org/details/administrationso06whit	f	t	\N		\N	\N			f
6909	1665		1:7	\N	https://archive.org/details/documentsrelatin07newj_0	f	t	\N		\N	\N			f
6910	1665		1:7	\N	https://archive.org/details/documentsrelatin07newjuoft	f	t	\N		\N	\N			f
6911	1665		1:7	\N	https://archive.org/details/documentsrelatin12whit	f	t	\N		\N	\N			f
6912	1665		1:7	\N	https://archive.org/details/documentsrelatin13whit	f	t	\N		\N	\N			f
6913	1665		1:8	\N	https://archive.org/details/documentsrelatin08newjuoft	f	t	\N		\N	\N			f
6914	1665		1:8	\N	https://archive.org/details/documentsrelatin14whit	f	t	\N		\N	\N			f
6915	1665		1:8	\N	https://archive.org/details/documentsrelatin15whit	f	t	\N		\N	\N			f
6916	1665		1:8	\N	https://archive.org/details/documentsrelatin08whit_0	f	t	\N		\N	\N			f
6917	1665		1:9	\N	https://archive.org/details/documentsrelatin09newjuoft	f	t	\N		\N	\N			f
6918	1665		1:9	\N	https://archive.org/details/documentsrelatin09whit_0	f	t	\N		\N	\N			f
6919	1665		1:9	\N	https://archive.org/details/documentsrelatin16whit	f	t	\N		\N	\N			f
6920	1665		1:9	\N	https://archive.org/details/documentsrelatin17whit	f	t	\N		\N	\N			f
6921	1665		1:9	\N	https://archive.org/details/administrationso09rico	f	t	\N		\N	\N			f
6922	1665		1:10	\N	https://archive.org/details/documentsrelatin10newjuoft	f	t	\N		\N	\N			f
6923	1665		1:10	\N	https://archive.org/details/documentsrelatin10whit_0	f	t	\N		\N	\N			f
6924	1665		1:10	\N	https://archive.org/details/documentsrelatin18whit	f	t	\N		\N	\N			f
6925	1665		1:10	\N	https://archive.org/details/documentsrelatin19whit	f	t	\N		\N	\N			f
6926	1665		1:10	\N	https://archive.org/details/administrationof101rico	f	t	\N		\N	\N			f
6927	1665		1:11	\N	https://archive.org/details/documentsrelatin11newjuoft	f	t	\N		\N	\N			f
6928	1665		1:12	\N	https://archive.org/details/documentsrelatin12newjuoft	f	t	\N		\N	\N			f
6929	1665		1:12	\N	https://archive.org/details/documentsrelatin12newj	f	t	\N		\N	\N			f
6930	1665		1:13	\N	https://archive.org/details/documentsrelatin13newjuoft	f	t	\N		\N	\N			f
6931	1665		1:13	\N	https://archive.org/details/documentsrelatin13whit_0	f	t	\N		\N	\N			f
6932	1665		1:13	\N	https://archive.org/details/journalofgoverno13newj	f	t	\N		\N	\N			f
6933	1665		1:14	\N	https://archive.org/details/documentsrelatin14newjuoft	f	t	\N		\N	\N			f
6934	1665		1:14	\N	https://archive.org/details/documentsrelatin14whit_0	f	t	\N		\N	\N			f
6935	1665		1:14	\N	https://archive.org/details/journalofgoverno14newj	f	t	\N		\N	\N			f
6936	1665		1:15	\N	https://archive.org/details/documentsrelatin15newjuoft	f	t	\N		\N	\N			f
6937	1665		1:15	\N	https://archive.org/details/documentsrelatin15whit_0	f	t	\N		\N	\N			f
6938	1665		1:15	\N	https://archive.org/details/journalofgoverno15newj	f	t	\N		\N	\N			f
6939	1665		1:16	\N	https://archive.org/details/documentsrelatin16newjuoft	f	t	\N		\N	\N			f
6940	1665		1:16	\N	https://archive.org/details/documentsrelatin16whit_0	f	t	\N		\N	\N			f
6941	1665		1:16	\N	https://archive.org/details/journalofgoverno16newj	f	t	\N		\N	\N			f
6942	1665		1:17	\N	https://archive.org/details/documentsrelatin17newjuoft	f	t	\N		\N	\N			f
6943	1665		1:17	\N	https://archive.org/details/documentsrelatin17whit_0	f	t	\N		\N	\N			f
6944	1665		1:17	\N	https://archive.org/details/journalofgoverno17newj	f	t	\N		\N	\N			f
6945	1665		1:18	\N	https://archive.org/details/documentsrelatin18newjuoft	f	t	\N		\N	\N			f
6946	1665		1:18	\N	https://archive.org/details/documentsrelatin18whit_0	f	t	\N		\N	\N			f
6947	1665		1:18	\N	https://archive.org/details/journalofgoverno18newj	f	t	\N		\N	\N			f
6948	1665		1:18	\N	https://archive.org/details/newjerseyarchive0018unse	f	t	\N		\N	\N			f
6949	1665		1:19	\N	https://archive.org/details/documentsrelatin19newjuoft	f	t	\N		\N	\N			f
6950	1665		1:19	\N	https://archive.org/details/someaccountofame19newj	f	t	\N		\N	\N			f
