filingid	filingtype	filingspecific	filingnotpresent	filingdate	filingfiled	filingother	filingothertype	filingnotes	adjudication
15416	38			1969-01-17		1969-05-20	Next Election		673
15417	38			1949-05-12		1949-09-13	Next Election		10542
15418	38			1952-07-03		1952-11-04	Next Election		10555
15419	38			1923-12-19		1924-04-22	Next Election		10456
15420	38			1929-05-15		1929-09-17	Next Election		3722
15421	38			1921-05-17		1921-09-20	Next Election		1701
15422	38			1971-12-21		1972-04-25	Next Election		1190
15423	38			1951-12-14		1952-04-22	Next Election		6457
15424	38			1969-06-27		1969-11-04	Next Election		677
15425	38			1969-06-27		1969-11-04	Next Election		679
15426	38			1969-06-27		1969-11-04	Next Election		678
15427	38			1969-06-27		1969-11-04	Next Election		680
15428	38			1928-06-27		1928-11-06	Next Election		10482
15429	38			1951-03-13		1951-07-24	Next Election		5977
15430	38			1951-03-13		1951-07-24	Next Election		5978
15431	38			1922-06-26		1922-11-07	Next Election		8469
15432	38			1946-01-07		1946-05-21	Next Election		5972
15433	38			1948-06-21		1948-11-02	Next Election		5974
15434	38			1926-06-19		1926-11-02	Next Election		2257
15435	38			1921-05-05		1921-09-20	Next Election		5404
15436	38			1963-12-12		1964-04-28	Next Election		6970
15437	38			1919-04-30		1919-09-16	Next Election		2249
15438	38			1947-12-09		1948-04-27	Next Election		10144
15439	38			1969-12-30		1970-05-19	Next Election		664
15440	38			1951-12-03		1952-04-22	Next Election		11000
15441	38			1919-12-27		1920-05-18	Next Election		1687
15442	38			1927-12-03		1928-04-24	Next Election		5574
15443	38			1952-06-13		1952-11-04	Next Election		4809
15444	38			1973-06-15		1973-11-06	Next Election		1089
15445	38			1927-04-28		1927-09-20	Next Election		10478
15446	38			1966-12-22		1967-05-16	Next Election		3277
15447	38			1937-12-22		1938-05-17	Next Election		5581
15448	38			1970-06-09		1970-11-03	Next Election		674
15449	38			1920-06-04		1920-11-02	Next Election		1689
15450	38			1921-12-14		1922-05-16	Next Election		2252
15451	38			1925-04-13		1925-09-15	Next Election		3712
15452	38			1941-12-15		1942-05-19	Next Election		5583
15453	38			1919-12-12		1920-05-18	Next Election		10444
15454	38			1921-12-09		1922-05-16	Next Election		1708
15455	38			1925-12-11		1926-05-18	Next Election		10466
15456	38			1929-04-12		1929-09-17	Next Election		1766
15457	38			1941-04-04		1941-09-09	Next Election		3239
15458	38			1924-05-29		1924-11-04	Next Election		1721
15459	38			1924-05-29		1924-11-04	Next Election		1720
15460	38			1925-04-08		1925-09-15	Next Election		10460
15461	38			1925-04-08		1925-09-15	Next Election		10461
15462	38			1945-01-10		1945-06-19	Next Election		9913
15463	38			1956-12-12		1957-05-21	Next Election		1937
15464	38			1919-04-08		1919-09-16	Next Election		5401
15465	38			1957-05-28		1957-11-05	Next Election		3518
15466	38			1917-12-08		1918-05-21	Next Election		2247
15467	38			1941-12-05		1942-05-19	Next Election		6773
15468	38			1920-05-20		1920-11-02	Next Election		5025
15469	38			1933-04-06		1933-09-19	Next Election		6116
15470	38			1968-12-05		1969-05-20	Next Election		2958
15471	38			1941-03-26		1941-09-09	Next Election		6772
15472	38			1917-04-04		1917-09-19	Next Election		1674
15473	38			1949-03-26		1949-09-13	Next Election		5622
15474	38			1929-11-29		1930-05-20	Next Election		10493
15475	38			1949-03-25		1949-09-13	Next Election		1881
15476	38			1949-03-25		1949-09-13	Next Election		10539
15478	38			1964-05-13		1964-11-03	Next Election		4952
15479	38			1927-03-29		1927-09-20	Next Election		10477
15480	38			1941-03-18		1941-09-09	Next Election		3238
15481	38			1952-05-13		1952-11-04	Next Election		4809
15482	38			1923-03-26		1923-09-18	Next Election		10954
15483	38			1923-03-26		1923-09-18	Next Election		2253
15484	38			1939-03-20		1939-09-12	Next Election		3728
15485	38			1940-05-09		1940-11-05	Next Election		4665
15486	38			1929-03-19		1929-09-17	Next Election		6114
15487	38			1921-11-14		1922-05-16	Next Election		1709
15488	38			1925-11-12		1926-05-18	Next Election		10467
15489	38			1966-11-09		1967-05-16	Next Election		4958
15490	38			1969-11-07		1970-05-19	Next Election		681
15491	38			1931-03-05		1931-09-15	Next Election		6115
15492	38			1921-03-07		1921-09-20	Next Election		10449
15493	38			1921-03-03		1921-09-20	Next Election		1700
15494	38			1935-02-28		1935-09-17	Next Election		10501
15495	38			1949-02-18		1949-09-13	Next Election		5051
15496	38			1929-02-20		1929-09-17	Next Election		10487
15497	38			1944-11-18		1945-06-19	Next Election		10142
15498	38			1921-02-11		1921-09-20	Next Election		2251
15499	38			1950-12-14		1951-07-24	Next Election		10147
15500	38			1921-02-07		1921-09-20	Next Election		1699
15501	38			1917-02-05		1917-09-19	Next Election		1671
15502	38			1935-01-25		1935-09-17	Next Election		10500
15503	38			1917-01-19		1917-09-19	Next Election		1670
15504	38			1943-01-14		1943-09-14	Next Election		5585
15505	38			1927-01-05		1927-09-20	Next Election		2259
15506	38			1948-12-20		1949-09-13	Next Election		5975
15507	38			1916-12-21		1917-09-19	Next Election		1669
15508	38			1924-12-16		1925-09-15	Next Election		4267
15509	38			1930-12-11		1931-09-15	Next Election		2268
15510	38			1932-12-15		1933-09-19	Next Election		1288
15511	38			1948-12-06		1949-09-13	Next Election		10991
15512	38			1916-12-11		1917-09-19	Next Election		10438
15513	38			1928-12-07		1929-09-17	Next Election		9910
15514	38			1930-12-04		1931-09-15	Next Election		1781
15515	38			1940-11-22		1941-09-09	Next Election		8320
15516	38			1940-11-11		1941-09-09	Next Election		5971
15517	38			1920-11-15		1921-09-20	Next Election		1692
15518	38			1928-11-12		1929-09-17	Next Election		10969
15519	29			1924-11-03		1924-11-04	Next Election		10958
15520	29			1931-09-14		1931-09-15	Next Election		8758
15521	29			1945-06-18		1945-06-19	Next Election		10143
15522	29			1928-11-03		1928-11-06	Next Election		5035
15523	29			1946-11-01		1946-11-05	Next Election		5973
15524	29			1953-05-14		1953-05-19	Next Election		5233
15525	29			1953-05-14		1953-05-19	Next Election		1919
15526	29			1974-10-31		1974-11-05	Next Election		664
15527	29			1950-05-10		1950-05-16	Next Election		6117
15528	29			1972-04-19		1972-04-25	Next Election		1086
15529	29			1917-10-30		1917-11-06	Next Election		10440
15530	29			1935-09-10		1935-09-17	Next Election		8759
15531	29			1969-10-28		1969-11-04	Next Election		1077
15532	29			1933-10-30		1933-11-07	Next Election		10978
15538	29			1949-10-31		1949-11-08	Next Election		1887
15539	29			1931-10-23		1931-11-03	Next Election		10497
15540	29			1956-04-13		1956-04-24	Next Election		3248
15541	29			1925-10-21		1925-11-03	Next Election		10464
15542	29			1957-05-08		1957-05-21	Next Election		2279
15543	29			1926-10-19		1926-11-02	Next Election		10472
15544	29			1968-10-22		1968-11-05	Next Election		7969
15545	29			1949-10-24		1949-11-08	Next Election		5976
15546	29			1972-04-10		1972-04-25	Next Election		1084
15547	29			1966-10-21		1966-11-08	Next Election		4699
15548	29			1973-04-27		1973-05-15	Next Election		1087
15549	29			1943-10-11		1943-11-02	Next Election		10986
15550	29			1961-04-21		1961-05-16	Next Election		5985
15551	29			1921-08-25		1921-09-20	Next Election		10452
15552	29			1928-10-11		1928-11-06	Next Election		10485
15553	29			1969-04-24		1969-05-20	Next Election		651
15554	29			1921-08-24		1921-09-20	Next Election		1704
15555	29			1928-10-10		1928-11-06	Next Election		10484
15556	29			1969-10-08		1969-11-04	Next Election		1048
15557	29			1947-10-07		1947-11-04	Next Election		10145
15558	29			1965-10-05		1965-11-02	Next Election		4956
15559	29			1965-10-05		1965-11-02	Next Election		4957
15560	29			1924-03-24		1924-04-22	Next Election		10956
15561	29			1924-03-24		1924-04-22	Next Election		8472
15562	29			1939-08-14		1939-09-12	Next Election		4274
15563	29			1915-10-02		1915-11-02	Next Election		3797
15564	29			1915-09-30		1915-11-02	Next Election		1664
15565	29			1969-04-17		1969-05-20	Next Election		741
15566	29			1969-04-17		1969-05-20	Next Election		740
15567	29			1974-04-17		1974-05-21	Next Election		664
15568	29			1921-10-04		1921-11-08	Next Election		1706
15569	29			1927-08-12		1927-09-20	Next Election		10479
15570	29			1967-04-06		1967-05-16	Next Election		6654
15571	29			1969-09-25		1969-11-04	Next Election		1048
15572	29			1949-08-03		1949-09-13	Next Election		1886
15573	29			1967-04-05		1967-05-16	Next Election		6654
15574	29			1921-09-27		1921-11-08	Next Election		9908
15575	29			1926-04-06		1926-05-18	Next Election		10468
15576	29			1972-09-26		1972-11-07	Next Election		887
15577	29			1948-03-15		1948-04-27	Next Election		6424
15578	29			1957-04-03		1957-05-21	Next Election		3516
15579	29			1957-04-03		1957-05-21	Next Election		3517
15580	29			1926-09-13		1926-11-02	Next Election		10473
15581	29			1948-09-13		1948-11-02	Next Election		10538
15582	29			1948-09-13		1948-11-02	Next Election		10537
15583	29			1927-07-29		1927-09-20	Next Election		3714
15584	29			1935-07-26		1935-09-17	Next Election		5619
15585	29			1964-03-06		1964-04-28	Next Election		4691
15586	29			1964-03-06		1964-04-28	Next Election		4693
15587	29			1949-09-14		1949-11-08	Next Election		10543
15588	29			1928-02-27		1928-04-24	Next Election		3716
15589	29			1950-09-11		1950-11-07	Next Election		10997
15590	29			1926-03-20		1926-05-18	Next Election		5417
15591	29			1928-02-24		1928-04-24	Next Election		10480
15592	29			1916-03-16		1916-05-16	Next Election		2245
15593	29			1948-09-02		1948-11-02	Next Election		3505
15594	29			1965-03-18		1965-05-18	Next Election		6973
15595	58				1890-06-03				5939
15596	8			1890-06-04					5939
15597	35			1890-10-06		1890-09-03	Nunc Pro Tunc		5939
15598	57				1927-12-12				5969
15600	57				1927-12-12				5970
15602	58				1913-04-01				3693
15603	34	upon petition of two-thirds or more of inhabitants; portion annexed is cut off from main portion of township		1913-09-09					3693
15604	58				1911-09-04				3689
15605	82				1911-12-09				3689
15606	34			1912-03-11					3689
15607	58				1910-06-09				3683
15608	23			1910-06-09		1910-08-06	Election		3683
15609	30				1910-08-08	1910-08-06	Election		3683
15610	34			1910-09-05					3683
15611	58				1910-08-02				3686
15612	82				1910-09-05				3686
15613	58				1910-08-02				3685
15614	82				1910-09-05				3685
15615	58				1909-09-15				3680
15616	49	notice of petition to be given to City		1909-09-15					3680
15617	23			1911-10-17		1911-12-05	Election		3682
15618	30				1911-12-06	1911-12-05	Election		3682
15619	34			1911-12-13		1912-01-01	Effective		3682
15620	57				1909-02-08				3678
15621	58				1908-03-09				3676
15622	23			1908-03-09		1908-04-11	Election		3676
15623	30				1908-04-13	1908-04-11	Election		3676
15624	34			1908-06-30					3676
15625	58				1907-06-03				3672
15626	27			1907-09-04		1907-10-08	First Election		3672
15627	58				1907-06-05				3671
15628	82				1907-09-02				3671
15629	34			1907-12-04	1907-12-04				3671
15630	49	expenses to be paid by Borough of South Fork and Townships of East Taylor, Conemaugh, Croyle, and Adams		1908-06-10					3671
15631	57				1907-07-29				3670
15632	58				1907-12-04				3675
15633	82				1908-03-02				3675
15634	34			1908-06-08					3675
15635	64	for review			1908-12-07				3675
15636	55			1908-12-07					3675
15637	82	re-view			1909-03-01				3675
15638	57				1906-07-25				3666
15639	58				1906-12-03				3669
15640	49	notice to be given to City		1906-12-03					3669
15641	92	upon City			1906-12-07				3669
15642	91	why decree of incorporation should not be vacated		1906-09-03					3664
15643	49	rule discharged		1906-12-03					3664
15644	58				1906-04-17				3665
15645	82				1906-06-04				3665
15646	34			1906-09-18					3665
15647	58				1906-09-03				3667
15648	82				1906-12-03				3667
15649	34			1907-06-12					3667
15650	58				1905-10-24				3662
15651	82				1906-03-05				3662
15652	78				1889-01-07				496
15654	58				1905-06-15				3661
15655	82				1905-09-04				3661
15656	34			1905-12-11					3661
15657	58				1857-10-09				9959
15658	32				1858-01-20				9959
15659	34			1858-01-20					9959
15662	57				1954-09-28				5235
15663	57				1954-10-21				5236
15664	82			1894-10-29					3747
15665	26			1894-11-12					3747
15666	34			1895-01-21					3747
15667	34			1953-06-26					325
15668	34			1953-06-26					328
15669	34			1953-06-26					326
15670	34			1953-06-26					329
15671	44	reversed		1953-06-26					327
15672	34			1969-08-29					6679
15673	34	Complaint withdrawn; it appearing 30 days have expired from passage of Ordinance, no further proceedings may be had attacking validity of Ordinance		1969-10-06					835
15674	93					1970-03-17	Service		847
15675	29			1970-04-24		1970-05-19	Next Election		847
15676	93					1970-03-17	Service on/before		848
15677	29			1970-04-24		1970-05-19	Next Election		848
15678	29			1970-04-24		1970-05-19	Next Election		849
15679	57				1927-03-26				4795
15681	57				1927-04-22				4793
15683	57				1927-08-26				4794
15685	57				1928-02-22				4798
15687	57				1928-04-20				4797
15688	95				1928-04-20				4797
15689	38			1927-03-26		1927-09-20	Next Election		4795
15690	38			1927-04-22		1927-09-20	Next Election		4793
15691	29			1927-08-26		1927-09-20	Next Election		4794
15692	38			1928-02-22		1928-04-24	Next Election		4798
15693	29			1928-04-20		1928-04-24	Next Election		4797
15694	34			1926-03-05		1927-01-03	Effective		1735
15695	97			2010-08-20					1143
15696	34			2010-09-07	2010-09-08				1143
15697	58				2004-11-08				1138
15698	96	by Spring Township			2004-11-29	2004-11-29	Service		1138
15699	31	by Spring Township			2004-12-07				1138
15700	51			2004-12-10	2004-12-10	2005-01-05	Hearing		1138
15701	7	by Spring Township			2004-12-28				1138
15702	34			2005-02-14	2005-02-16				1138
15703	34			1852-06-29					9435
15704	35	under the name, style and title of "The Borough of Pinegrove"		1915-11-24					9272
15705	34			1917-06-25					9273
15706	35			1918-04-08					9274
15707	57				1922-11-06				9276
15708	95					1922-11-06	Service		9276
15709	29			1922-11-06		1922-11-07	Next Election		9276
15710	34			1912-06-17					9270
15711	34			1851-06-28					5884
15712	34			1852-06-28					5885
15713	35			1932-12-05					5877
15714	57				2016-07-13				1024
15715	35			1887-01-05					8946
15717	44	revoking decree of May 6, 1901, and refusing incorporation			1901-07-22				8963
15718	109				1901-08-05				8963
15719	77	affirmed			1902-01-31				8963
15720	70	injunction		1911-01-19					600
15721	34			1896-12-07					4571
15722	34			1853-12-12					7706
15723	34			1855-08-27					7708
15724	34			1857-01-29					7709
15725	34			1858-04-30					7710
15726	23			1858-08-17		1858-10-12	Election		7712
15727	29				1858-10-15	1858-10-12	Election		7712
15728	23			1858-08-16		1858-10-12	Election		7711
15729	30				1858-10-15	1858-10-12	Election		7711
15730	34			1858-11-16					7711
15731	58				1883-03-07				7729
15732	53			1883-03-07					7729
15733	8			1883-03-07					7729
15734	34			1883-03-07					7729
15735	57				1873-10-24				7721
15736	34			1873-12-02					7721
15737	34			1869-02-04					7720
15739	44	Borough restrained from exercising jurisdiction over land claimed to have been annexed by Ordinance of September 3, 1878; ordinance declared null and void		1879-03-31					506
15740	57				1920-01-02				517
15742	58				1890-12-31				5940
15743	22			1890-12-31					5940
15744	107			1891-03-02				filed December 31, 1890	5940
15745	58				1891-03-02				5940
15746	8			1891-03-05					5940
15747	34			1891-03-09					5940
15748	34			1856-02-09					1295
15749	34			1853-05-29					9731
15750	34			1882-09-23					9732
15751	34			1884-09-20					9733
15752	29			1954-09-14		1954-11-02	Next Election		4949
15753	57				1931-03-11				4801
15755	57							date filed not in docket	5576
15756	38			1931-03-11		1931-09-15	Next Election		4801
15757	57				1934-02-08				4803
15759	57				1915-08-04				6016
15761	38			1934-02-08		1934-05-15	Next Election		4803
15762	57				1934-03-15				4802
15764	29			1934-03-15		1934-05-15	Next Election		4802
15765	57				1935-08-15				4804
15767	7				1939-08-28				4805
15769	38			1941-06-02		1941-09-09	Next Election		4806
15770	57				1949-02-04				4941
15771	38			1949-02-04		1949-09-13	Next Election		4941
15773	38			1939-06-16		1939-09-12	Next Election		4805
15775	57				1949-06-21				4942
15776	38			1949-06-21		1949-09-13	Next Election		4942
15778	38			1950-06-29		1950-11-07	Next Election		4807
15779	58				1952-02-05				4808
15780	23			1952-02-05		1952-11-04	Election		4808
15783	38			1952-07-18		1952-11-04	Next Election		4811
15785	30				1953-01-31	1952-11-04	Election		4808
15787	29			1953-03-26		1953-05-19	Next Election		4945
15788	38			1954-07-27		1954-11-02	Next Election		4948
15789	58				1954-08-05				4814
15790	23			1954-08-03		1954-11-02	Election		4814
15791	30				1954-11-22	1954-11-02	Election		4814
15792	58				1959-07-29				4821
15793	23			1959-07-28		1959-11-03	Election		4821
15794	49	appointing officers		1959-12-28		1960-01-04	Effective		4824
15795	82				1966-07-13				4765
15796	26	shall become absolute unless excepted to within 30 days		1966-07-12					4765
15797	55			1966-09-06					4767
15798	55			1966-09-06					4768
15799	49	appointing officials		1966-12-30	1966-12-30				4771
15800	109				1967-11-29				4779
15801	108				1975-02-13				4778
15802	76				1976-04-07				4778
15803	2				1975-11-05				34
15804	67	of appeal as to Ordinance 1021 only			1974-06-25				4777
15805	34			1852-04-14					4781
15806	34			1853-03-22					4782
15807	34			1857-08-21				not in docket; per Attorney General Opinion and 1870s amendment	4783
15808	34			1868-11-09					4886
15809	49	vacating decree		1868-11-09					4886
15810	22	above decree re-instated and confirmed as if had not been vacated		1869-03-16					4886
15811	34			1866-04-09					4784
15812	34			1927-01-21		1927-01-03	Effective		1740
15813	36					1974-12-12	First Election		644
15814	57				1962-11-05				9569
15815	93					1962-11-05	Service on/before		9569
15816	57				1952-01-12				9566
15817	93					1952-01-12	Service on/before		9566
15818	64	for appointment of auditor			1952-08-04				9566
15819	57				1953-01-26				9568
15821	38			1952-01-12		1952-04-22	Next Election		9566
15822	58				1952-10-08				9567
15823	65				1952-10-28				9567
15824	49	for leave to file amended petition		1952-10-28					9567
15825	58	amended			1953-02-09				9567
15826	35			1953-04-30					9567
15828	38			1953-01-26		1953-05-19	Next Election		9568
15829	29			1962-11-05		1962-11-06	Next Election		9569
15830	58				1861-08-20				9577
15831	8			1861-08-~01					9577
15832	26			1861-08-22					9577
15833	27			1861-11-19		1862-01-14	First Election		9577
15834	58				1990-08-02				1033
15835	55			1990-08-02					1033
15836	82				1991-07-31				1033
15837	26			1991-08-21					1033
15838	34			1993-10-14	1993-10-14				1033
15839	35			1887-11-21					9553
15840	8			1893-12-27					9558
15841	8			1900-10-31					9563
15842	35			1900-12-03					9563
15843	58				1890-04-24				9556
15844	55			1890-04-24					9556
15845	82				1892-01-12				9556
15846	58				1897-08-27				9559
15850	58				1897-08-16				9560
15854	62	why commissioners should not be appointed			1898-04-11				9561
15858	34			1884-08-12					9550
15859	34			1886-04-12					9552
15861	58				1875-06-10				4354
15862	53			1875-06-09					4354
15863	8			1875-06-09					4354
15864	27			1875-10-04		1875-10-22	First Election		4354
15865	58								4363
15866	53			1885-09-15					4363
15867	8			1885-09-17					4363
15868	27			1885-12-30					4363
15869	110				1960-06-21				6037
15870	78	discontinued			1960-07-18				6037
15871	57				1956-08-13				6034
15872	61				1956-09-17				6034
15873	34			1956-09-17					6034
15874	29			1956-09-17		1956-11-06	Next Election		6034
15875	57				1956-09-17				6035
15876	61				1956-11-13				6035
15877	34			1956-11-13					6035
15878	38			1956-11-13		1956-11-06	Next Election		6035
15879	57				1954-08-14				6032
15880	34			1954-09-20					6032
15881	29			1954-09-20		1954-11-02	Next Election		6032
15882	57				1927-02-04				6025
15883	95				1927-02-04				6025
15884	38			1927-02-04		1927-09-20	Next Election		6025
15885	58								6005
15886	52			1906-11-29					6005
15887	27			1907-03-14		1907-04-30	First Election		6005
15888	27			1867-09-12		1867-09-30	First Election		5986
15889	58			1900-04-18					5999
15890	52			1900-04-23					5999
15891	27			1900-08-18		1900-09-15	First Election		5999
15892	58								5997
15893	53			1891-09-10					5997
15894	8			1891-09-12					5997
15895	27			1892-03-02					5997
15896	110								5997
15897	78	discontinued							5997
15898	23			1893-09-23		1893-10-12	First Election		5997
15899	34			1863-05-15					5991
15900	57				1898-06-06				6110
15901	34			1898-07-30					6110
15902	34			1869-12-10					6098
15903	34			1876-04-25					6100
15904	34			1877-12-04					6103
15905	62	why decree of December 4, 1877, should not be annulled as to property excluded from the Borough by the Act of March 27, 1848, which was mistakenly included in the description in the original peition							6103
15906	91			1878-01-18					6103
15907	6	decree of December 4, 1877, annulled so as to exclude land stricken from Borough by the Act of March 27, 1848		1878-03-19					6103
15908	95					1929-03-19	Service		6114
15909	58				1903-04-03				10097
15910	53			1906-05-07					10097
15911	8			1906-05-11					10097
15912	26			1906-05-11		1906-08-13	Effective?		10097
15913	34			1895-01-24					6174
15914	58			1875-04-20					9988
15915	53			1875-05-17					9988
15916	8			1875-05-17					9988
15917	34			1875-10-11					9988
15918	34			1871-05-26					9986
15919	34			1852-05-20					9977
15920	34			1852-08-25					9979
15921	34	Burgess to be member of Council and preside over Council		1886-01-23					10720
15922	34	portion of decree of January 23, 1886, authorizing the Burgess to serve on Council set aside		1888-02-11					10720
15923	34			1884-02-19					10708
15924	34			1884-08-30					10711
15925	34			1885-02-07					10712
15926	34			1884-11-15					10713
15927	34			1885-02-07					10714
15928	64	to annul decree of February 7, 1885			1896-09-07				10714
15929	57				1883-05-05				10705
15930	32				1883-05-12				10705
15931	22	proceedings dismissed without prejudice and proceedings de novo allowed at once		1883-10-26					10705
15932	34			1881-02-14					10702
15933	34			1879-01-18					10697
15934	58								10688
15935	8			1873-02-06					10688
15936	35			1873-05-17					10688
15937	82	setting boundaries of Borough			1872-08-06				10687
15938	64	to modify boundaries to exclude land formerly owned by Mayor Hugh Logan and now by Mrs. Sarah C. Knowland		1874-03-09					10687
15939	91	why petition should not be allowed		1874-03-28					10687
15940	49	rule made absolute		1874-10-07					10687
15941	34			1872-08-23					10686
15942	93					1969-11-13	Service		1050
15943	34			1853-09-03					10668
15944	34			1854-04-19				Verified date per papers	10669
15945	91			1865-04-28					8687
15946	23			1865-08-22		1865-09-12	First Election		8686
15947	34			1865-11-20					8687
15948	34			1890-05-06					8365
15949	34			1852-03-11				Date is best guess. Double checked.	5482
15950	34			1915-06-30					10120
15951	27			1970-08-10	1971-02-01	1972-01-03	Effective		714
15952	64	for special election			1966-10-06				9384
15953	23			1966-10-06		1966-11-08	First Election		9384
15954	8			1853-02-09					10260
15955	82				1856-10-08				10261
15956	82				1856-12-16				9103
15957	34	surrendering provisions of Act of April 27, 1844, and accepting the provisions of the Act of April 3, 1851		1858-02-10					10265
15958	44	annexation by Ordinance of February 10, 1858, includes more territory than authorized by Act, and proceedings were informal		1859-02-16					10265
15959	57				1911-11-23				10327
15960	57				1914-06-05				10328
15961	57				1926-11-08				10332
15963	57				1926-11-08				10333
15965	57				1927-04-20				10336
15967	38			1927-04-20		1927-09-20	Next Election		10336
15968	57				1927-02-11				10334
15969	57				1927-02-11				10335
15970	38			1927-02-11		1927-09-20	Next Election		10335
15971	38			1927-02-11		1927-09-20	Next Election		10334
15974	38			1926-11-08		1927-09-20	Next Election		10333
15975	38			1926-11-08		1927-09-20	Next Election		10332
15976	23			1980-10-21		1980-11-04	First Election		812
15977	27			1864-02-04					3015
15979	27			1854-02-14		1854-03-10	First Election		3001
15980	27			1864-05-10		1864-05-23	First Election		3016
15982	23			1879-12-15		1880-02-17	First Election		3047
15983	23			1891-02-02		1891-02-17	First Election		3071
15984	23			1878-02-18		1878-02-19	First Election		3043
15985	27			1853-09-06		1854-01-20	First Election		3000
15987	34			1852-12-08					2999
15988	27			1855-05-19		1855-06-16	First Election		3003
15990	38			1951-12-17		1952-04-22	Next Election		2521
15991	17			1951-12-29					2521
15992	29			1951-07-20		1951-07-24	Next Election		2520
15993	58				1889-04-18				3783
15994	26			1889-06-21					3783
15995	34			1889-10-26					3783
15996	24			1890-01-16					3783
15997	34			1851-01-02					3755
15998	34			1851-10-04					3757
15999	34			1867-03-04					3763
16000	34			1867-03-04					3764
16001	27			1874-10-31	1874-10-31	1875-02-16	First Election		3770
16002	8			1874-06-18					3770
16003	36					1963-11-05	First Election		3810
16004	36					1955-11-08	First Election		3804
16005	27			1853-01-01		1853-02-11	First Election		7900
16006	6	Borough be a separate election and school district		1853-03-05					7900
16007	57				1961-12-06				3749
16008	73				1961-12-28				3749
16009	20				1962-01-03				3749
16010	55			1962-01-03					3749
16011	97				1962-02-20				3749
16012	34			1962-02-15	1962-02-20				3749
16013	38			1962-02-15		1962-05-15	Next Election		3749
16014	57				1952-06-17				3748
16015	93				1952-07-15	1952-07-15	Service		3748
16016	38			1952-06-17		1952-11-04	Next Election		3748
16017	57				1965-10-21				9654
16018	34			1965-11-22					9654
16019	57				1957-03-12				9653
16020	34			1957-04-15		1957-05-22	Effective		9653
16021	29			1957-04-15		1957-05-21	Next Election		9653
16022	57				1916-09-02				3100
16023	60				1916-11-06				3100
16024	25	1st Ward, 1st Precinct		1916-11-06					3100
16025	60				1919-09-19				3100
16026	25	1st Ward		1919-09-19					3100
16028	34			1964-03-20					2978
16029	29			1964-03-20		1964-04-28	Next Election		2978
16030	57				1964-01-30				2978
16031	58				1965-04-06				2980
16032	55			1965-04-06					2980
16033	82				1965-04-12				2980
16034	34			1965-05-19					2980
16035	57				1967-05-05				2981
16036	93				1967-05-18				2981
16037	57				1960-11-18				2974
16038	34			1960-12-21					2974
16039	38			1960-12-21		1961-05-16	Next Election		2974
16040	57				1962-06-04				2976
16041	34			1962-07-09					2976
16042	38			1962-07-09		1962-11-06	Next Election		2976
16043	29			1967-05-05		1967-05-16	Next Election		2981
16044	57				1962-06-07				2977
16045	34			1962-08-08					2977
16046	38			1962-08-08		1962-11-06	Next Election		2977
16047	58				1908-10-05				9640
16048	52			1908-10-05					9640
16049	35			1908-12-31	1909-01-04	1909-01-04	Effective		9640
16050	58				1912-12-23				9643
16051	52			1912-12-23					9643
16052	35			1913-07-07		1913-07-15	Effective		9643
16053	58				1913-04-14				9645
16054	34			1913-05-26					9645
16055	58				1898-02-21				9636
16056	52			1898-02-21					9636
16057	35			1898-06-21		1898-06-24	Effective		9636
16058	58				1834-12-23				9588
16059	35			1835-05-30					9588
16060	58				1918-07-15				9648
16061	55			1918-07-15					9648
16062	34			1919-01-30					9648
16063	58				1919-04-16				9649
16064	26			1919-05-27					9649
16065	35			1919-09-29		1919-09-29	Effective		9649
16066	58				1919-06-02				9650
16067	83				1919-06-02				9650
16068	51			1919-06-02		1919-06-16	Hearing		9650
16069	35			1919-06-16					9650
16070	24			1919-09-29					9650
16071	58				1923-02-12				9652
16072	35			1923-03-20					9652
16073	58								9615
16074	8			1871-05-29					9615
16075	26			1871-05-31					9615
16076	27			1871-08-29		1871-09-12	First Election		9615
16077	58								9614
16078	52			1869-11-30					9614
16079	34			1870-02-01					9614
16080	27			1867-01-30		1867-02-13	First Election		9611
16081	58								9608
16082	53			1864-06-01					9608
16083	8			1864-06-01					9608
16084	27			1864-08-31		1864-09-16	First Election		9608
16085	58								9607
16086	8			1860-02-08					9607
16087	27			1860-06-14		1860-07-03	First Election		9607
16088	58			1875-10-16					9620
16089	8			1875-12-01					9620
16090	27			1876-02-02		1876-02-15	First Election		9620
16091	27			1859-02-08		1859-03-04	First Election		9606
16092	58			1856-11-28					9604
16093	27			1857-02-13		1857-03-27	First Election		9604
16094	34	Chief Burgess shall serve as member of Council and preside at meetings		1882-04-12					5841
16095	58				1876-03-29				1375
16096	34	Chief Burgess to serve as member of Council, and preside over meetings		1876-03-29					1375
16097	34	Burgess to serve as member of Council, and to preside over meetings		1880-04-19					5989
16098	58								3036
16099	55			1873-12-01					3036
16100	82				1874-03-02				3036
16101	26			1874-03-02					3036
16102	34			1875-04-05					3036
16103	55	to investigate whether portion of Bradford Township has been annexed		1894-01-15					7917
16104	82	annexation has become final and conclusive		1894-02-12	1894-02-12				7917
16105	26			1851-09-30					9601
16106	34			1852-05-21					9601
16107	26			1852-05-31					9602
16108	34			1852-09-16					9602
16109	34			1857-01-08					9605
16110	8			1866-08-20					9610
16111	34			1866-08-20					9610
16112	58				1886-06-07				9630
16113	91			1886-06-07					9630
16114	34			1886-06-28					9630
16115	27			1853-09-~01		1853-11-10	First Election	per county history	9523
16116	58	to change borough election date to 3rd Friday in February			1835-12-20				9589
